,id,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls,idx
65575,4Q5G40Lq1b1lYp20Bt5Sfo,Shhhh Baby Shusher For Sleep,69,157361,0,['Baby Sleep'],2018-04-11,0.216,0.203,0,-26.57,0,0.153,0.000827,0.000466,0.133,0.039,132.84,5,https://i.scdn.co/image/ab67616d0000b273ef7d620909f74927ba879178,https://open.spotify.com/track/4Q5G40Lq1b1lYp20Bt5Sfo,4521
80549,6GglEvEfa8bRE74QS8XQuF,Volta Pra Mim - Ao Vivo,55,236787,0,['Chico Rey & Paraná'],2006-10-01,0.445,0.696,2,-5.419,1,0.036,0.382,0.0,0.883,0.292,145.669,4,https://i.scdn.co/image/ab67616d0000b2733179b1ecbfe6dbd5bcce0df9,https://open.spotify.com/track/6GglEvEfa8bRE74QS8XQuF,4521
87473,0yfaowLPpsOtgzfIydGt7c,仍然記得個一次,31,234333,0,['杜麗莎'],2004-07-09,0.486,0.661,1,-8.792,1,0.0289,0.306,4.71e-06,0.203,0.4,129.726,4,https://i.scdn.co/image/ab67616d0000b273e5fde86fc87d4823b495e0e0,https://open.spotify.com/track/0yfaowLPpsOtgzfIydGt7c,4521
112414,5p6DyKuYSmVh7DKtsz0tpY,Ağladum Gülemedum,38,165744,0,['Ali Baran'],2012-12-13,0.659,0.937,0,-7.094,1,0.054,0.00879,0.0,0.0969,0.517,135.027,4,https://i.scdn.co/image/ab67616d0000b273828bdb303095a6a523373e7c,https://open.spotify.com/track/5p6DyKuYSmVh7DKtsz0tpY,4521
118439,0t9X7I69027UILQB4WYCai,Velha Porteira,41,224600,0,['Chico Rey & Paraná'],2006-01-01,0.529,0.564,4,-4.713,1,0.0247,0.668,0.0,0.196,0.594,160.445,3,https://i.scdn.co/image/ab67616d0000b2731647508296710822ae4a052d,https://open.spotify.com/track/0t9X7I69027UILQB4WYCai,4521
138639,3oCLp8UO1RdZC4EYxgVu3v,A holnap küszöbén,48,197633,0,['Follow The Flow'],2020-01-24,0.667,0.677,10,-5.004,0,0.0574,0.271,0.0,0.0539,0.868,139.99,4,https://i.scdn.co/image/ab67616d0000b2731ab8404ff8d3282b13538bcc,https://open.spotify.com/track/3oCLp8UO1RdZC4EYxgVu3v,4521
142586,68cy4S3cwPZdMGuIH9izml,Rula Ke Gaya Ishq,59,247013,0,"['Stebin Ben', 'Sunny Inder']",2019-11-21,0.409,0.484,3,-7.828,1,0.0314,0.769,0.000138,0.0877,0.272,153.651,4,https://i.scdn.co/image/ab67616d0000b2739262fefac07a5fc7fcd89170,https://open.spotify.com/track/68cy4S3cwPZdMGuIH9izml,4521
146298,5Px6UA0dmCRZeScW9HZ5re,Let It Go - Japanese Version,48,224613,0,['Takako Matsu'],2014-03-19,0.535,0.487,8,-6.914,1,0.0282,0.606,0.0,0.125,0.314,137.139,4,https://i.scdn.co/image/ab67616d0000b2735009aaca1de04a81df0af4b3,https://open.spotify.com/track/5Px6UA0dmCRZeScW9HZ5re,4521
151190,6O6xjGCCg10jZfM67jO7hO,När mörkret faller,35,247347,1,"['Jacco', 'AKI']",2009-06-29,0.699,0.792,3,-4.762,0,0.0627,0.0407,0.0,0.377,0.901,144.044,4,https://i.scdn.co/image/ab67616d0000b27326b78d5ac2b8bc9ae700168c,https://open.spotify.com/track/6O6xjGCCg10jZfM67jO7hO,4521
169920,1Ih2Gt9fxzHFQd3acIz9Ns,Светофоры,50,218638,0,['просто Лера'],2020-10-09,0.708,0.587,9,-6.771,0,0.284,0.38,0.0,0.332,0.401,159.967,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,4521
208218,4BGmYEDOK1swwoxTtfmVZD,Peace & Love,56,182745,1,"['Charlie Charles', 'Sfera Ebbasta', 'Ghali']",2018-05-04,0.68,0.785,8,-5.313,1,0.0615,0.14,0.0,0.309,0.319,152.962,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,4521
209907,4JJtZMgxQgTlBBg7E9Qeac,Bimbi,56,240245,0,"['Charlie Charles', 'Izi', 'Rkomi', 'Sfera Ebbasta', 'Tedua', 'Ghali']",2017-03-24,0.768,0.753,10,-4.482,0,0.185,0.0305,0.0,0.11,0.633,133.977,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,4521
