,name,popularity,artists,release_date,images,urls
4891,The Only Living Boy in New York - 2013 Remaster,47,['Everything But The Girl'],1991-09-30,https://i.scdn.co/image/ab67616d0000b273dc6aca1e247aa177899821d5,https://open.spotify.com/track/5Clm0mhhfATh2cIA7cmjb0
4891,"1Train (feat. Kendrick Lamar, Joey Bada$$, Yelawolf, Danny Brown, Action Bronson & Big K.R.I.T.)",65,"['A$AP Rocky', 'Kendrick Lamar', 'Joey Bada$$', 'Yelawolf', 'Danny Brown', 'Action Bronson', 'Big K.R.I.T.']",2013,https://i.scdn.co/image/ab67616d0000b2732ae92030b51fb8135d694af9,https://open.spotify.com/track/1eLU27PPFxBhbp1CBjPh9J
4891,Praise The Lord (Da Shine) (feat. Skepta),81,"['A$AP Rocky', 'Skepta']",2018-05-25,https://i.scdn.co/image/ab67616d0000b2739feadc48ab0661e9b3a9170b,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
4891,Feeling Dizzy,37,['Everything But The Girl'],1982-11-01,https://i.scdn.co/image/ab67616d0000b273537cad7af18249f2f2ceb460,https://open.spotify.com/track/31pfOGCRJ4YHib8pur9G7X
4891,Todella kaunis,47,['Zen Cafe'],1998,https://i.scdn.co/image/ab67616d0000b273c23c3a854c27ca4a0f3887ce,https://open.spotify.com/track/17v1ICGy3aGJC3C02Uz2ZQ
4891,Mies jonka ympäriltä tuolit viedään,39,['Zen Cafe'],2001,https://i.scdn.co/image/ab67616d0000b2736dee0591f6e0bb53d899b2fb,https://open.spotify.com/track/0WwPkUmyIF69ZpsGurigcS
4891,Piha ilman sadettajaa,43,['Zen Cafe'],2003-09-22,https://i.scdn.co/image/ab67616d0000b2737156b3f1329308827264066b,https://open.spotify.com/track/56GoBnU8VlEQxD7CX86NHA
4891,Todella kaunis,35,['Zen Cafe'],2003-09-22,https://i.scdn.co/image/ab67616d0000b2737156b3f1329308827264066b,https://open.spotify.com/track/2f83TGTfPhzaUtxbJtSIqn
4891,Driving - 2013 Remaster,39,['Everything But The Girl'],1990-02-05,https://i.scdn.co/image/ab67616d0000b273ee6ffe308f9db0f9f384d8b0,https://open.spotify.com/track/1yjMycI0QWxYeEjcKSM0HD
4891,Tougher Than the Rest - 2013 Remaster,37,['Everything But The Girl'],1991-09-30,https://i.scdn.co/image/ab67616d0000b273dc6aca1e247aa177899821d5,https://open.spotify.com/track/1nvyI0CevaDFO4y8YLU3LK
4891,Cross My Heart - 2012 Remaster,34,['Everything But The Girl'],1986-08-25,https://i.scdn.co/image/ab67616d0000b2738f503de1e04a9de6c61f9757,https://open.spotify.com/track/5ZGpwVi4VNmZYb7VDTyrAI
4891,Qué Bello,58,"['La Sonora Dinamita', 'Kika Edgar']",2016-10-21,https://i.scdn.co/image/ab67616d0000b273088d96fbb5629367e000909c,https://open.spotify.com/track/18buHOK6zcFhpMDOUO5MCw
4891,Escándalo,53,"['La Sonora Dinamita', 'Mariana Seoane']",2016-10-21,https://i.scdn.co/image/ab67616d0000b273088d96fbb5629367e000909c,https://open.spotify.com/track/1MDqUM1XbzZ2wei3mrpPbA
4891,La Parabólica,51,"['La Sonora Dinamita', 'El Bebeto']",2016-10-21,https://i.scdn.co/image/ab67616d0000b273088d96fbb5629367e000909c,https://open.spotify.com/track/33HDgrGgbxaihNAkxdrVAI
4891,Escándalo,56,"['La Sonora Dinamita', 'Mariana Seoane']",2017-08-04,https://i.scdn.co/image/ab67616d0000b2737298aec11826f1216b58fb07,https://open.spotify.com/track/4Vehb6usMDULCgEgBgRePa
4891,"Somewhere Only We know - Live from Spotify, London",57,['Lily Allen'],2014-04-28,https://i.scdn.co/image/ab67616d0000b2735f61b41f29851b039fd13f02,https://open.spotify.com/track/7FnHpKPgVC6GE0RRCJNB2T
4891,Somewhere Only We Know,56,['Lily Allen'],2014-05-05,https://i.scdn.co/image/ab67616d0000b2732007dc932c7de5637564e07e,https://open.spotify.com/track/1mvfvDZOybiEgS1ecJxt9W
4891,Jukebox Joints (feat. Joe Fox & Kanye West),64,"['A$AP Rocky', 'Joe Fox', 'Kanye West']",2015-05-26,https://i.scdn.co/image/ab67616d0000b27381a6a2cafab2e7a4066b5eec,https://open.spotify.com/track/2gAGWaK4wvt2xrFUlR4mK8
