,id,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls,idx
398,05rQYWtIEzFHIZlPkc1SXO,Meet Me Where They Play the Blues - 2014 Remastered Version,33,229360,0,['Jack Teagarden'],1955-01-01,0.608,0.306,10,-8.892,0,0.0363,0.809,2.04e-06,0.0988,0.552,88.428,4,https://i.scdn.co/image/ab67616d0000b273f1d3bf7719f59ec15e416f7f,https://open.spotify.com/track/05rQYWtIEzFHIZlPkc1SXO,4651
2376,4qxInLVzSSRdV5ARt81xRI,Tula hem och tula vall,41,135840,0,"['Alice Babs', 'Titti']",1963-11-11,0.405,0.038,0,-19.058,1,0.0427,0.968,0.0,0.106,0.288,88.028,1,https://i.scdn.co/image/ab67616d0000b273ff5d4c9fdc3d31fe240426f6,https://open.spotify.com/track/4qxInLVzSSRdV5ARt81xRI,4651
2557,322tKkrOFJ2w3oohIq29oq,"Gäspus, Nickus och Jon Blund",33,195493,0,"['Alice Babs', 'Titti']",1963-11-11,0.393,0.0595,11,-15.504,1,0.0354,0.962,0.0,0.0845,0.314,68.789,3,https://i.scdn.co/image/ab67616d0000b273ff5d4c9fdc3d31fe240426f6,https://open.spotify.com/track/322tKkrOFJ2w3oohIq29oq,4651
3274,28PORYgAQ5vrbwtobRlCoq,A Felicidade,44,124587,0,['Antônio Carlos Jobim'],1965,0.463,0.326,2,-13.01,0,0.0284,0.769,0.0096,0.155,0.535,98.389,4,https://i.scdn.co/image/ab67616d0000b2731aa92e0fee6845712c4ca95d,https://open.spotify.com/track/28PORYgAQ5vrbwtobRlCoq,4651
4365,4VzL2zgYITGrRwSTFiL9pI,Lamento,41,166507,0,['Antônio Carlos Jobim'],1967-06-15,0.434,0.44,4,-19.617,0,0.0639,0.531,0.867,0.0716,0.194,89.682,4,https://i.scdn.co/image/ab67616d0000b273c634d4769c1fb60221cdc021,https://open.spotify.com/track/4VzL2zgYITGrRwSTFiL9pI,4651
4467,0WP3ohqwUavEJHGxVpsQqY,Captain Bacardi,38,269067,0,['Antônio Carlos Jobim'],1967-06-15,0.496,0.742,2,-15.245,1,0.0387,0.295,0.925,0.0577,0.882,91.309,4,https://i.scdn.co/image/ab67616d0000b273c634d4769c1fb60221cdc021,https://open.spotify.com/track/0WP3ohqwUavEJHGxVpsQqY,4651
4541,3i4xcHdJRjhMrZYY4Ip0Ui,Dindi,36,211907,0,"['Antônio Carlos Jobim', 'Frank Sinatra']",1967-03,0.339,0.191,2,-16.828,0,0.0366,0.73,0.0722,0.261,0.205,77.304,4,https://i.scdn.co/image/ab67616d0000b2737d6f106efadd36f7779383c7,https://open.spotify.com/track/3i4xcHdJRjhMrZYY4Ip0Ui,4651
4596,1Dv7lvKVxBJg9fCWTA7Dt0,If You Never Come To Me (Inútil Paisagen),35,131587,0,"['Antônio Carlos Jobim', 'Frank Sinatra']",1967-03,0.309,0.178,0,-16.756,1,0.032,0.786,0.000731,0.106,0.114,96.085,4,https://i.scdn.co/image/ab67616d0000b2737d6f106efadd36f7779383c7,https://open.spotify.com/track/1Dv7lvKVxBJg9fCWTA7Dt0,4651
4626,18t9PCPkphmt5MHNcIScfL,Dialogo,34,175867,0,['Antônio Carlos Jobim'],1967-06-15,0.35,0.0786,4,-25.17,0,0.0294,0.884,0.975,0.0999,0.1,80.41,4,https://i.scdn.co/image/ab67616d0000b273c634d4769c1fb60221cdc021,https://open.spotify.com/track/18t9PCPkphmt5MHNcIScfL,4651
5589,0Jl5bIEve3A4axcjY3EgDZ,Feelin' Alright,63,250840,0,['Joe Cocker'],1969-05-01,0.535,0.824,5,-10.142,1,0.0391,0.625,0.0379,0.299,0.895,90.12,4,https://i.scdn.co/image/ab67616d0000b2735bb09aa81ffb17ccf902629f,https://open.spotify.com/track/0Jl5bIEve3A4axcjY3EgDZ,4651
5959,0Yw8XI8wOfLa5rTJdX7wVK,Darling Be Home Soon,40,284840,0,['Joe Cocker'],1969-11-01,0.464,0.48,9,-9.819,1,0.026,0.708,0.0,0.1,0.432,88.557,4,https://i.scdn.co/image/ab67616d0000b2733de3e1be529165c9677f83d2,https://open.spotify.com/track/0Yw8XI8wOfLa5rTJdX7wVK,4651
6035,63VYIOuzQjn8gWYQvVnzrs,Just Like A Woman,38,317800,0,['Joe Cocker'],1969-05-01,0.274,0.317,5,-13.103,1,0.0286,0.387,4.65e-06,0.103,0.192,64.16,4,https://i.scdn.co/image/ab67616d0000b2735bb09aa81ffb17ccf902629f,https://open.spotify.com/track/63VYIOuzQjn8gWYQvVnzrs,4651
6058,0pHoqYVtzpN7aKTj2QnccV,Sandpaper Cadillac,37,196560,0,['Joe Cocker'],1969-05-01,0.47,0.433,10,-11.17,0,0.0302,0.536,8.34e-06,0.0745,0.268,106.86,4,https://i.scdn.co/image/ab67616d0000b2735bb09aa81ffb17ccf902629f,https://open.spotify.com/track/0pHoqYVtzpN7aKTj2QnccV,4651
6786,08vkLM8DiKJTisZMaEA6bs,Brazil - Alternate Take,39,325507,0,['Antônio Carlos Jobim'],1970,0.408,0.41,10,-20.076,0,0.0387,0.528,0.877,0.104,0.709,96.139,4,https://i.scdn.co/image/ab67616d0000b273467fd6c9ae12de0010c74442,https://open.spotify.com/track/08vkLM8DiKJTisZMaEA6bs,4651
6789,4evj46yiEKdN8gr6K0e7PX,The Letter - Live At The Fillmore East/1970,39,272973,0,['Joe Cocker'],1970-08-18,0.485,0.949,8,-5.509,1,0.157,0.309,0.000307,0.938,0.748,90.553,4,https://i.scdn.co/image/ab67616d0000b273c26d29e0574c83b3e2ab6371,https://open.spotify.com/track/4evj46yiEKdN8gr6K0e7PX,4651
6923,6QvXHANpukV3sWQ57zeqCO,Let's Go Get Stoned - Live At The Fillmore East/1970,36,450907,0,['Joe Cocker'],1970-08-01,0.343,0.549,0,-7.848,1,0.0361,0.582,6.07e-05,0.907,0.412,91.489,4,https://i.scdn.co/image/ab67616d0000b2737efb96fd0fbda3160dbf45eb,https://open.spotify.com/track/6QvXHANpukV3sWQ57zeqCO,4651
7010,5gKt31WKlTPGBtTVkfDIUG,Stone Flower,35,198587,0,['Antônio Carlos Jobim'],1970,0.579,0.345,9,-16.064,1,0.0438,0.218,0.0552,0.0961,0.626,97.972,4,https://i.scdn.co/image/ab67616d0000b273467fd6c9ae12de0010c74442,https://open.spotify.com/track/5gKt31WKlTPGBtTVkfDIUG,4651
7046,4ITUHa1GqqaTZCOoLPtrqz,Andorinha,34,209907,0,['Antônio Carlos Jobim'],1970,0.571,0.0506,6,-27.117,1,0.0331,0.908,0.966,0.113,0.384,95.253,4,https://i.scdn.co/image/ab67616d0000b273467fd6c9ae12de0010c74442,https://open.spotify.com/track/4ITUHa1GqqaTZCOoLPtrqz,4651
9418,1gJOqXpRjz9GeEEwQpcujK,You Are So Beautiful,67,159640,0,['Joe Cocker'],1974-01-01,0.297,0.182,1,-10.944,1,0.0298,0.846,0.00267,0.134,0.092,83.391,3,https://i.scdn.co/image/ab67616d0000b2737e595e624e19b191972d8a7a,https://open.spotify.com/track/1gJOqXpRjz9GeEEwQpcujK,4651
12129,0yiDjs2EhuIOGv5nauR7Cb,Sou Mais o Samba,43,194547,0,"['Candeia', 'Yvone Lara']",1977-08-15,0.461,0.589,2,-7.578,1,0.315,0.189,0.0,0.132,0.964,75.203,3,https://i.scdn.co/image/ab67616d0000b2733404675f335c2de44b0f55e8,https://open.spotify.com/track/0yiDjs2EhuIOGv5nauR7Cb,4651
21448,1HpBm13TNcyMW3PoUrlZPv,But Anyway,57,249867,0,['Blues Traveler'],1990-01-01,0.672,0.768,1,-9.142,0,0.0445,0.0382,5.51e-05,0.0837,0.942,102.487,4,https://i.scdn.co/image/ab67616d0000b273345c18acf14f0232239deb68,https://open.spotify.com/track/1HpBm13TNcyMW3PoUrlZPv,4651
21469,6LhNIBQ3c711HIIhwWoFpx,Jobim: Road to the Sun,56,152000,0,"['Antônio Carlos Jobim', 'Sharon Isbin']",1990,0.356,0.0145,2,-31.366,1,0.0526,0.991,0.922,0.0945,0.196,78.685,3,https://i.scdn.co/image/ab67616d0000b273046e853c8089e62a26929526,https://open.spotify.com/track/6LhNIBQ3c711HIIhwWoFpx,4651
39783,7tjSDfvtkK5GGXy1O1as2e,Chanson Pour Michelle - Instrumental,37,201133,0,['Antônio Carlos Jobim'],1985-01-01,0.279,0.0892,8,-17.352,1,0.0321,0.984,0.948,0.108,0.0384,74.301,3,https://i.scdn.co/image/ab67616d0000b273ea902446fc3e67c3f47abdb0,https://open.spotify.com/track/7tjSDfvtkK5GGXy1O1as2e,4651
39931,3qTq1bSZBrndBmw8YktDNi,Old Friend,37,290627,0,['Phyllis Hyman'],1986-08-15,0.515,0.343,9,-9.032,1,0.0257,0.796,1.14e-05,0.178,0.2,77.873,4,https://i.scdn.co/image/ab67616d0000b273e123cf4cba6bf19cf15e9661,https://open.spotify.com/track/3qTq1bSZBrndBmw8YktDNi,4651
44837,5Tz35yJF0OAyJ7T94PkVKO,O Boto,36,370520,0,['Antônio Carlos Jobim'],1976-03-01,0.542,0.312,11,-12.057,1,0.0541,0.482,1.54e-06,0.346,0.498,90.576,4,https://i.scdn.co/image/ab67616d0000b273565b54cf4cbb1e572a113025,https://open.spotify.com/track/5Tz35yJF0OAyJ7T94PkVKO,4651
