,id,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls,idx
54556,3v9aoyKNPznNmB9nEmzjie,Dis-moi pas ça,44,305053,0,['Okoumé'],1997-01-01,0.402,0.535,2,-9.282,1,0.0333,0.0611,0.00185,0.106,0.73,178.529,4,https://i.scdn.co/image/ab67616d0000b2731f68620d4cafff463b553e75,https://open.spotify.com/track/3v9aoyKNPznNmB9nEmzjie,4771
67446,2ArJqsyGuPirgutoAB67IS,Contaminame - En Directo,42,240667,0,['Pedro Guerra'],1995-02-27,0.524,0.541,9,-16.391,1,0.178,0.809,0.0,0.679,0.908,170.193,4,https://i.scdn.co/image/ab67616d0000b2734fffa5257e63cdd5ee209a90,https://open.spotify.com/track/2ArJqsyGuPirgutoAB67IS,4771
68873,7820J99MJU42DADC6DsMfh,Contigo en la Distancia,48,157387,0,['Pedro Guerra'],2010-03-02,0.515,0.109,0,-16.254,1,0.0554,0.88,0.000667,0.093,0.348,181.978,4,https://i.scdn.co/image/ab67616d0000b27399f0c2857c2dc8a24e7f389b,https://open.spotify.com/track/7820J99MJU42DADC6DsMfh,4771
106039,307r3QFjBrylICVrFQJ0y7,Alt Blir Bra,54,196613,0,['Freddy Kalas'],2021-01-22,0.682,0.774,10,-6.778,1,0.127,0.245,0.0,0.284,0.69,189.965,4,https://i.scdn.co/image/ab67616d0000b2737f07ca3fbb7037541dc7c9c2,https://open.spotify.com/track/307r3QFjBrylICVrFQJ0y7,4771
114225,5QLZEGOnjRYhqjAii9JAaP,Viens danser le twist,33,124093,0,['Johnny Hallyday'],1997-01-01,0.476,0.853,9,-5.753,0,0.291,0.617,0.0,0.715,0.833,168.094,4,https://i.scdn.co/image/ab67616d0000b273ba579cf7bc28cc39465db548,https://open.spotify.com/track/5QLZEGOnjRYhqjAii9JAaP,4771
123185,668ZbBmVD3NDazPnnPwRBn,Dengan Menyebut Nama Allah,31,294453,0,['Gigi'],2005-09-23,0.463,0.437,5,-8.79,1,0.0258,0.283,2.81e-06,0.084,0.512,174.25,3,https://i.scdn.co/image/ab67616d0000b273c8fbed9b0bb9b1e5330a81f0,https://open.spotify.com/track/668ZbBmVD3NDazPnnPwRBn,4771
126831,72J3rHJyEpffwxdbB82TSG,Ma religion dans son regard,37,230347,0,['Johnny Hallyday'],2005-11-06,0.371,0.56,6,-9.035,0,0.0318,0.119,0.000132,0.0981,0.336,166.18,4,https://i.scdn.co/image/ab67616d0000b2732359af22be15186fc4d5bd46,https://open.spotify.com/track/72J3rHJyEpffwxdbB82TSG,4771
127340,4q8Qc0fjT01bnrR7njzuzV,Smoke Tricks,46,197651,0,['Naâman'],2012,0.68,0.553,8,-6.915,1,0.25,0.402,0.0,0.196,0.558,174.667,4,https://i.scdn.co/image/ab67616d0000b273a48e9e56f6183ea31211f396,https://open.spotify.com/track/4q8Qc0fjT01bnrR7njzuzV,4771
142592,5DUDLaokWUsRbU8XLuQM2y,Yaara Teri Yaari,58,207000,0,['Darshan Raval'],2019-01-28,0.491,0.665,7,-5.335,1,0.0386,0.532,4.36e-06,0.12,0.266,160.03,4,https://i.scdn.co/image/ab67616d0000b2739b06768d5a0b099464242e4b,https://open.spotify.com/track/5DUDLaokWUsRbU8XLuQM2y,4771
142671,1OjjMsdBWWszjERnKeJbfd,Dil Mera Blast,51,189921,0,['Darshan Raval'],2019-09-05,0.346,0.975,1,-2.268,0,0.461,0.41,0.0,0.17,0.543,190.629,3,https://i.scdn.co/image/ab67616d0000b273415123aa6ef0ac40f5268add,https://open.spotify.com/track/1OjjMsdBWWszjERnKeJbfd,4771
142723,3wmI2n0Whs6kg4MT8jFRU1,Teri Aankhon Mein,70,261758,0,"['Darshan Raval', 'Neha Kakkar', 'Manan Bhardwaj']",2020-10-07,0.517,0.623,4,-6.812,1,0.0884,0.419,0.0,0.146,0.456,160.085,3,https://i.scdn.co/image/ab67616d0000b273d1dcdada40e51563cab2ff2a,https://open.spotify.com/track/3wmI2n0Whs6kg4MT8jFRU1,4771
142776,7pmY8QjqZP8GRV6qBRpheu,Bhula Dunga,61,197601,0,['Darshan Raval'],2020-03-24,0.521,0.583,0,-7.927,0,0.0399,0.692,6.32e-06,0.198,0.311,155.928,4,https://i.scdn.co/image/ab67616d0000b273f1b800328fa62fcb0a17c34b,https://open.spotify.com/track/7pmY8QjqZP8GRV6qBRpheu,4771
153044,037TaIr0WJYv2yMae5LWOb,20 ans,37,215627,0,['Johnny Hallyday'],2012-11-12,0.312,0.459,0,-6.926,1,0.0322,0.468,0.0,0.127,0.411,168.865,3,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,4771
156276,0ITqkmf62Q0Izdyo3PkNeU,Marie,47,236013,0,['Johnny Hallyday'],2002-11-04,0.389,0.434,9,-7.091,0,0.0376,0.507,4.28e-06,0.181,0.213,207.3,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,4771
162144,0jPlnAW9OJhs0bks5Sh58U,So Far So Good,37,201933,0,['Thornley'],2004-05-11,0.439,0.891,6,-4.397,1,0.0726,0.00119,0.0,0.0707,0.579,172.05,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,4771
164564,0uN5GDIGF9YY9DbXKHGwTd,Janji,41,284360,0,['Gigi'],2002-07-08,0.515,0.799,9,-9.109,0,0.0404,0.0773,2.57e-06,0.0542,0.593,189.038,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,4771
164850,0voLE865gKfMm2QxKZaYmo,On veut des légendes,33,269560,0,"['Johnny Hallyday', 'Eddy Mitchell']",2006-01-01,0.545,0.828,0,-6.334,1,0.0493,0.105,0.000279,0.109,0.851,160.038,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,4771
168121,1AYFgqbN7PuAFQ9gBf6DFx,Fuma,54,192027,0,"['Technicolor Fabrics', 'Siddhartha']",2015-06-23,0.584,0.514,0,-5.638,1,0.0782,0.0371,0.000311,0.0859,0.871,199.896,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,4771
172310,1TZYU3F2XsI4H5GdsYHVNR,Come Again,35,228800,0,['Thornley'],2004-05-11,0.413,0.919,1,-5.267,1,0.144,0.000129,0.00162,0.06,0.396,180.822,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,4771
183607,2KIVZvQ3c35F0u2QNsyIrk,Attention to Me,34,187213,0,['The Nolans'],1980-12-10,0.577,0.723,2,-7.869,1,0.0369,0.0836,2.75e-05,0.0397,0.967,200.598,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,4771
192193,2y2Aho30oC8SugthFyWdsW,無窮,38,235693,0,['Fang Wu'],2017-12-28,0.281,0.287,0,-10.505,1,0.0401,0.882,2.07e-06,0.0766,0.183,214.351,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,4771
192641,306bxlClrViLjPRxpui5nN,J'ai un problème,40,177893,0,"['Johnny Hallyday', 'Sylvie Vartan']",2010-01-01,0.269,0.726,3,-8.213,1,0.142,0.327,0.0,0.457,0.643,178.959,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,4771
196589,3IOgP2PSCTdoAID7VmMGEh,Ek Ladki Ko Dekha Toh Aisa Laga - Title Track,59,155172,0,"['Darshan Raval', 'Rochak Kohli']",2019-01-30,0.532,0.603,10,-7.575,1,0.0545,0.756,0.0,0.323,0.431,173.955,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,4771
202815,3llA8UE22yGZpB1ktJ1rjn,Nowe Szklane Domy,54,172080,1,"['Kaz Bałagane', '@atutowy', 'Taco Hemingway']",2020-10-22,0.763,0.784,1,-5.358,0,0.162,0.0228,1.75e-05,0.0791,0.503,159.099,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,4771
206796,44ahv3Zj4FOJoy8gJLZF9B,Alright,58,222493,0,['Jain'],2018-08-24,0.685,0.611,8,-8.057,0,0.068,0.0181,6.64e-06,0.035,0.598,184.055,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,4771
