,id,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls,idx
20109,6kE91QjOimRTG5BW1BBj4D,Do What You Want,49,67005,1,['Bad Religion'],1988,0.391,0.986,7,-3.306,1,0.0814,0.00349,0.0,0.276,0.874,154.262,4,https://i.scdn.co/image/ab67616d0000b2732fc48a9a924cbc5a91f21eef,https://open.spotify.com/track/6kE91QjOimRTG5BW1BBj4D,4551
20764,0BlNkCzdgYi9eJXwnYUho9,I Want to Conquer the World,52,137840,0,['Bad Religion'],1989,0.331,0.99,9,-3.27,1,0.146,0.0037,0.0,0.118,0.527,155.687,4,https://i.scdn.co/image/ab67616d0000b273e78b00ce2d5f0f7f437e61a0,https://open.spotify.com/track/0BlNkCzdgYi9eJXwnYUho9,4551
20965,318CznWjAUDlkYDHP2VYTQ,Big Bang,47,102293,0,['Bad Religion'],1989,0.217,0.995,7,-3.02,1,0.191,0.00199,0.0,0.37,0.442,159.957,4,https://i.scdn.co/image/ab67616d0000b273e78b00ce2d5f0f7f437e61a0,https://open.spotify.com/track/318CznWjAUDlkYDHP2VYTQ,4551
21272,2W852Ax2YYdzFMJVXaG45G,Automatic Man,42,100693,0,['Bad Religion'],1989,0.321,0.99,2,-2.461,1,0.194,0.00384,0.0,0.579,0.375,160.695,4,https://i.scdn.co/image/ab67616d0000b273e78b00ce2d5f0f7f437e61a0,https://open.spotify.com/track/2W852Ax2YYdzFMJVXaG45G,4551
22006,4OPFX9TRHlEz1M5JGCvoiL,Modern Man,44,117333,1,['Bad Religion'],1990,0.275,0.982,8,-3.169,1,0.178,0.000175,0.0,0.121,0.378,162.134,4,https://i.scdn.co/image/ab67616d0000b27383377c60b037b24611e883e3,https://open.spotify.com/track/4OPFX9TRHlEz1M5JGCvoiL,4551
23079,6jxVSzwyQflnOfFp7f5EaO,Opiate,54,510587,0,['TOOL'],1992-03-10,0.29,0.728,8,-9.929,1,0.115,0.000495,0.402,0.128,0.0487,162.744,4,https://i.scdn.co/image/ab67616d0000b273ac74c9c72ab2e3be3d53225f,https://open.spotify.com/track/6jxVSzwyQflnOfFp7f5EaO,4551
23223,1icudzJCEUyjOVYzw7emST,Hush,51,168293,1,['TOOL'],1992-03-10,0.46,0.921,9,-6.478,1,0.067,6.49e-05,0.643,0.0648,0.566,166.589,4,https://i.scdn.co/image/ab67616d0000b273ac74c9c72ab2e3be3d53225f,https://open.spotify.com/track/1icudzJCEUyjOVYzw7emST,4551
23740,5TZn3LQSWwVPnBlPgFKb54,American Jesus,61,197667,0,['Bad Religion'],1993-09-21,0.404,0.985,0,-4.173,1,0.0491,0.00238,0.0,0.192,0.697,181.406,4,https://i.scdn.co/image/ab67616d0000b27304047acfa8e18bcc64832359,https://open.spotify.com/track/5TZn3LQSWwVPnBlPgFKb54,4551
23920,4Wvnm0J3Zz9cmMdEMMghGA,Undertow,53,322017,0,['TOOL'],1993-04-06,0.36,0.797,2,-6.623,1,0.0538,8.13e-05,0.805,0.278,0.474,171.523,3,https://i.scdn.co/image/ab67616d0000b27382298636c94b8167c4793db2,https://open.spotify.com/track/4Wvnm0J3Zz9cmMdEMMghGA,4551
23986,1KCndc1SfLo9i9YWXdjy9D,Crawl Away,51,330427,1,['TOOL'],1993-04-06,0.348,0.794,11,-7.99,1,0.0416,1.72e-05,0.448,0.393,0.654,155.954,4,https://i.scdn.co/image/ab67616d0000b27382298636c94b8167c4793db2,https://open.spotify.com/track/1KCndc1SfLo9i9YWXdjy9D,4551
