,id,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls,idx
12698,2vFaBeQqDVZW9SiJeiM4LU,Gut Feeling / (Slap Your Mammy),52,297733,0,['DEVO'],1978,0.297,0.811,7,-10.267,1,0.0583,0.0128,0.538,0.111,0.722,165.376,4,https://i.scdn.co/image/ab67616d0000b273934f2515d6a4079ec4de04d2,https://open.spotify.com/track/2vFaBeQqDVZW9SiJeiM4LU,2661
12968,3bGG7jaMbcx8JDl3gLUvo7,Mongoloid,42,225333,0,['DEVO'],1978,0.565,0.473,11,-12.294,0,0.0465,0.0509,0.16,0.107,0.579,148.101,4,https://i.scdn.co/image/ab67616d0000b273934f2515d6a4079ec4de04d2,https://open.spotify.com/track/3bGG7jaMbcx8JDl3gLUvo7,2661
35533,1D6lK8qADoErTTLkY4YBfM,Everytime,68,189356,0,['CHEN'],2016-02-25,0.422,0.737,10,-4.31,1,0.0377,0.491,0.0,0.183,0.502,179.923,4,https://i.scdn.co/image/ab67616d0000b2736632684f6bcde42a12633803,https://open.spotify.com/track/1D6lK8qADoErTTLkY4YBfM,2661
46621,0P7kgYQQs0HcFItbQjJyFw,Never Give You Up,44,176000,0,['Jerry Butler'],1992-01-01,0.424,0.499,0,-8.728,1,0.0325,0.795,1.58e-06,0.305,0.832,167.525,4,https://i.scdn.co/image/ab67616d0000b273e573dba5b5db43f47c701bbc,https://open.spotify.com/track/0P7kgYQQs0HcFItbQjJyFw,2661
51823,4BWyRsqTsdRoSlcJTcuG5l,"Adieu, Sweet Bahnhof",33,288507,0,['Nits'],1984,0.296,0.306,9,-15.965,0,0.0331,0.208,3.18e-05,0.151,0.255,183.642,3,https://i.scdn.co/image/ab67616d0000b27385f0f10170439c3749f6e922,https://open.spotify.com/track/4BWyRsqTsdRoSlcJTcuG5l,2661
55792,4gkqlpX6YJXJeMICepszZe,A Ti Sea La Gloria (feat. Marcela Gandara),57,305320,0,"['Abel Zavala', 'Marcela Gandara']",2005-09-19,0.454,0.647,11,-7.123,1,0.0288,0.493,0.0,0.416,0.487,152.136,4,https://i.scdn.co/image/ab67616d0000b273e80b8b8f4275847de1ab9251,https://open.spotify.com/track/4gkqlpX6YJXJeMICepszZe,2661
56431,5J6yGIn7nIXhe3ZhlL5OUy,No Hace Falta,52,227867,0,['Abel Zavala'],2009-05-04,0.565,0.557,6,-6.969,0,0.0268,0.448,0.0,0.133,0.352,143.972,4,https://i.scdn.co/image/ab67616d0000b273c1d98d1b67225f5b21677ef6,https://open.spotify.com/track/5J6yGIn7nIXhe3ZhlL5OUy,2661
56449,19Gbb0udRUmOM0vmsKB358,Veo Llover,48,180333,0,['Abel Zavala'],2009-05-04,0.535,0.278,2,-10.036,1,0.0272,0.815,0.0,0.115,0.137,139.76,4,https://i.scdn.co/image/ab67616d0000b273c1d98d1b67225f5b21677ef6,https://open.spotify.com/track/19Gbb0udRUmOM0vmsKB358,2661
62947,2GY8X0QbOppm376n3GDhWl,Smart Patrol / Mr. DNA,32,366333,0,['DEVO'],1978,0.495,0.496,7,-14.984,1,0.148,0.00436,0.0839,0.125,0.292,137.286,4,https://i.scdn.co/image/ab67616d0000b2735437a0ddce9a5eaa0cb859d3,https://open.spotify.com/track/2GY8X0QbOppm376n3GDhWl,2661
62957,2SyWSu87uLSV5HH6wdsfQ7,Praying Hands,32,168333,0,['DEVO'],1978,0.615,0.652,2,-10.642,0,0.066,0.161,0.0157,0.188,0.883,165.098,4,https://i.scdn.co/image/ab67616d0000b273934f2515d6a4079ec4de04d2,https://open.spotify.com/track/2SyWSu87uLSV5HH6wdsfQ7,2661
63073,1V1HYChw76Pm99UO345OUg,Beautiful World - 2010 Remaster,35,214587,0,['DEVO'],1981-08-26,0.649,0.524,4,-10.176,1,0.0268,0.139,4.67e-05,0.118,0.394,149.649,4,https://i.scdn.co/image/ab67616d0000b273be8940b4113fe1a49df9de8f,https://open.spotify.com/track/1V1HYChw76Pm99UO345OUg,2661
63078,1W9GMLzc3dMZe11t5s273w,Jerkin' Back 'N' Forth - 2010 Remaster,35,184787,0,['DEVO'],1981-08-26,0.745,0.821,11,-10.189,0,0.0426,0.026,0.1,0.182,0.967,136.438,4,https://i.scdn.co/image/ab67616d0000b273be8940b4113fe1a49df9de8f,https://open.spotify.com/track/1W9GMLzc3dMZe11t5s273w,2661
63110,0U2ecxStCgfedp9aCSA45b,Through Being Cool - 2010 Remaster,33,194373,0,['DEVO'],1981-08-26,0.645,0.536,11,-10.589,0,0.0655,0.00584,0.000839,0.0551,0.832,156.7,4,https://i.scdn.co/image/ab67616d0000b273be8940b4113fe1a49df9de8f,https://open.spotify.com/track/0U2ecxStCgfedp9aCSA45b,2661
85959,3vCCy1wL6KJHsYP9wSFtwq,Nighty Night,35,153453,0,['Jane Sherberg'],1988-01-01,0.384,0.0398,0,-22.918,1,0.0481,0.954,0.0,0.0981,0.31,137.622,4,https://i.scdn.co/image/ab67616d0000b2734918dce445db3efbd7439dc4,https://open.spotify.com/track/3vCCy1wL6KJHsYP9wSFtwq,2661
92294,6Keca8g4hqGys2N68sb6a7,I Palies Agapes Pane Ston Paradiso,35,337000,0,['Pix Lax'],1996-12-02,0.41,0.278,4,-14.267,0,0.0328,0.649,0.000557,0.0832,0.248,138.787,4,https://i.scdn.co/image/ab67616d0000b27321ae7a897dace1f39f463894,https://open.spotify.com/track/6Keca8g4hqGys2N68sb6a7,2661
106287,5z4bBpoquaB0xHvXZH9L2w,Eldorado,35,312213,0,['Revolver'],1995-03-06,0.572,0.848,0,-4.643,1,0.0315,0.259,0.0,0.0748,0.688,136.351,4,https://i.scdn.co/image/ab67616d0000b273bca37d34baf99eab283a2478,https://open.spotify.com/track/5z4bBpoquaB0xHvXZH9L2w,2661
122596,0HBvm5M4SQLVD8PXPpoqOn,Betapa Hatiku,31,270933,0,['Nikita'],1997-03-13,0.405,0.488,4,-6.387,1,0.027,0.136,0.0233,0.149,0.447,203.652,3,https://i.scdn.co/image/ab67616d0000b27309ad19cb0129f8abdc38be29,https://open.spotify.com/track/0HBvm5M4SQLVD8PXPpoqOn,2661
122727,3UjgxO4YfJALoSACGUBbLP,Mengalirlah Kuasa Roh Kudus,37,342320,0,['Nikita'],2001-02-13,0.379,0.274,4,-9.897,1,0.0303,0.391,9.53e-05,0.113,0.0699,138.191,4,https://i.scdn.co/image/ab67616d0000b273aed6ac20c6920400a387f5ed,https://open.spotify.com/track/3UjgxO4YfJALoSACGUBbLP,2661
122743,6IAllk46iO7Bv6MZg7d8SD,Persembahanku,33,316813,0,['Jacqlien Celosse'],2001-01-26,0.463,0.336,5,-6.825,1,0.028,0.866,0.000404,0.108,0.121,143.97,4,https://i.scdn.co/image/ab67616d0000b2735828111c4effddafceb50374,https://open.spotify.com/track/6IAllk46iO7Bv6MZg7d8SD,2661
122785,2ansEtWSAaFSwpGuiq85En,Kau Mengenal Hatiku,35,352213,0,['Nikita'],2002-01-26,0.6,0.409,5,-7.507,1,0.0267,0.506,3.95e-06,0.0709,0.132,135.965,4,https://i.scdn.co/image/ab67616d0000b273c8965858c162179fa6c157e7,https://open.spotify.com/track/2ansEtWSAaFSwpGuiq85En,2661
122792,7rs3II9KKDvSltHQEZgQAP,Indah BersamaMu,34,347893,0,['Nikita'],2002-01-26,0.317,0.406,5,-5.001,1,0.0284,0.894,1.43e-05,0.0868,0.186,145.9,4,https://i.scdn.co/image/ab67616d0000b273c8965858c162179fa6c157e7,https://open.spotify.com/track/7rs3II9KKDvSltHQEZgQAP,2661
