,id,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls,idx
6396,54qG9hpUjLgkgTJQ9qvB1P,Dear Angie - Remastered 2010,59,160907,0,['Badfinger'],1970-01-09,0.633,0.417,1,-9.11,0,0.0265,0.3,3.06e-06,0.114,0.506,81.976,4,https://i.scdn.co/image/ab67616d0000b273555e940b9bbbe0d8ad5254cf,https://open.spotify.com/track/54qG9hpUjLgkgTJQ9qvB1P,2861
19829,5VZwMq6yaFb04PCTfdNY3K,I Want Out,64,280213,0,['Helloween'],1988,0.477,0.859,0,-8.625,1,0.0387,0.000333,0.000155,0.265,0.629,91.009,4,https://i.scdn.co/image/ab67616d0000b2733ab4dc4b31ad6870b455ac80,https://open.spotify.com/track/5VZwMq6yaFb04PCTfdNY3K,2861
49088,3HGA8mdmacm3tW6qgyCE26,One Family,48,228093,0,"['Mark Mancina', 'Phil Collins']",1999-05-18,0.197,0.0476,10,-24.103,0,0.033,0.896,0.96,0.116,0.0379,79.69,4,https://i.scdn.co/image/ab67616d0000b273ba44f1ff74c2c7c2da6e4c3f,https://open.spotify.com/track/3HGA8mdmacm3tW6qgyCE26,2861
54776,2kzquEERgcPf5uO55ARVRR,Lady Laura,41,300107,0,['Raulin Rosendo'],1998,0.816,0.73,9,-6.392,0,0.0426,0.565,5.33e-06,0.0554,0.861,93.511,4,https://i.scdn.co/image/ab67616d0000b273ce7f59a1fdae4c90f95d560e,https://open.spotify.com/track/2kzquEERgcPf5uO55ARVRR,2861
59107,6n6qudQAeTckovA88fQaJ4,Invitation,34,67933,0,['Helloween'],1988,0.325,0.569,4,-16.463,1,0.0703,0.005,0.543,0.649,0.519,78.543,4,https://i.scdn.co/image/ab67616d0000b2733ab4dc4b31ad6870b455ac80,https://open.spotify.com/track/6n6qudQAeTckovA88fQaJ4,2861
73123,0PPoysALAFlYVszXJdoa9b,Downhearted Blues,34,323173,0,['Lavay Smith & Her Red Hot Skillet Lickers'],1996,0.466,0.184,7,-11.679,0,0.0368,0.918,2.18e-05,0.129,0.262,75.926,4,https://i.scdn.co/image/ab67616d0000b273e3b15b6455c0f12bdbe893d2,https://open.spotify.com/track/0PPoysALAFlYVszXJdoa9b,2861
84345,0AD2k8DqT9WWmjJTPyfPpN,Dr. Stein - Remix,31,304253,0,['Helloween'],1988,0.273,0.848,2,-8.273,1,0.0865,3.52e-05,2.44e-06,0.125,0.285,73.676,4,https://i.scdn.co/image/ab67616d0000b2733ab4dc4b31ad6870b455ac80,https://open.spotify.com/track/0AD2k8DqT9WWmjJTPyfPpN,2861
91978,6QxhDCNBJWuKsNShriNE43,O Tempo Vai Esperar,43,223693,0,['Os Quatro e Meia'],2020-09-25,0.505,0.368,1,-10.878,0,0.0387,0.715,0.0,0.107,0.72,72.87,4,https://i.scdn.co/image/ab67616d0000b2731ca3b46221cc5609eea16065,https://open.spotify.com/track/6QxhDCNBJWuKsNShriNE43,2861
92411,6bEwXNsFspvKjmOjLiVbCQ,"One Family - From ""Tarzan""/Score",43,228066,0,"['Mark Mancina', 'Phil Collins']",1999-01-01,0.124,0.0461,10,-24.065,0,0.0326,0.897,0.911,0.115,0.0375,79.564,4,https://i.scdn.co/image/ab67616d0000b273fd5c75d734dbcd0afe75fafc,https://open.spotify.com/track/6bEwXNsFspvKjmOjLiVbCQ,2861
138612,0EFgCvLvbizxoKVGJ6BvcQ,Jó Dolgok,35,215097,1,"['AKC Misi', 'Filo', 'plo Persici']",2019-08-19,0.616,0.444,1,-10.6,1,0.0448,0.613,0.000207,0.111,0.193,77.014,4,https://i.scdn.co/image/ab67616d0000b273f0bd4f7d60ba0b089d5c505e,https://open.spotify.com/track/0EFgCvLvbizxoKVGJ6BvcQ,2861
138685,48DCoNPFlnvRQhdrWjblUI,Senki Se Látta,39,174638,0,['AKC Misi'],2020-11-14,0.806,0.566,5,-8.466,0,0.198,0.379,0.0,0.111,0.383,95.051,4,https://i.scdn.co/image/ab67616d0000b2737176ea6ccf24ab7eba90c628,https://open.spotify.com/track/48DCoNPFlnvRQhdrWjblUI,2861
138687,355XkIoM5CsPzA78RwM4ZI,Szerenád,40,207861,1,['AKC Misi'],2020-09-29,0.835,0.599,10,-9.621,0,0.297,0.386,0.0,0.0817,0.488,96.979,4,https://i.scdn.co/image/ab67616d0000b2737aa3928f417fcf5712162daf,https://open.spotify.com/track/355XkIoM5CsPzA78RwM4ZI,2861
153448,056WH5eZUYEjtJK5LzDMcJ,P'ra Frente É Que É Lisboa,45,262988,0,['Os Quatro e Meia'],2017-06-30,0.629,0.731,9,-8.471,1,0.0641,0.243,7.19e-06,0.107,0.608,75.929,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,2861
157112,0MLX5HfrTW59Mau7UZ8wCP,Down,52,212520,0,"['Jay Sean', 'Lil Wayne']",2009,0.658,0.688,2,-4.506,1,0.0334,0.0106,0.0,0.0791,0.689,66.001,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,2861
157873,0PY6hHtoh5iSOWkDwA3ZGB,Biarkan Berlalu,35,284006,0,['Hello'],2008-08-07,0.544,0.466,2,-5.748,1,0.0259,0.548,0.00162,0.112,0.485,68.001,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,2861
180084,23aYd4mZtedJVfuxQ7QAKz,If I Could Fly,51,249000,0,['Helloween'],2000,0.475,0.906,4,-4.995,0,0.0375,0.00479,0.0,0.0999,0.671,79.089,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,2861
