,name,popularity,artists,release_date,images,urls
2751,"For All We Know - From ""Lovers And Other Strangers"" Soundtrack",56,['Carpenters'],1971,https://i.scdn.co/image/ab67616d0000b273784643b8acf9c66f04014340,https://open.spotify.com/track/5llfFWv1tH61nENrsjg3KZ
2751,It's Going To Take Some Time,44,['Carpenters'],1972,https://i.scdn.co/image/ab67616d0000b27375fc0e961ba2028df4787966,https://open.spotify.com/track/17MRUI1nql2E1GJEltjoyx
2751,This Masquerade,50,['Carpenters'],1973-05-01,https://i.scdn.co/image/ab67616d0000b273eafa3ccf2f56bfbb6f4f1ba5,https://open.spotify.com/track/0mPucOgHSriKefrcLqBPB0
2751,Please Mr. Postman,64,['Carpenters'],1975-06-06,https://i.scdn.co/image/ab67616d0000b27330e5af0ab55dbfa49af947a2,https://open.spotify.com/track/74jZhGv0fdLaf9q8AZZ15k
2751,Love Me For What I Am,59,['Carpenters'],1975-06-06,https://i.scdn.co/image/ab67616d0000b27330e5af0ab55dbfa49af947a2,https://open.spotify.com/track/0cRuocQnySYHxzgva3k2ai
2751,Only Yesterday,55,['Carpenters'],1975-06-06,https://i.scdn.co/image/ab67616d0000b27330e5af0ab55dbfa49af947a2,https://open.spotify.com/track/6pVLgwDRTCORcbn5czge5R
2751,Solitaire,51,['Carpenters'],1975-06-06,https://i.scdn.co/image/ab67616d0000b27330e5af0ab55dbfa49af947a2,https://open.spotify.com/track/6r1RBZtxQGZQVP9RSYS07J
2751,Desperado,44,['Carpenters'],1975-06-06,https://i.scdn.co/image/ab67616d0000b27330e5af0ab55dbfa49af947a2,https://open.spotify.com/track/7ugw0PBLT8LGlMfow8rLOm
2751,I Just Fall In Love Again,48,['Carpenters'],1977-10-10,https://i.scdn.co/image/ab67616d0000b27367b5840500657169c24a5483,https://open.spotify.com/track/4l7bzrcw3uAB8iJiAj7wDD
2751,Calling Occupants Of Interplanetary Craft (The Recognized Anthem Of World Contact Day),46,['Carpenters'],1977-10-10,https://i.scdn.co/image/ab67616d0000b27367b5840500657169c24a5483,https://open.spotify.com/track/3CrFr7JnfUHJYX5I49e9TV
2751,All You Get From Love Is A Love Song,45,['Carpenters'],1977-10-10,https://i.scdn.co/image/ab67616d0000b27367b5840500657169c24a5483,https://open.spotify.com/track/0iscir8JzbagvY3p3uQyqf
2751,Kiss Me The Way You Did Last Night,41,['Carpenters'],1989-01-01,https://i.scdn.co/image/ab67616d0000b27339fcce960a0be663ac3b1ba8,https://open.spotify.com/track/57dUJNgviV9yAhuUhahr71
2751,Blue Monk - Rudy Van Gelder Remaster,48,['Thelonious Monk Trio'],1954,https://i.scdn.co/image/ab67616d0000b273d552fff6edc5c47efda65c02,https://open.spotify.com/track/2C3rh8eX5vltOmwrz9I78n
2751,Crystal Lullaby,33,['Carpenters'],1972,https://i.scdn.co/image/ab67616d0000b27375fc0e961ba2028df4787966,https://open.spotify.com/track/4cF8BXWm5shZw306DUSViW
2751,(Want You) Back In My Life Again,35,['Carpenters'],1981-01-01,https://i.scdn.co/image/ab67616d0000b27366e46c290071f9791e6f870c,https://open.spotify.com/track/3dIBiWACV8dHz7HYn3fi7V
2751,Freek'n You,59,['Jodeci'],1995-01-01,https://i.scdn.co/image/ab67616d0000b27368c0e2a35938761798f78c86,https://open.spotify.com/track/43sNw9nvGYGLYnNiwI8oMZ
2751,Das Einheitsfrontlied,35,['Hannes Wader'],1977-01-01,https://i.scdn.co/image/ab67616d0000b2730fef13fd272471192a8c9e91,https://open.spotify.com/track/1hoAzZezXBTvPnsap6W57t
2751,Es ist an der Zeit,34,['Hannes Wader'],1980-01-01,https://i.scdn.co/image/ab67616d0000b273a8b8e31639c56577652680b4,https://open.spotify.com/track/6ia6QZXEq1TiPhhR8MAiGm
2751,Da Doo Ron Ron,32,['Carpenters'],1973-05-01,https://i.scdn.co/image/ab67616d0000b273eafa3ccf2f56bfbb6f4f1ba5,https://open.spotify.com/track/44WG4H1FfrLrtnOgLxG0em
2751,I Need To Be In Love,41,['Carpenters'],1976-01-01,https://i.scdn.co/image/ab67616d0000b273f5fe8d048d796182a29d9cc4,https://open.spotify.com/track/5CMPmGVhRhNLZ1PIyYJG5O
2751,There's A Kind Of Hush,42,['Carpenters'],1976-01-01,https://i.scdn.co/image/ab67616d0000b273f5fe8d048d796182a29d9cc4,https://open.spotify.com/track/23WcHb3tHuIfjQXqm19FLm
2751,Breaking Up Is Hard To Do,34,['Carpenters'],1976-01-01,https://i.scdn.co/image/ab67616d0000b273f5fe8d048d796182a29d9cc4,https://open.spotify.com/track/1zeYXxZcLTYDO42GlrbH92
2751,The One Thing,45,['INXS'],1982-10-16,https://i.scdn.co/image/ab67616d0000b27396f2786570e8e14815c2323b,https://open.spotify.com/track/20CvyqKfRsnFVChsAKYA9f
2751,To Look at You,36,['INXS'],1982-10-16,https://i.scdn.co/image/ab67616d0000b27396f2786570e8e14815c2323b,https://open.spotify.com/track/1NlgPlfNodvQe872uzPZYE
2751,Mystify,50,['INXS'],1987,https://i.scdn.co/image/ab67616d0000b2734053ce7818f114a4e8dde08f,https://open.spotify.com/track/7LV9R3L1YfTSoefglhUyPD
2751,Disappear,45,['INXS'],1990,https://i.scdn.co/image/ab67616d0000b273232a7dbebc9249b8c2fc1b4c,https://open.spotify.com/track/02mQcDoU5cn15U6tqZmL4e
2751,Stay,54,['Jodeci'],1991-05-28,https://i.scdn.co/image/ab67616d0000b273f952adac97237ff570960cf6,https://open.spotify.com/track/0JukF7Yf5qF10ntu6lpJ5I
2751,What About Us,40,['Jodeci'],1993-12-21,https://i.scdn.co/image/ab67616d0000b2733933a425e4cadd3dd7dda3a5,https://open.spotify.com/track/6KEPQCXTGJycIGtpOsgdsi
2751,Have Yourself A Merry Little Christmas,31,['Carpenters'],1978-10-13,https://i.scdn.co/image/ab67616d0000b273d044360064a0177e4208a870,https://open.spotify.com/track/7xZMg363rgOR675s5uPhjL
2751,Two Lives,31,['Carpenters'],1983-10-18,https://i.scdn.co/image/ab67616d0000b273cc8c58efd91c238d5d5c9c03,https://open.spotify.com/track/4qnmGp5hBZ0qwbWn4waE1X
2751,Dancing On The Jetty,31,['INXS'],1984,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
2751,Tiny Daggers,35,['INXS'],1987,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
2751,This Time,44,['INXS'],1985,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
2751,"Mystify - Live At Wembley Stadium, 1991",31,['INXS'],1991-11-11,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
2751,Johnson's Aeroplane,38,['INXS'],1984,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
2751,Heaven Sent,39,['INXS'],1992,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
2751,I Need To Be In Love,53,['Carpenters'],1976-01-01,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
2751,Devil Inside,56,['INXS'],1987,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
2751,You,57,['Carpenters'],1976-01-01,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
2751,Breaking Up Is Hard To Do,42,['Carpenters'],1976-01-01,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
2751,There's A Kind Of Hush,51,['Carpenters'],1976-01-01,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
2751,U And I,42,['Jodeci'],1991-05-28,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
2751,I'll Never Fall In Love Again,43,['Carpenters'],1970-01-01,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
2751,I Believe You,38,['Carpenters'],1981-01-01,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
2751,Mystify,61,['INXS'],1987,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
2751,Stay Young,40,['INXS'],1981,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
2751,You,45,['Carpenters'],1976-01-01,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
2751,One Love,44,['Carpenters'],1971,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
2751,I'm Still Waiting,40,['Jodeci'],1991-05-28,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
2751,"Original Sin - Live At Wembley Stadium, 1991",31,['INXS'],1991-11-11,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
