,id,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls,idx
10566,5ossFJafGKTdM8uc5p3vJ2,Caballo Negro,42,205773,0,['Manolo Sanlucar'],1975,0.592,0.883,2,-6.81,1,0.0284,0.4,0.888,0.0482,0.947,106.467,4,https://i.scdn.co/image/ab67616d0000b2736263abb669877474fa78bc95,https://open.spotify.com/track/5ossFJafGKTdM8uc5p3vJ2,2671
11221,7BngbNGLogotcTM0PSvnYB,Flowers,48,268733,0,['The Emotions'],1976,0.734,0.495,1,-10.881,1,0.0397,0.712,0.00828,0.135,0.884,110.246,4,https://i.scdn.co/image/ab67616d0000b273b56930fea461c63fe30401f6,https://open.spotify.com/track/7BngbNGLogotcTM0PSvnYB,2671
11642,4XRIJv9wuuVilF6ohFeaVK,I Don't Wanna Lose Your Love,38,241933,0,['The Emotions'],1976,0.75,0.722,1,-8.842,1,0.0574,0.148,0.00296,0.667,0.934,120.022,4,https://i.scdn.co/image/ab67616d0000b273b56930fea461c63fe30401f6,https://open.spotify.com/track/4XRIJv9wuuVilF6ohFeaVK,2671
11737,2M2WJ7gBlcKNxdhyfPp9zY,Best of My Love,69,220560,0,['The Emotions'],1977-06-10,0.784,0.713,0,-6.865,1,0.0339,0.447,0.14,0.0904,0.97,115.443,4,https://i.scdn.co/image/ab67616d0000b273c5a010463c2b450902e57599,https://open.spotify.com/track/2M2WJ7gBlcKNxdhyfPp9zY,2671
18038,32juyU9KsoyEeGm6JqKTl6,Little Girl,44,193227,0,['Sandra'],1985-01-01,0.719,0.68,2,-15.206,0,0.0294,0.159,1.38e-06,0.129,0.75,120.033,4,https://i.scdn.co/image/ab67616d0000b27310ec579f23dd0168af349a59,https://open.spotify.com/track/32juyU9KsoyEeGm6JqKTl6,2671
18308,5wYPhxYeWs6ij0nlmvMAq8,In The Heat Of The Night,40,320933,0,['Sandra'],1985-01-01,0.65,0.852,4,-13.691,0,0.0292,0.0182,0.596,0.199,0.878,123.275,4,https://i.scdn.co/image/ab67616d0000b27310ec579f23dd0168af349a59,https://open.spotify.com/track/5wYPhxYeWs6ij0nlmvMAq8,2671
19204,1mscYl0vNlVknI51wOWDG7,Everlasting Love,56,227160,0,['Sandra'],1987-01-01,0.648,0.806,10,-11.078,1,0.032,0.154,0.029,0.163,0.473,120.024,4,https://i.scdn.co/image/ab67616d0000b2731ade47900d03a0276737982b,https://open.spotify.com/track/1mscYl0vNlVknI51wOWDG7,2671
20368,7xNL9ymPzhe3hxP37HY1aw,Secret Land,44,286027,0,['Sandra'],1988-01-01,0.586,0.721,1,-13.743,1,0.0321,0.0178,0.417,0.0639,0.687,116.513,4,https://i.scdn.co/image/ab67616d0000b2734d58d4de786475fb896a6f83,https://open.spotify.com/track/7xNL9ymPzhe3hxP37HY1aw,2671
22950,5Njrdd3SA4fOsDMPVphxSb,Maria Magdalena - Remastered,59,240440,0,['Sandra'],1992-01-01,0.629,0.726,11,-8.161,0,0.0251,0.0578,0.0115,0.355,0.892,104.114,4,https://i.scdn.co/image/ab67616d0000b273605bafbd3a7bf46d22bf51d9,https://open.spotify.com/track/5Njrdd3SA4fOsDMPVphxSb,2671
22972,0MSAWjq5aWfTUNL9hv7Epd,In The Heat Of The Night,58,301933,0,['Sandra'],1992-01-01,0.636,0.913,0,-8.838,1,0.0311,0.00257,0.106,0.194,0.698,123.28,4,https://i.scdn.co/image/ab67616d0000b273605bafbd3a7bf46d22bf51d9,https://open.spotify.com/track/0MSAWjq5aWfTUNL9hv7Epd,2671
