,id,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls,idx
28001,1sqlq5ywBy9hkqm8O3Z0ZR,Cerca De Ti,53,278907,0,['Jesús Adrián Romero'],1998-05-01,0.595,0.456,9,-10.426,1,0.0243,0.312,0.0,0.18,0.142,104.922,4,https://i.scdn.co/image/ab67616d0000b273309e803a0bf1cb83bc5253ba,https://open.spotify.com/track/1sqlq5ywBy9hkqm8O3Z0ZR,2761
28021,1g5I6Ns9TOz1XWJ968D2Zu,Que Sería De Mi,53,289200,0,['Jesús Adrián Romero'],1998-05-01,0.615,0.36,7,-12.681,1,0.029,0.323,1.82e-05,0.392,0.0826,109.042,4,https://i.scdn.co/image/ab67616d0000b273309e803a0bf1cb83bc5253ba,https://open.spotify.com/track/1g5I6Ns9TOz1XWJ968D2Zu,2761
30734,0gXU1CElwOF59DWIVTCM07,Que Sería De Mi,56,289267,0,['Jesús Adrián Romero'],2003-05-07,0.62,0.452,7,-9.533,1,0.0265,0.235,2.51e-06,0.141,0.109,108.975,4,https://i.scdn.co/image/ab67616d0000b2732065637776856c444c3cc794,https://open.spotify.com/track/0gXU1CElwOF59DWIVTCM07,2761
30857,73sVU2NvFYSsuNVI69qQMi,Tu Estás Aquí,65,301387,0,"['Jesús Adrián Romero', 'Marcela Gandara']",2004-05-15,0.494,0.42,4,-8.615,1,0.0325,0.607,0.0,0.986,0.0996,120.908,4,https://i.scdn.co/image/ab67616d0000b27352abd2bf210df4a4b9affaa3,https://open.spotify.com/track/73sVU2NvFYSsuNVI69qQMi,2761
31473,0Z0zNKgcPQlFCZCwUzgF1D,Enamórame,58,462493,0,['Jesús Adrián Romero'],2005,0.708,0.457,4,-9.253,1,0.0326,0.236,2.45e-05,0.173,0.214,112.974,4,https://i.scdn.co/image/ab67616d0000b2739e56c582842074564d6bc124,https://open.spotify.com/track/0Z0zNKgcPQlFCZCwUzgF1D,2761
31642,5Anh8jULgeUgciLHCR25Mk,Like A Star,65,243213,0,['Corinne Bailey Rae'],2006-01-01,0.606,0.226,2,-10.617,0,0.0347,0.715,0.0001,0.35,0.142,122.711,4,https://i.scdn.co/image/ab67616d0000b2731ec9b096319afbcc2dca6879,https://open.spotify.com/track/5Anh8jULgeUgciLHCR25Mk,2761
31833,4Eq60oypgAxlX6Kp7MFQl6,Till It Happens To You,59,278640,0,['Corinne Bailey Rae'],2006-01-01,0.659,0.226,1,-11.787,0,0.0517,0.789,0.000113,0.0858,0.0705,119.687,3,https://i.scdn.co/image/ab67616d0000b2731ec9b096319afbcc2dca6879,https://open.spotify.com/track/4Eq60oypgAxlX6Kp7MFQl6,2761
33674,5FvapYqWK6TEuh4csYwQ9O,Is This Love,60,208636,0,['Corinne Bailey Rae'],2011-01-01,0.683,0.333,7,-9.195,0,0.0434,0.81,0.00178,0.211,0.329,123.804,3,https://i.scdn.co/image/ab67616d0000b273e99107cbf556089592b73b50,https://open.spotify.com/track/5FvapYqWK6TEuh4csYwQ9O,2761
54765,31wNIs29IVYgzFNMC7O2te,Esperar En Ti,41,277000,0,['Jesús Adrián Romero'],1998-05-01,0.555,0.238,7,-13.76,1,0.0282,0.487,0.0,0.775,0.167,104.941,4,https://i.scdn.co/image/ab67616d0000b273309e803a0bf1cb83bc5253ba,https://open.spotify.com/track/31wNIs29IVYgzFNMC7O2te,2761
54869,0OVnmHriBkaxAPe0r1Sndj,Jesús El Señor,34,354733,0,['Jesús Adrián Romero'],1998-05-01,0.531,0.491,7,-9.233,1,0.0272,0.342,0.0,0.966,0.167,110.067,4,https://i.scdn.co/image/ab67616d0000b273309e803a0bf1cb83bc5253ba,https://open.spotify.com/track/0OVnmHriBkaxAPe0r1Sndj,2761
54913,0PCBjO855PdMYT2T5GfBRn,Soy Nueva Criatura,34,273507,0,['Jesús Adrián Romero'],1998-05-01,0.663,0.804,8,-9.636,0,0.0415,0.291,0.0,0.973,0.836,106.972,4,https://i.scdn.co/image/ab67616d0000b273309e803a0bf1cb83bc5253ba,https://open.spotify.com/track/0PCBjO855PdMYT2T5GfBRn,2761
55532,1cISZs6HNnf2CRyjcv6Ovi,Esperar En Ti,54,280693,0,['Jesús Adrián Romero'],2003-05-07,0.555,0.323,7,-10.319,1,0.0276,0.254,0.0,0.703,0.176,104.944,4,https://i.scdn.co/image/ab67616d0000b2732065637776856c444c3cc794,https://open.spotify.com/track/1cISZs6HNnf2CRyjcv6Ovi,2761
55599,3rE0aGhOKWkBKNiU1g0VOy,Con Manos Vacías,42,427773,0,['Jesús Adrián Romero'],2003-05-07,0.505,0.46,3,-7.496,0,0.025,0.563,7.3e-06,0.843,0.0817,101.812,4,https://i.scdn.co/image/ab67616d0000b2732065637776856c444c3cc794,https://open.spotify.com/track/3rE0aGhOKWkBKNiU1g0VOy,2761
55622,49pOvmOfd2O7wfdt6Njcuu,Aleluya,43,290800,0,['Jesús Adrián Romero'],2003-05-07,0.571,0.235,5,-11.598,1,0.0255,0.774,0.00248,0.604,0.191,102.055,4,https://i.scdn.co/image/ab67616d0000b2732065637776856c444c3cc794,https://open.spotify.com/track/49pOvmOfd2O7wfdt6Njcuu,2761
55651,3hqxcbk0Qy4EzYPiwbl8dV,Cerca De Ti,41,279493,0,['Jesús Adrián Romero'],2003-05-07,0.587,0.538,9,-8.426,1,0.0237,0.183,0.0,0.096,0.184,104.885,4,https://i.scdn.co/image/ab67616d0000b2732065637776856c444c3cc794,https://open.spotify.com/track/3hqxcbk0Qy4EzYPiwbl8dV,2761
55672,5fHkJ1a7v0JFPiT9rFQI8U,Te Daré Lo Mejor,52,318627,0,['Jesús Adrián Romero'],2004-05-15,0.508,0.888,4,-6.146,1,0.0362,0.172,0.0,0.951,0.56,106.006,4,https://i.scdn.co/image/ab67616d0000b27352abd2bf210df4a4b9affaa3,https://open.spotify.com/track/5fHkJ1a7v0JFPiT9rFQI8U,2761
55796,2OaM6swiHf8Q9fikExLHei,Me Dice Que Me Ama,56,241933,0,['Jesús Adrián Romero'],2005-10-01,0.691,0.494,7,-8.079,1,0.0276,0.379,0.0,0.147,0.37,122.874,4,https://i.scdn.co/image/ab67616d0000b273ebef783da1b7e2d1013ff6a9,https://open.spotify.com/track/2OaM6swiHf8Q9fikExLHei,2761
55807,3vlA2zNyYtgseoiRY1MYtU,Con Manos Vacías,53,564347,0,['Jesús Adrián Romero'],2005,0.642,0.371,1,-9.673,0,0.0385,0.326,4.99e-06,0.127,0.161,101.988,4,https://i.scdn.co/image/ab67616d0000b2739e56c582842074564d6bc124,https://open.spotify.com/track/3vlA2zNyYtgseoiRY1MYtU,2761
