,id,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls,idx
10924,0Z6iCaVYerQBdEu0m4kzG5,Morning Sky,36,203600,0,['George Baker Selection'],1975-01-01,0.67,0.421,7,-17.506,1,0.0366,0.0808,5.89e-06,0.036,0.961,124.674,4,https://i.scdn.co/image/ab67616d0000b273d5e912bc32034ecc8884dc4d,https://open.spotify.com/track/0Z6iCaVYerQBdEu0m4kzG5,2621
18453,020Gj87SqDRvzGHELzcCEc,Cien gaviotas,58,169773,0,['Duncan Dhu'],1986-01-17,0.593,0.943,9,-4.503,1,0.0424,0.133,4.38e-05,0.0478,0.846,136.027,4,https://i.scdn.co/image/ab67616d0000b2738996c3697ec3030efbd0a04f,https://open.spotify.com/track/020Gj87SqDRvzGHELzcCEc,2621
18697,13MV4IsrVMUmGzuqz0T6oK,Esos ojos negros,46,215680,0,['Duncan Dhu'],1986-01-17,0.625,0.409,7,-8.706,1,0.038,0.109,0.0,0.126,0.44,128.602,4,https://i.scdn.co/image/ab67616d0000b2738996c3697ec3030efbd0a04f,https://open.spotify.com/track/13MV4IsrVMUmGzuqz0T6oK,2621
19411,1nLOdVT581H7SA0ttCZRF9,Una calle de París,49,140253,0,['Duncan Dhu'],1987-01-17,0.683,0.752,4,-6.837,1,0.0337,0.074,2.56e-05,0.222,0.865,140.012,4,https://i.scdn.co/image/ab67616d0000b273a4b46c9ca1b602ef5df37884,https://open.spotify.com/track/1nLOdVT581H7SA0ttCZRF9,2621
23853,6x6G0shZs4Qg4YLfLbhR7z,Right in the Night (Fall in Love with Music),55,364400,0,"['Jam & Spoon', 'Plavka']",1993-04-20,0.74,0.946,0,-11.681,0,0.0353,0.0247,0.242,0.124,0.715,137.015,4,https://i.scdn.co/image/ab67616d0000b273b00e48d4f08031e7780fda89,https://open.spotify.com/track/6x6G0shZs4Qg4YLfLbhR7z,2621
24893,1g4Lwf7jHausilNJvkhh5U,A tientas,52,230347,0,['Duncan Dhu'],1994-01-17,0.684,0.844,8,-7.63,1,0.0272,0.0607,0.000318,0.046,0.883,134.882,4,https://i.scdn.co/image/ab67616d0000b273a35f79eb165416194fd0aacf,https://open.spotify.com/track/1g4Lwf7jHausilNJvkhh5U,2621
41975,6zZJkvtu3N9GhbSQdVzsKT,I Still Love You,37,254200,1,['Next'],1997-09-30,0.578,0.447,9,-10.49,0,0.0682,0.506,0.0,0.308,0.783,170.775,4,https://i.scdn.co/image/ab67616d0000b2734ca1daad1145dec4618ea671,https://open.spotify.com/track/6zZJkvtu3N9GhbSQdVzsKT,2621
49654,5ddr0ZG0fPFlIrSw1glHVo,Dios Mío Hasta Que Me Enamoré,56,189973,0,['Armonia 10'],2008-02-20,0.612,0.769,11,-5.695,0,0.029,0.106,0.000488,0.0404,0.917,139.325,4,https://i.scdn.co/image/ab67616d0000b2736e8925e8faa966675d33c4f0,https://open.spotify.com/track/5ddr0ZG0fPFlIrSw1glHVo,2621
60906,5RFOZzdSL1S9viISWhEMEx,"Ehkä otin, ehkä en",41,204760,0,['Matti Nykänen'],2006,0.504,0.918,6,-3.651,0,0.0525,0.00864,0.0,0.31,0.661,130.156,4,https://i.scdn.co/image/ab67616d0000b273c29787ea3d7d4c7ace101db3,https://open.spotify.com/track/5RFOZzdSL1S9viISWhEMEx,2621
70468,5SIe1Vx8qaMQ7dcurZpicH,Capricornio,34,222720,0,['Duncan Dhu'],1994-01-17,0.675,0.777,7,-7.704,0,0.0303,0.0549,0.0469,0.12,0.775,135.205,4,https://i.scdn.co/image/ab67616d0000b273a35f79eb165416194fd0aacf,https://open.spotify.com/track/5SIe1Vx8qaMQ7dcurZpicH,2621
