,name,popularity,artists,release_date,images,urls
2231,Gucci Gang,70,['Lil Pump'],2017-10-06,https://i.scdn.co/image/ab67616d0000b273d52ef190ae5253eb2c3c764c,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
2231,La Guacherna,33,"['Los Vecinos', 'Milly Quezada']",1982-01-01,https://i.scdn.co/image/ab67616d0000b273670bd460b81b0776981944e6,https://open.spotify.com/track/4D1SzLFMUgUkxbPZxSPmSB
2231,18 Plus - Original Mix,46,"['Afro Bros', 'Finest Sno']",2016-07-29,https://i.scdn.co/image/ab67616d0000b2735065ffaa905775706a093c0c,https://open.spotify.com/track/2Arqgg7QIb2zAxK6s69n2K
2231,Dos Gardenias (Para Ti) - Catastro Edit,43,['Latin Lovers'],1996-06-15,https://i.scdn.co/image/ab67616d0000b2735e8a256039741a4a2ca1695e,https://open.spotify.com/track/4Tat5XUR4LT8XXTF42vS7k
2231,Colegiala,41,['Skandalo'],2014-11-11,https://i.scdn.co/image/ab67616d0000b273d6826e04698a7da94a2ad540,https://open.spotify.com/track/2xV7jKFzmqMvCEGKIqOmDr
2231,Ne Vakar,38,"['Sel', 'Monika LIU']",2010-11-19,https://i.scdn.co/image/ab67616d0000b273b0ec3eaae9ca73675e2b2d32,https://open.spotify.com/track/5KFgYsAZoJwuJ8qFfMpQaQ
2231,Nes Aš Tik Vėjas,37,['Sel'],2010-11-19,https://i.scdn.co/image/ab67616d0000b273b0ec3eaae9ca73675e2b2d32,https://open.spotify.com/track/3eb7h8juA4MAVcdDAJMrCi
2231,Aš Žiūriu Į Tave Pasauli,38,['Sel'],2014-11-28,https://i.scdn.co/image/ab67616d0000b273cb46de86a61f368aa80e641b,https://open.spotify.com/track/2kkoAlYwZmg8y6KmgMWo1P
2231,Poetry in Motion,38,"['Inker', 'Hamilton']",1991-08-01,https://i.scdn.co/image/ab67616d0000b27355c7aae0f0c9449caadd0114,https://open.spotify.com/track/0hz9f1irXpdokDJQfmCXtQ
2231,Movin' on Up,49,['Primal Scream'],1991-09-23,https://i.scdn.co/image/ab67616d0000b27339079cace7c6da79d6376a10,https://open.spotify.com/track/5Vx3e9PipiEceifVyBzCdj
2231,Loaded,43,['Primal Scream'],1991-09-23,https://i.scdn.co/image/ab67616d0000b27339079cace7c6da79d6376a10,https://open.spotify.com/track/7dSBZzVmyBaLDxT2v3EJHB
2231,แทงข้างหลัง..ทะลุถึงหัวใจ,35,['Aof Pongsak'],2007-06-26,https://i.scdn.co/image/ab67616d0000b27335ac5356b9db9eea2aeb5f28,https://open.spotify.com/track/6ybZFwI6O9puYveOQxaw7M
2231,ผู้ชายคนนี้กำลังหมดแรง,33,['Aof Pongsak'],2010-07-30,https://i.scdn.co/image/ab67616d0000b27367beb8cd97e1ab0a0b774a37,https://open.spotify.com/track/1WrHtrQwq3fBRyq6LbObJO
2231,แค่เพียงบอก,41,['Rooftop'],2019-05-02,https://i.scdn.co/image/ab67616d0000b2730ab5cfbcfc886b34d128f17a,https://open.spotify.com/track/2nJLe5eh3HFvxkUTGZYYL9
2231,คนเราจะแอบรักใครสักคนได้นานแค่ไหน,59,"['Rooftop', 'AUTTA']",2020-03-05,https://i.scdn.co/image/ab67616d0000b2736ebf9bb04d1e4fb832dc45b5,https://open.spotify.com/track/3IPtnAYykrWz9EPjPWx2D7
2231,เคยคิดถึงฉันไหมในตอนที่,54,['Rooftop'],2020-10-22,https://i.scdn.co/image/ab67616d0000b273e02821ef2ae31dcacf166c9c,https://open.spotify.com/track/1cmU1HSgnNZ8UGyhPTvoue
2231,ถ้าฉันเป็นเธอ,50,['Rooftop'],2020-12-16,https://i.scdn.co/image/ab67616d0000b273fdf94ad5b3f8cbf66f8481df,https://open.spotify.com/track/5CyYkeczaCPesQQMICCbmp
2231,กลัวเธอเหงา,44,['Rooftop'],2020-07-22,https://i.scdn.co/image/ab67616d0000b27306a6c33a7fabdd88dfa9b8b6,https://open.spotify.com/track/1NLSBYqZMqD2LKZ4xym9qB
2231,Lighthouse - Andrelli Remix,54,"['Hearts & Colors', 'Andrelli']",2016-11-11,https://i.scdn.co/image/54712b049b20aae91ef6ef3d95ff85b66a3ded31,https://open.spotify.com/track/04CttTezSnv71USiiG9mIo
2231,Te sigo soñando (feat. Luz Casal) - En Estudio Uno,54,"['DePedro', 'Luz Casal']",2018-10-26,https://i.scdn.co/image/ab67616d0000b2739e5cd80b3bdcbc6ee42fba15,https://open.spotify.com/track/1wyUCUuGYv9MLLL171n8mU
