,name,popularity,artists,release_date,images,urls
3381,Zion's Blood,39,['The Upsetters'],1976,https://i.scdn.co/image/ab67616d0000b2730fc7bd73a70b79a0c5f056c9,https://open.spotify.com/track/71Jx61li4OgTUb75u1UgqS
3381,Unintended,62,['Muse'],1999,https://i.scdn.co/image/ab67616d0000b27334dd1b3a44cccef2d3c8bfce,https://open.spotify.com/track/6kyxQuFD38mo4S3urD2Wkw
3381,Cave,50,['Muse'],1999,https://i.scdn.co/image/ab67616d0000b27334dd1b3a44cccef2d3c8bfce,https://open.spotify.com/track/6Jf7Sx68vsWFKeWjOxcLhQ
3381,Time is Running Out,69,['Muse'],2004-03-23,https://i.scdn.co/image/ab67616d0000b2738cb690f962092fd44bbe2bf4,https://open.spotify.com/track/2takcwOaAZWiXQijPHIx7B
3381,Let's Go (feat. Big D & Twista),68,"['Trick Daddy', 'Big D', 'Twista']",2004-10-26,https://i.scdn.co/image/ab67616d0000b2739e3bc0ca77a4a1233fe8ade2,https://open.spotify.com/track/1fLibtVj3MrNTwRZq5yUOs
3381,Stockholm Syndrome,60,['Muse'],2004-03-23,https://i.scdn.co/image/ab67616d0000b2738cb690f962092fd44bbe2bf4,https://open.spotify.com/track/5VVWgWH8HFLAtM8lbttvn9
3381,Love Machine,60,['Girls Aloud'],2004-01-01,https://i.scdn.co/image/ab67616d0000b273198c027fc0554958c78da93d,https://open.spotify.com/track/6SHvqMjPEQqyJaxuEzNcr3
3381,Butterflies and Hurricanes,58,['Muse'],2004-03-23,https://i.scdn.co/image/ab67616d0000b2738cb690f962092fd44bbe2bf4,https://open.spotify.com/track/0xJLcjd0gaZct43xG1UlXS
3381,Supermassive Black Hole,76,['Muse'],2006-06-19,https://i.scdn.co/image/ab67616d0000b27328933b808bfb4cbbd0385400,https://open.spotify.com/track/3lPr8ghNDBLc2uZovNyLs9
3381,Starlight,74,['Muse'],2006-06-19,https://i.scdn.co/image/ab67616d0000b27328933b808bfb4cbbd0385400,https://open.spotify.com/track/3skn2lauGk7Dx6bVIt5DVj
