,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls
3331,再回首,46,266667,0,['Chiang Yu-Heng'],1989-06-01,0.247,0.224,7,-17.378,1,0.0322,0.749,0.0238,0.282,0.346,69.601,4,https://i.scdn.co/image/ab67616d0000b27374de3216a588732050814918,https://open.spotify.com/track/206uxOQVHqRJh06auGLKJJ
3331,Sodade,61,293640,0,['Cesária Evora'],1992-10-21,0.575,0.43,8,-13.168,1,0.0363,0.822,0.000661,0.115,0.427,82.691,4,https://i.scdn.co/image/ab67616d0000b273f9d5f297a65f0b2a90ac7fd6,https://open.spotify.com/track/7xzMrUmlooPa1Fmp88hlYc
3331,Besame Mucho,56,295453,0,['Cesária Evora'],1998-10-19,0.575,0.432,4,-10.183,0,0.0272,0.802,0.000252,0.154,0.279,90.157,4,https://i.scdn.co/image/ab67616d0000b273694c5a5cf29a6a0b3cc2870a,https://open.spotify.com/track/1fcgM5wcrTpuHSFRQ0CDOT
3331,Hate It Or Love It,76,206400,1,"['The Game', '50 Cent']",2005,0.802,0.785,9,-4.781,1,0.207,0.14,0.0,0.123,0.435,99.998,4,https://i.scdn.co/image/ab67616d0000b273b1d860ab1ba847e778b2796d,https://open.spotify.com/track/2wGSgTmgSF3xjRrHkTc25R
3331,How We Do,75,235533,1,"['The Game', '50 Cent']",2005,0.862,0.648,4,-7.401,0,0.251,0.0455,0.0,0.0332,0.637,98.012,4,https://i.scdn.co/image/ab67616d0000b273b1d860ab1ba847e778b2796d,https://open.spotify.com/track/4PmMVdIFpJTB9WQbmILf4p
3331,Westside Story,63,223067,1,"['The Game', '50 Cent']",2005,0.876,0.647,11,-3.917,1,0.28,0.16,0.0,0.238,0.961,86.993,4,https://i.scdn.co/image/ab67616d0000b273b1d860ab1ba847e778b2796d,https://open.spotify.com/track/0lOe1dR2TNkJMCjIcRuw6T
3331,Red Nation,63,229480,1,"['The Game', 'Lil Wayne']",2011-01-01,0.405,0.889,2,-3.303,1,0.317,0.0922,0.0,0.446,0.338,82.918,4,https://i.scdn.co/image/ab67616d0000b2739694b30f3bf3eb96a95e18da,https://open.spotify.com/track/2sYUGgzQfHQ6lOWzbrny8Z
3331,Martians Vs Goblins,61,228827,1,"['The Game', 'Lil Wayne', 'Tyler, The Creator']",2011-01-01,0.476,0.81,4,-3.414,0,0.265,0.0803,0.0,0.568,0.642,83.309,4,https://i.scdn.co/image/ab67616d0000b2739694b30f3bf3eb96a95e18da,https://open.spotify.com/track/1UIcqXAA24eg76EFWViwr5
3331,Ali Bomaye,68,372707,1,"['The Game', '2 Chainz', 'Rick Ross']",2012-01-01,0.381,0.69,10,-5.312,0,0.455,0.0209,0.0,0.438,0.223,78.239,4,https://i.scdn.co/image/ab67616d0000b273a65779c8c92dff73f8189800,https://open.spotify.com/track/0LFcFGLYTX6UmeIdO7NVd7
3331,Tudo Indica (feat. Jorge & Mateus) - Ao Vivo,79,183014,0,"['Marcos & Belutti', 'Jorge & Mateus']",2020-09-10,0.536,0.854,1,-4.012,0,0.0637,0.127,0.0,0.107,0.769,75.95,4,https://i.scdn.co/image/ab67616d0000b2731abe926b7efc45ebb340ff07,https://open.spotify.com/track/0eoMMLrWtXbLk64baeESkc
3331,Sodade,44,224000,0,['Cesária Evora'],1998-10-19,0.608,0.423,8,-12.175,1,0.0363,0.851,0.000157,0.229,0.321,82.373,4,https://i.scdn.co/image/ab67616d0000b273694c5a5cf29a6a0b3cc2870a,https://open.spotify.com/track/5ZZooPVMS4jryiegpudo34
3331,Let's Ride,55,237680,1,['The Game'],2006-01-01,0.878,0.739,5,-5.157,1,0.189,0.169,0.0,0.119,0.824,93.601,4,https://i.scdn.co/image/ab67616d0000b273969ab47c3297c737b9fb9393,https://open.spotify.com/track/4JKwW0A2OQeAUpYZd99Lfo
3331,100 (feat. Drake),61,334360,1,"['The Game', 'Drake']",2016-01-22,0.801,0.521,4,-9.871,0,0.28,0.0136,0.0,0.179,0.412,108.025,4,https://i.scdn.co/image/ab67616d0000b273b07016010bc5f4b23a32047d,https://open.spotify.com/track/6FyDii5Aec6cNcjLzvS37z
3331,Tak Tiki Tak,76,212406,1,['Harry Nach'],2020-07-10,0.801,0.579,11,-4.78,0,0.0813,0.333,0.000355,0.172,0.231,99.994,4,https://i.scdn.co/image/ab67616d0000b273076d9139e1384bb9d2cae070,https://open.spotify.com/track/7gwwt1IaAWwmB7af0AcuBM
3331,Where I'm From,53,188480,1,"['The Game', 'Nate Dogg']",2005,0.797,0.711,8,-2.975,1,0.301,0.0381,0.0,0.124,0.712,90.557,4,https://i.scdn.co/image/ab67616d0000b273b1d860ab1ba847e778b2796d,https://open.spotify.com/track/5QvXScsmiZcYvNyRimWWEN
3331,Ol' English,48,284227,1,['The Game'],2006-01-01,0.56,0.503,4,-6.618,0,0.273,0.00603,0.0,0.114,0.254,77.168,4,https://i.scdn.co/image/ab67616d0000b273969ab47c3297c737b9fb9393,https://open.spotify.com/track/3N3l8HShT1JrStOjjszU1L
3331,California Vacation,49,269347,1,['The Game'],2006-01-01,0.652,0.881,10,-4.416,0,0.346,0.0423,0.0,0.332,0.57,85.047,4,https://i.scdn.co/image/ab67616d0000b273969ab47c3297c737b9fb9393,https://open.spotify.com/track/4rZDEv1NfYXkut281NtCnE
3331,Dope Boys,53,240507,1,['The Game'],2008-01-01,0.733,0.813,1,-3.402,0,0.225,0.148,0.0,0.179,0.696,85.067,4,https://i.scdn.co/image/ab67616d0000b273894bbc901fcca94a2e27729b,https://open.spotify.com/track/1ZVlKaThDlcDbyc9ea6anR
3331,All That (Lady),45,214733,1,"['The Game', 'Lil Wayne', 'Big Sean', 'Fabolous', 'Jeremih']",2012-01-01,0.47,0.697,4,-7.326,0,0.417,0.352,0.0,0.322,0.532,88.082,4,https://i.scdn.co/image/ab67616d0000b273a65779c8c92dff73f8189800,https://open.spotify.com/track/1V9G1UraAEEDJMxXIlaZF9
3331,All Eyez (feat. Jeremih),59,215297,1,"['The Game', 'Jeremih']",2016-10-14,0.419,0.655,0,-6.679,1,0.247,0.0571,0.0,0.0962,0.353,76.835,3,https://i.scdn.co/image/ab67616d0000b27397ea140825090134789da70b,https://open.spotify.com/track/1oMu5b1F3GbswqbqzhwhTV
3331,Maria Elena,41,209333,0,['Cesária Evora'],1999-05-04,0.572,0.483,3,-8.528,1,0.0267,0.603,3.01e-06,0.138,0.517,96.616,4,https://i.scdn.co/image/ab67616d0000b2731059a0a8fcddb78f89a4c88e,https://open.spotify.com/track/424pAzPdudT3fTKxxgD8pr
3331,La Menage,37,204000,0,['Black Sheep'],1991-01-01,0.715,0.492,11,-15.736,0,0.671,0.36,1.18e-06,0.239,0.882,88.18,4,https://i.scdn.co/image/ab67616d0000b273a19467a0f512538bd5f25d89,https://open.spotify.com/track/4wgWqx0uAJhb1mCUUblRQ9
3331,Sorte,39,228360,0,['Cesária Evora'],1999-05-04,0.647,0.781,5,-6.266,0,0.0589,0.673,0.0,0.406,0.939,99.341,4,https://i.scdn.co/image/ab67616d0000b2731059a0a8fcddb78f89a4c88e,https://open.spotify.com/track/5rVU2cH7ImheBel5KqX8Gh
3331,Amor Di Mundo,37,245293,0,['Cesária Evora'],1999-05-04,0.597,0.645,7,-8.064,0,0.0435,0.496,3.32e-05,0.298,0.852,81.691,4,https://i.scdn.co/image/ab67616d0000b2731059a0a8fcddb78f89a4c88e,https://open.spotify.com/track/3oHWgNJHl4hec4xD8Wgg67
3331,Goodbye Yesterday,37,192000,0,['Shaver'],1996,0.593,0.0929,3,-17.926,1,0.032,0.889,0.000741,0.0951,0.205,87.531,4,https://i.scdn.co/image/ab67616d0000b273ea592eb7f14572091682cc07,https://open.spotify.com/track/04iseOYZpM3KCs70RMcdrj
