,id,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls,idx
15578,19CLG4DCbRTIRCoNyn1teP,We Can Get Together,47,226973,0,['Flowers'],1982-09-06,0.656,0.843,7,-6.594,1,0.113,0.000264,0.000357,0.111,0.647,145.039,4,https://i.scdn.co/image/ab67616d0000b2733551712979f1043329b41c3e,https://open.spotify.com/track/19CLG4DCbRTIRCoNyn1teP,3301
16729,4C74AnY1AehCfsDaoPfsGs,Metal Storm / Face the Slayer,40,293133,0,['Slayer'],1983,0.13,0.857,9,-8.366,0,0.0678,1.71e-05,0.563,0.105,0.161,166.231,4,https://i.scdn.co/image/ab67616d0000b27309f13998cfda5cdaf484f051,https://open.spotify.com/track/4C74AnY1AehCfsDaoPfsGs,3301
16827,12GarzM4HiVj6qtWCC8GyN,Crionics,38,209267,0,['Slayer'],1983,0.248,0.86,0,-7.642,1,0.0887,7.83e-06,0.527,0.262,0.254,135.452,4,https://i.scdn.co/image/ab67616d0000b27309f13998cfda5cdaf484f051,https://open.spotify.com/track/12GarzM4HiVj6qtWCC8GyN,3301
19877,3U9gogDStAfWxSm91PJuxb,South Of Heaven,59,298533,1,['Slayer'],1988-01-01,0.31,0.991,5,-3.769,0,0.316,0.000132,0.085,0.0969,0.0395,140.071,4,https://i.scdn.co/image/ab67616d0000b2736b5a07577377bb68b33e908c,https://open.spotify.com/track/3U9gogDStAfWxSm91PJuxb,3301
21426,3Ky8IzV8IVSwijtaTWB2SK,Seasons In The Abyss,58,397827,0,['Slayer'],1990-01-01,0.263,0.97,5,-4.182,0,0.163,0.00338,0.000795,0.0922,0.17,151.729,4,https://i.scdn.co/image/ab67616d0000b273c0c12d83c0488024b66c9739,https://open.spotify.com/track/3Ky8IzV8IVSwijtaTWB2SK,3301
40620,36VqMzrUe5lAWgfVwaLECE,Everlasting Love,36,318933,0,['Tony Terry'],1990-11-20,0.535,0.644,7,-11.232,1,0.0345,0.0329,0.0,0.104,0.629,154.062,4,https://i.scdn.co/image/ab67616d0000b273ccb5765f92c13c63c68ed221,https://open.spotify.com/track/36VqMzrUe5lAWgfVwaLECE,3301
44836,2JuM8RSF5mYmYFX9Azy7pR,Ludzkie gadanie,36,263919,0,['Maryla Rodowicz'],1976-03-13,0.637,0.293,4,-11.614,0,0.0344,0.869,0.00375,0.328,0.609,127.559,4,https://i.scdn.co/image/ab67616d0000b2730d6be8366778320c83555950,https://open.spotify.com/track/2JuM8RSF5mYmYFX9Azy7pR,3301
46276,25k2o0WNIbgNOVWYDbpUeF,Řeka Lásky,37,200307,0,['Marie Rottrova'],1979,0.475,0.581,0,-7.271,0,0.0483,0.574,6.67e-05,0.312,0.447,150.716,4,https://i.scdn.co/image/ab67616d0000b27363e29cc5cdb94a92e47a47ee,https://open.spotify.com/track/25k2o0WNIbgNOVWYDbpUeF,3301
47491,3Wi15minosc6FZRiYcZXlW,Damą być,35,123530,0,['Maryla Rodowicz'],1976-03-13,0.637,0.66,10,-5.802,0,0.0342,0.366,0.0,0.275,0.781,133.266,4,https://i.scdn.co/image/ab67616d0000b2730d6be8366778320c83555950,https://open.spotify.com/track/3Wi15minosc6FZRiYcZXlW,3301
84512,3s7v5Fw0pAkLGSwo6cDJRp,Měli Jsme Se Potkat Dřív,35,175227,0,['Marie Rottrova'],1996-01-01,0.672,0.519,11,-13.36,0,0.0641,0.242,0.0,0.115,0.912,143.964,4,https://i.scdn.co/image/ab67616d0000b273ec65a752489a048341273887,https://open.spotify.com/track/3s7v5Fw0pAkLGSwo6cDJRp,3301
