,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls
3401,Mitwa,62,382973,0,"['Shankar-Ehsaan-Loy', 'Shankar Mahadevan', 'Caralisa Monteiro', 'Shafqat Amanat Ali']",2006-06-08,0.63,0.63,4,-7.525,1,0.0364,0.295,1.26e-05,0.0934,0.517,107.103,4,https://i.scdn.co/image/ab67616d0000b273afbf50bfb7b032b69deabade,https://open.spotify.com/track/4BTPzhEsyW3blWcxcuhLM0
3401,It's the Time to Disco,55,333093,0,"['Shankar-Ehsaan-Loy', 'Vasundhara Das', 'KK', 'Shaan', 'Loy Mendonsa']",2003-09-20,0.902,0.772,6,-8.29,0,0.0383,0.0452,0.000129,0.12,0.808,131.992,4,https://i.scdn.co/image/ab67616d0000b273a2055e0b847ff66fb5206099,https://open.spotify.com/track/3hCUkos0NxuSFl73oOHJzb
3401,Kabhi Alvida Naa Kehna,57,483920,0,"['Shankar-Ehsaan-Loy', 'Sonu Nigam', 'Alka Yagnik']",2006-06-08,0.365,0.407,5,-10.352,1,0.0424,0.752,0.00129,0.212,0.464,149.161,4,https://i.scdn.co/image/ab67616d0000b273afbf50bfb7b032b69deabade,https://open.spotify.com/track/4uXShFWajd1PTQzlW3P4jj
3401,Lohtulauseita,37,213567,0,['Vesta'],2018-03-23,0.646,0.417,7,-11.526,0,0.039,0.754,0.00497,0.0871,0.341,119.996,4,https://i.scdn.co/image/ab67616d0000b2735da0c7ebfb201008d6f110bc,https://open.spotify.com/track/1l1TyLX2FdPSIyxm6SMSBq
3401,Só Jesus Faz,35,310867,0,['Rose Nascimento'],2002-01-01,0.574,0.526,7,-6.729,1,0.0297,0.486,0.0,0.1,0.299,121.917,4,https://i.scdn.co/image/ab67616d0000b273aa29e1b035abd565770740ea,https://open.spotify.com/track/5FIGhCf2rMQzZ9s9tqLK0Y
3401,O Tempo de Deus (feat. John Nascimento),47,247053,0,"['Rose Nascimento', 'John Nascimento']",2005-09-02,0.584,0.615,6,-4.424,1,0.0304,0.764,0.0,0.149,0.394,115.991,4,https://i.scdn.co/image/ab67616d0000b27352450eea4c9e1a8dec81ff57,https://open.spotify.com/track/4Cv0zyNdOe46nuIablBQf1
3401,Simplesmente Sobrenatural,48,287280,0,['Rose Nascimento'],2013-11-19,0.547,0.608,4,-4.364,1,0.0433,0.739,0.0,0.103,0.355,130.146,4,https://i.scdn.co/image/ab67616d0000b2732c914d242a8b4c2d58afafb9,https://open.spotify.com/track/31iTzChKyBFJc7gzoQx8yz
3401,Polish Girl,55,264000,0,['Neon Indian'],2011-09-13,0.622,0.873,9,-4.255,0,0.0366,0.00603,1.25e-05,0.131,0.434,111.984,4,https://i.scdn.co/image/ab67616d0000b273dec767e802882272db5598fd,https://open.spotify.com/track/5g3TDpgy1J1woAUVuj21EE
3401,Aasmaan Ke Paar,31,375227,0,"['Shankar-Ehsaan-Loy', 'Shankar Mahadevan']",1999-08-01,0.784,0.501,9,-12.235,1,0.0416,0.362,0.0259,0.0847,0.931,134.895,4,https://i.scdn.co/image/ab67616d0000b273deadf7b11906d0a35bc5f811,https://open.spotify.com/track/1wYJfvpYirtoh4fsc7Bo6n
3401,Kandhon Se Milte Hain Kandhe,46,340733,0,"['Shankar-Ehsaan-Loy', 'Shankar Mahadevan', 'Sonu Nigam', 'Hariharan', 'Roop Kumar Rathod', 'Vijay Prakash', 'Kunal Ganjawala']",2004-04-26,0.793,0.575,4,-7.363,1,0.0374,0.616,0.0,0.107,0.748,112.011,4,https://i.scdn.co/image/ab67616d0000b273441b53722d32e65078a35a14,https://open.spotify.com/track/0S4RRHB2fK34QcTraCsXw0
3401,Lazy Lamhe,41,312137,0,"['Shankar-Ehsaan-Loy', 'Anusha Mani', 'Prasoon Joshi']",2008-05-21,0.742,0.815,5,-6.437,0,0.0404,0.0203,0.000217,0.0972,0.856,124.961,4,https://i.scdn.co/image/ab67616d0000b27316fe5fd6f823ed76b638ede6,https://open.spotify.com/track/2IZQG2wYoVncO3hWCD4IyM
3401,Aaj Kal Zindagi,49,254507,0,"['Shankar-Ehsaan-Loy', 'Shankar Mahadevan']",2009-08-21,0.639,0.617,4,-8.897,1,0.0329,0.21,0.00558,0.099,0.405,134.95,4,https://i.scdn.co/image/ab67616d0000b27302ef23e492fb485d08068845,https://open.spotify.com/track/4MnDLNhqL6HuSzFO4b4rvJ
3401,Wake Up Sid!,45,231240,0,"['Shankar-Ehsaan-Loy', 'Shankar Mahadevan', 'Loy Mendonsa']",2009-08-21,0.72,0.651,2,-6.844,1,0.0346,0.0774,0.0,0.11,0.824,128.023,4,https://i.scdn.co/image/ab67616d0000b27302ef23e492fb485d08068845,https://open.spotify.com/track/4BJI0anpEdv4uUw3fUXYpr
3401,Wake Up Sid! - Club Mix,42,223947,0,"['Shankar-Ehsaan-Loy', 'Shankar Mahadevan']",2009-08-21,0.556,0.701,2,-6.537,1,0.0346,0.0374,0.0,0.122,0.927,139.981,4,https://i.scdn.co/image/ab67616d0000b27302ef23e492fb485d08068845,https://open.spotify.com/track/3lxaMlRmb2r3rLXhhJVj1u
3401,Noor E Khuda,51,397080,0,"['Shankar-Ehsaan-Loy', 'Adnan Sami', 'Shankar Mahadevan', 'Shreya Ghoshal']",2010-01-05,0.549,0.533,2,-8.41,1,0.0307,0.708,0.00147,0.12,0.216,114.847,4,https://i.scdn.co/image/ab67616d0000b2734ead1372a95d29819105a7a7,https://open.spotify.com/track/0tY8ZIArzjkH6dbXp42ohg
3401,O Rangrez,52,385000,0,"['Shankar-Ehsaan-Loy', 'Shreya Ghoshal', 'Javed Bashir', 'Yusuf Mohammed', 'Vajid Ali']",2013-06-14,0.726,0.53,5,-8.485,1,0.0531,0.498,0.0,0.14,0.594,126.06,4,https://i.scdn.co/image/ab67616d0000b273fd2df008046f04c32d9c0c2e,https://open.spotify.com/track/5JCDVLwteSXuwVqjCa7SwH
3401,Slow Motion Angreza,48,260507,0,"['Shankar-Ehsaan-Loy', 'Sukhwinder Singh', 'Loy Mendonsa', 'Shankar Mahadevan']",2013-06-14,0.802,0.763,0,-6.456,1,0.0336,0.22,0.000396,0.128,0.789,120.078,4,https://i.scdn.co/image/ab67616d0000b273fd2df008046f04c32d9c0c2e,https://open.spotify.com/track/0JX7Es2j556FwtR6YqMKzP
3401,Maston Ka Jhund,45,274013,0,"['Shankar-Ehsaan-Loy', 'Divya Kumar']",2013-06-14,0.806,0.909,1,-5.295,1,0.0658,0.0267,0.000343,0.057,0.653,119.996,4,https://i.scdn.co/image/ab67616d0000b273fd2df008046f04c32d9c0c2e,https://open.spotify.com/track/3lSa2IIHfPmusFdvxFh9yE
3401,Soorma Anthem,50,251992,0,"['Shankar-Ehsaan-Loy', 'Shankar Mahadevan']",2018-07-03,0.723,0.666,7,-7.028,0,0.0274,0.046,0.0,0.106,0.117,113.99,4,https://i.scdn.co/image/ab67616d0000b273c34d715d5ebccd6b155abbaa,https://open.spotify.com/track/01d8tSqJUrPlK1l8FwgsCF
3401,Sajan Bin,55,194286,0,"['Shankar-Ehsaan-Loy', 'Shivam Mahadevan', 'Jonita Gandhi']",2020-07-27,0.74,0.692,2,-7.285,1,0.0368,0.124,1.32e-05,0.102,0.304,125.97,4,https://i.scdn.co/image/ab67616d0000b2733d82f8ee55e79185ccf2427f,https://open.spotify.com/track/1lUskB61Guv9LkWSV9ycWe
3401,Ti volevo dedicare (feat. J-AX & Boomdabash),68,208133,0,"['Rocco Hunt', 'J-AX', 'Boomdabash']",2019-08-30,0.754,0.725,8,-6.058,1,0.0661,0.0104,0.0,0.192,0.271,120.002,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
3401,The Real Life,34,207653,0,['Super3'],2001-06-16,0.617,0.903,10,-7.259,1,0.0376,0.00263,0.517,0.315,0.687,129.0,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
3401,"O Rangrez (From ""Bhaag Milkha Bhaag"")",36,384867,0,"['Shankar-Ehsaan-Loy', 'Shreya Ghoshal', 'Javed Bashir', 'Yusuf Mohammed', 'Vajid Ali']",2013-06-14,0.724,0.529,5,-8.506,1,0.0546,0.522,0.0,0.141,0.628,126.042,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
3401,Replay,38,204133,0,['Rocco Hunt'],2014-03-24,0.718,0.805,2,-5.971,1,0.132,0.0776,0.0,0.132,0.347,121.393,5,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
3401,Jó,50,292180,0,['Rose Nascimento'],2006-08-02,0.47,0.391,8,-9.124,1,0.0411,0.823,0.0,0.358,0.189,120.25,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
