,id,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls,idx
34038,3W4x7fZhMHw2pE6wyBzzF8,Weight of Sound,61,443380,0,"['Stick Figure', ""TJ O'Neill""]",2012-06-15,0.857,0.713,6,-7.327,1,0.0354,0.0665,0.0279,0.0748,0.869,141.994,4,https://i.scdn.co/image/ab67616d0000b273d05956a2233c7be9340ae85b,https://open.spotify.com/track/3W4x7fZhMHw2pE6wyBzzF8,3931
61189,5m8JHIXmasB1qOPCzfGVBr,I Walk Alone,50,267880,0,['Jorn'],2009-06-05,0.381,0.915,1,-3.804,1,0.092,0.00288,1.74e-06,0.422,0.485,143.916,4,https://i.scdn.co/image/ab67616d0000b2739920bb487c9a6e99da3a2e3b,https://open.spotify.com/track/5m8JHIXmasB1qOPCzfGVBr,3931
61371,4UXqQ6UMGp9nlXuM0oXmZW,Ystävänpäivä,33,256253,0,['Tuure Kilpeläinen ja Kaihon Karavaani'],2011-09-07,0.735,0.694,9,-6.127,0,0.027,0.251,2.56e-06,0.0349,0.719,110.044,4,https://i.scdn.co/image/ab67616d0000b27365b148c6dcc9cfa484222955,https://open.spotify.com/track/4UXqQ6UMGp9nlXuM0oXmZW,3931
62525,0Vey4PT0PbzqqlvYsU45ip,Rakastan sua niin et se sattuu,41,211733,0,['Tuure Kilpeläinen ja Kaihon Karavaani'],2020-03-06,0.545,0.566,7,-6.703,1,0.0275,0.129,0.0022,0.108,0.215,140.016,4,https://i.scdn.co/image/ab67616d0000b273763cc86692b255c726003185,https://open.spotify.com/track/0Vey4PT0PbzqqlvYsU45ip,3931
76869,57o2XqahYb5HGuWxD8I8eW,Y Aqui Estoy,35,188667,0,['Francisco Xavier'],1990-01-01,0.409,0.436,2,-4.118,1,0.0299,0.791,0.000499,0.124,0.303,137.665,4,https://i.scdn.co/image/ab67616d0000b2734a812607e95a89487359cc1a,https://open.spotify.com/track/57o2XqahYb5HGuWxD8I8eW,3931
78492,1zjCV0wqYnjAJ4RD6D0nt4,Mix Pa' Bailar: Miénteme / Macorina Pon Pon,32,234825,0,['Miguel Angel Tzul y su Marimba Orquesta'],2013-05-06,0.596,0.88,9,-4.088,0,0.0432,0.141,0.0,0.0296,0.94,144.071,4,https://i.scdn.co/image/ab67616d0000b273680334504ab70dc0d60a7ec9,https://open.spotify.com/track/1zjCV0wqYnjAJ4RD6D0nt4,3931
91183,2UiVYBid1vQKfIs4NpM14J,Os Putos,37,206467,0,['Carlos Do Carmo'],2008-01-01,0.689,0.354,6,-9.921,1,0.0975,0.828,3.34e-05,0.322,0.654,105.797,4,https://i.scdn.co/image/ab67616d0000b2732a9731ba3d9a506fc36ee55a,https://open.spotify.com/track/2UiVYBid1vQKfIs4NpM14J,3931
91376,05d4b0jREz2qLraP61sQyz,Júlia Florista,32,202427,0,"['Carlos Do Carmo', 'Mariza']",2013-01-01,0.499,0.29,6,-12.884,0,0.0353,0.642,3.63e-05,0.145,0.435,142.189,4,https://i.scdn.co/image/ab67616d0000b2730ff9e9dcc923f83a0af56214,https://open.spotify.com/track/05d4b0jREz2qLraP61sQyz,3931
91606,6h6rII20UySFUHiM3RPi6p,Maluco,39,197987,0,"['Karetus', 'Wet Bed Gang']",2017-10-06,0.646,0.952,11,-0.937,1,0.316,0.389,0.0,0.0586,0.447,147.938,4,https://i.scdn.co/image/ab67616d0000b27359d0bcc450129ab633cb39e4,https://open.spotify.com/track/6h6rII20UySFUHiM3RPi6p,3931
91659,2poSShKt4R1RaZTuPUWkue,Almoçarada (Tout Le Jour) (feat. Deejay Telio & Deedz B),35,215977,0,"['Karetus', 'Wet Bed Gang', 'Deejay Telio', 'Deedz B']",2017-10-06,0.754,0.905,9,-1.09,0,0.131,0.0291,0.0,0.064,0.762,120.028,4,https://i.scdn.co/image/ab67616d0000b27359d0bcc450129ab633cb39e4,https://open.spotify.com/track/2poSShKt4R1RaZTuPUWkue,3931
96571,2N5zMZX7YeL1tico8oQxa9,Crazy,73,182066,0,['Gnarls Barkley'],2006-05-02,0.835,0.741,8,-1.609,1,0.0339,0.0172,0.0577,0.0826,0.612,111.963,4,https://i.scdn.co/image/ab67616d0000b273670f4666a378de834285eb33,https://open.spotify.com/track/2N5zMZX7YeL1tico8oQxa9,3931
105022,0cBRw4lIhWudd9hblZ9MlD,Blacksong,44,336813,0,['Jorn'],2006-02-24,0.442,0.954,9,-3.77,0,0.0558,7.91e-05,0.000273,0.327,0.335,114.788,4,https://i.scdn.co/image/ab67616d0000b2733ced7974626068cc6067cab7,https://open.spotify.com/track/0cBRw4lIhWudd9hblZ9MlD,3931
122319,1F0ww25lOcWtwTsco1vYWM,450,65,197077,1,"['Bad Boy Chiller Crew', 'S Dog']",2020-09-25,0.871,0.715,6,-7.732,0,0.226,0.226,0.0,0.346,0.925,129.945,4,https://i.scdn.co/image/ab67616d0000b273cc2c9b4816fcec4b2ad6486b,https://open.spotify.com/track/1F0ww25lOcWtwTsco1vYWM,3931
134278,4y2HNHyQ10aHN72QQSd3eq,Geronimo - Jost & Damien Radio Mix,56,197027,0,"['Aura Dione', 'Jost & Damien']",2011-11-04,0.651,0.843,4,-2.77,1,0.0544,0.315,0.0,0.271,0.462,117.089,4,https://i.scdn.co/image/ab67616d0000b273536daf2ed2f128bc267523ad,https://open.spotify.com/track/4y2HNHyQ10aHN72QQSd3eq,3931
136814,4Xu3frQTPr0ooc6dmDZQKD,I Will Love You Monday,41,214240,0,['Aura Dione'],2008-01-28,0.777,0.885,1,-6.265,0,0.0363,0.021,0.0316,0.1,0.789,114.928,4,https://i.scdn.co/image/ab67616d0000b273bf19ef988d15535effc74b12,https://open.spotify.com/track/4Xu3frQTPr0ooc6dmDZQKD,3931
152372,7JWoMpoxEl3pZ2CLZxM6ms,天空之外,49,367192,0,['解语花'],2020-01-19,0.617,0.22,6,-13.004,1,0.0301,0.58,0.00483,0.42,0.243,124.99,4,https://i.scdn.co/image/ab67616d0000b273aa9c05b95eb5b6b618f75c78,https://open.spotify.com/track/7JWoMpoxEl3pZ2CLZxM6ms,3931
157535,0OAcgvpP5vl2cRJpZzsBiB,Crazy - Single Version,32,178400,0,['Gnarls Barkley'],2006-03-13,0.856,0.532,0,-6.415,0,0.0378,0.0263,0.0557,0.0902,0.657,111.971,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,3931
164000,0ro6JfBJ1qcsN7HmhcYxZZ,Song For Sophie,31,199853,0,['Aura Dione'],2009-03-30,0.638,0.76,10,-6.157,1,0.0344,0.00232,1.9e-06,0.0675,0.813,102.037,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,3931
178415,1vxw6aYJls2oq3gW0DujAo,Crazy,77,177466,0,['Gnarls Barkley'],2006-04-24,0.855,0.587,8,-4.589,1,0.0336,0.0505,0.00714,0.105,0.64,111.97,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,3931
188406,2gUevonjOXbtJCMpHwk5kO,Geronimo - Jost & Damien Radio Mix,40,195760,0,['Aura Dione'],2011-01-01,0.649,0.845,4,-2.814,1,0.0527,0.334,0.0,0.235,0.429,117.056,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,3931
191099,2szVFmdCD97NJxNyNiBVpT,El Forastero,39,179427,0,['Nelson Y Sus Estrellas'],2016-10-04,0.696,0.815,9,-8.749,1,0.0428,0.205,1.91e-05,0.0757,0.968,100.086,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,3931
203912,3qzuNHP1zJtUbenDMBNwSF,Teguh Setia,39,242209,0,['Muna Shahirah'],2018-11-14,0.481,0.4,3,-7.768,0,0.0292,0.243,0.0,0.513,0.219,137.997,3,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,3931
214139,4cJgjjWMjf4nfLRuSr4hVl,Don't You Worry About Me,66,220173,1,['Bad Boy Chiller Crew'],2021-02-18,0.76,0.889,1,-3.092,1,0.0793,0.103,0.0,0.348,0.665,129.961,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,3931
216349,4mCavQZifRwmCzbNO44PM4,雨,48,272960,0,['Chisato Moritaka'],1990-09-10,0.621,0.337,0,-10.124,1,0.0292,0.748,0.000103,0.156,0.222,124.176,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,3931
