,name,popularity,artists,release_date,images,urls
3641,Love Like This,67,['Faith Evans'],1998,https://i.scdn.co/image/ab67616d0000b2737dcc4d585c525dc7c6176ecb,https://open.spotify.com/track/7MQywXGHEev7JmwwIzMcao
3641,All Night Long (feat. Puff Daddy),47,"['Faith Evans', 'Diddy']",1998,https://i.scdn.co/image/ab67616d0000b2737dcc4d585c525dc7c6176ecb,https://open.spotify.com/track/4Bh83s84d9YUiuLzeuF24N
3641,All Night Long (feat. P. Diddy),42,"['Faith Evans', 'Diddy']",1999-03-02,https://i.scdn.co/image/ab67616d0000b273da29f5c87a32cd75cf33b666,https://open.spotify.com/track/1C7ebyOVDboehxsJmk5w4e
3641,All Night Long (feat. P. Diddy),40,"['Faith Evans', 'Diddy']",2005-10-04,https://i.scdn.co/image/ab67616d0000b2737ecfb05160a4e09bb3194137,https://open.spotify.com/track/0Rv1ICkeAao0Yx85xpJ29k
3641,Me Voy Enamorando - Remix,65,"['Chino & Nacho', 'Farruko', 'Arbise González']",2015-05-05,https://i.scdn.co/image/ab67616d0000b273f8c4cabe5ab9abbc0b9047f9,https://open.spotify.com/track/0SUukeNYkHMk8bxwgGQKJa
3641,Lo Que No Sabes Tú,53,"['Chino & Nacho', 'Baroni', 'El Potro Alvarez']",2010-01-01,https://i.scdn.co/image/ab67616d0000b273535b15f71a115b19d37bd8ac,https://open.spotify.com/track/1X4NgxoIymHDppwBjUigRJ
3641,Si Supieras,47,['PXNDX'],2000-01-01,https://i.scdn.co/image/ab67616d0000b273d69303bebc39842757080e6f,https://open.spotify.com/track/7woZ1EAGhKhDoLBNbYHzmM
3641,Hola!,46,['PXNDX'],2003-01-01,https://i.scdn.co/image/ab67616d0000b2730b1af2045232342ff4d2225a,https://open.spotify.com/track/1nI03WjBDwOGigqZQcPAMh
3641,Quisiera No Pensar,44,['PXNDX'],2003-01-01,https://i.scdn.co/image/ab67616d0000b2730b1af2045232342ff4d2225a,https://open.spotify.com/track/4r5Z0E4EGbaDni0sX4cBwG
3641,Mi Huracán Llevaba Tu Nombre,52,['PXNDX'],2005-05-01,https://i.scdn.co/image/ab67616d0000b273aa38ffc0e9d1d5b49b52ed60,https://open.spotify.com/track/5BJ2ZaRC1gfLsHhKv2hfer
3641,…Y de la Gasolina Renació el Amor,46,['PXNDX'],2005-05-01,https://i.scdn.co/image/ab67616d0000b273aa38ffc0e9d1d5b49b52ed60,https://open.spotify.com/track/5HpJ0PScWeNnp2H57CCK54
3641,Estoy Más Soloh Que Ayer Pero Menos Que Mañana,45,['PXNDX'],2006-10-02,https://i.scdn.co/image/ab67616d0000b273bcf00b6bf2045d79c5520334,https://open.spotify.com/track/633vaamgdHvcGsoV8vwpVE
3641,Amnistía,48,['PXNDX'],2009-09-01,https://i.scdn.co/image/ab67616d0000b273994efaae2df7f4baa8dcf443,https://open.spotify.com/track/0U5x7tMSxL7FjbW47ir5Q7
3641,Sistema Sanguíneo Fallido - MTV Unplugged,48,['PXNDX'],2010-01-01,https://i.scdn.co/image/ab67616d0000b27377cb68daf160e69db3d6ab3e,https://open.spotify.com/track/1o9aJCekFZDpsm6WaleC4K
3641,Libre Pastoreo,49,['PXNDX'],2013-01-01,https://i.scdn.co/image/ab67616d0000b273c5e81c1c59838058d4cbc5b2,https://open.spotify.com/track/5FMkDzDCgPCCDz4KoqpW9R
3641,孤單北半球,44,['林依晨'],2004-07-13,https://i.scdn.co/image/ab67616d0000b2736b64432a3af9679595f91fe9,https://open.spotify.com/track/7tzPzs6GUueoIaZHBgN1rG
3641,孤單北半球,38,['林依晨'],2005-01-12,https://i.scdn.co/image/ab67616d0000b2738508497ec9d10ba1d577acb6,https://open.spotify.com/track/4gzV2c9PN7nS4VCno7CvA6
3641,孤單北半球,37,['林依晨'],2010-11-19,https://i.scdn.co/image/ab67616d0000b273fd101c664b088d2ce265389b,https://open.spotify.com/track/3paQp0i1o5wffNjjv9gZTn
3641,San Lava,43,"['Oge', 'Elena Tsagrinou']",2019-07-10,https://i.scdn.co/image/ab67616d0000b273af950860a5d6100a2f6b0e0d,https://open.spotify.com/track/5EsbTDpcbgut3KH10u77Cs
3641,Miercoles,39,['PXNDX'],2000-01-01,https://i.scdn.co/image/ab67616d0000b273d69303bebc39842757080e6f,https://open.spotify.com/track/1CrjdzCSVAKBJKJINpnGvK
3641,Sebelah Hati,38,['Ribas'],2006-01-09,https://i.scdn.co/image/ab67616d0000b273c30543076945709d2eb8436f,https://open.spotify.com/track/2XtHuYlIpR6AyyHNyFdp3J
3641,Hadouken! (feat. OG Prince),43,"['Big Baby Tape', 'OG Prince']",2018-11-16,https://i.scdn.co/image/ab67616d0000b273796cae14b807c04b9645fffa,https://open.spotify.com/track/4HEicTJ4HkDFiaFF7pJbVW
3641,Tum Saath Rehnaa,59,['King'],2019-12-14,https://i.scdn.co/image/ab67616d0000b273d82ac1461ba2dee11e73e4d9,https://open.spotify.com/track/4Ft4Tj0l8kzfKBv8vGuR4t
3641,Tu Aake Dekhle,72,['King'],2020-09-21,https://i.scdn.co/image/ab67616d0000b273e0fc847e272a9bf7a04643da,https://open.spotify.com/track/0yCWDaAgOtg6TKlNCg9rwA
3641,Dragonborn,51,['Big Baby Tape'],2018-11-16,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
3641,Non voglio amarti ancora,32,['Emiliana Cantone'],2010,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
3641,Can't Believe (feat. Carl Thomas),49,"['Faith Evans', 'Carl Thomas']",2001,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
3641,Hustle Tales (feat. FEDUK),44,"['Big Baby Tape', 'FEDUK']",2018-06-01,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
3641,Flip Phone Twerk,43,['Big Baby Tape'],2018-11-16,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
3641,Trap Medals (feat. Tape LaFlare & Alizade),44,"['Big Baby Tape', 'ALIZADE', 'Tape LaFlare']",2018-06-01,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
3641,Utan dina andetag - Radioversion,38,['Linus Svenning'],2013-10-07,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
3641,ERRDAY,60,['Big Baby Tape'],2020-09-03,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
3641,Utan dina andetag - Akustisk version,38,['Linus Svenning'],2013-10-07,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
3641,Maracas,53,['PXNDX'],2003-01-01,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
3641,KARI,66,['Big Baby Tape'],2020-12-17,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
3641,Spend,48,['Q Easy'],2019-12-02,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
3641,Benzo Gang Money,45,['Big Baby Tape'],2018-11-16,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
3641,Vampire Type Bitch (feat. Dope V),44,"['Big Baby Tape', 'Dope V']",2018-11-16,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
3642,Anything Goes,45,['Helen Merrill'],1955-01-01,https://i.scdn.co/image/ab67616d0000b273d9ad627a9cd01ecf396061a0,https://open.spotify.com/track/7G7aecTWvlnJoLUJi7tn7f
3642,Lilac Wine,37,['Helen Merrill'],1955-01-01,https://i.scdn.co/image/ab67616d0000b273d9ad627a9cd01ecf396061a0,https://open.spotify.com/track/55mB6R8gn4qwziwpBf3VGU
3642,Angustia,41,"['Bienvenido Granda', 'La Sonora Matancera']",1958-01-01,https://i.scdn.co/image/ab67616d0000b27384681d5b0ad6c8938b1ae9af,https://open.spotify.com/track/6e4fzmQqpz6s5iitBEafTN
3642,Por Dos Caminos,40,"['Bienvenido Granda', 'La Sonora Matancera']",1958-01-01,https://i.scdn.co/image/ab67616d0000b27384681d5b0ad6c8938b1ae9af,https://open.spotify.com/track/7075FD7JKIRA9VDejBddZ4
3642,Call On Me,54,"['Big Brother & The Holding Company', 'Janis Joplin']",1967,https://i.scdn.co/image/ab67616d0000b273555cadb7c5c8ad8bd20ac373,https://open.spotify.com/track/4HljoGSCvaFsesUZWpb2mK
3642,"Bye, Bye Baby",40,"['Big Brother & The Holding Company', 'Janis Joplin']",1967,https://i.scdn.co/image/ab67616d0000b273555cadb7c5c8ad8bd20ac373,https://open.spotify.com/track/7E6RJ05OosW2yd7mv3EwpN
3642,Down On Me,40,"['Big Brother & The Holding Company', 'Janis Joplin']",1967,https://i.scdn.co/image/ab67616d0000b273555cadb7c5c8ad8bd20ac373,https://open.spotify.com/track/42TKLlMFDXauhLzj7zOPUx
3642,Coo Coo,36,"['Big Brother & The Holding Company', 'Janis Joplin']",1967,https://i.scdn.co/image/ab67616d0000b273555cadb7c5c8ad8bd20ac373,https://open.spotify.com/track/5PEEbmeELam84bKuxZsoj2
3642,Easy Rider,35,"['Big Brother & The Holding Company', 'Janis Joplin']",1967,https://i.scdn.co/image/ab67616d0000b273555cadb7c5c8ad8bd20ac373,https://open.spotify.com/track/6uwJgwm1ipdr7JKNfEjjV1
3642,Women Is Losers,35,"['Big Brother & The Holding Company', 'Janis Joplin']",1967,https://i.scdn.co/image/ab67616d0000b273555cadb7c5c8ad8bd20ac373,https://open.spotify.com/track/17jKybtnI3cORPYawoXiMG
3642,Piece of My Heart,69,"['Big Brother & The Holding Company', 'Janis Joplin']",1968-08-12,https://i.scdn.co/image/ab67616d0000b2731ba5ee8bc24979ce3eee4797,https://open.spotify.com/track/1xKQbqQtQWrtQS47fUJBtl
3642,Summertime,59,"['Big Brother & The Holding Company', 'Janis Joplin']",1968-08-12,https://i.scdn.co/image/ab67616d0000b2731ba5ee8bc24979ce3eee4797,https://open.spotify.com/track/3eYCJXTViFwl5mdtcTsF4G
