,id,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls,idx
45551,0XZyF9lv6diMt4bxThOL0h,勿忘,75,251533,0,['Awesome City Club'],2021-02-10,0.448,0.447,6,-7.161,0,0.045,0.234,0.0,0.382,0.299,78.861,4,https://i.scdn.co/image/ab67616d0000b27357111a5d8c11af8b0b20f24c,https://open.spotify.com/track/0XZyF9lv6diMt4bxThOL0h,1341
62726,2IBF9lQ9lgVai8LkskI5L7,Get Like Me,59,224547,1,"['David Banner', 'Chris Brown', 'Yung Joc']",2008,0.609,0.751,1,-4.198,1,0.488,0.00312,0.0,0.228,0.653,60.896,3,https://i.scdn.co/image/ab67616d0000b2732b1c9cb05706730574b427ca,https://open.spotify.com/track/2IBF9lQ9lgVai8LkskI5L7,1341
75160,7FS8URfbyqoy7uGpMx0gW5,Aurora En Pekin,40,331349,0,"['Marc Ribot', 'Los Cubanos']",1998-06-05,0.7,0.0851,2,-18.169,0,0.0647,0.919,0.252,0.108,0.152,87.589,4,https://i.scdn.co/image/ab67616d0000b273c9cf89ca6adcea3306ae8ab4,https://open.spotify.com/track/7FS8URfbyqoy7uGpMx0gW5,1341
112177,6R2yXcycS8TRbu1hbsr4fC,Ver Bana Düşlerimi,47,277014,0,['Yaşar Kurt'],2011-09-29,0.675,0.517,0,-9.991,0,0.0271,0.642,0.0,0.16,0.696,99.996,4,https://i.scdn.co/image/ab67616d0000b27325dbcb1ada3a6d8526a843d3,https://open.spotify.com/track/6R2yXcycS8TRbu1hbsr4fC,1341
112272,31nidnq7mTQ2g3XhnVFHNS,Dokuz Altı Yolları,34,222540,0,['Yaşar Kurt'],2011-09-29,0.487,0.663,7,-7.975,0,0.0529,0.564,0.0,0.101,0.25,79.952,4,https://i.scdn.co/image/ab67616d0000b27325dbcb1ada3a6d8526a843d3,https://open.spotify.com/track/31nidnq7mTQ2g3XhnVFHNS,1341
112519,2kRI8OJ3MWz5sx2In3vBtV,Samistal Yaylası,43,303716,0,['Yaşar Kurt'],2013-04-25,0.408,0.494,8,-12.894,0,0.101,0.174,9.6e-05,0.1,0.351,91.198,5,https://i.scdn.co/image/ab67616d0000b273340e20360b3b3e8868c76cf2,https://open.spotify.com/track/2kRI8OJ3MWz5sx2In3vBtV,1341
117161,103g8leZ5T9ljIxQk87RVr,Grande Poder,35,155093,0,['Comadre Florzinha'],1999-06-01,0.683,0.279,11,-13.789,1,0.452,0.425,0.0,0.0859,0.775,84.609,4,https://i.scdn.co/image/ab67616d0000b273c13ac6332357afcb10ff2139,https://open.spotify.com/track/103g8leZ5T9ljIxQk87RVr,1341
144897,1Ae5AcTlKsTEpksomr4oDK,Magus melanhoolia,47,134710,0,['Jüri Pootsmann'],2020-12-05,0.63,0.417,0,-7.41,1,0.256,0.115,0.0,0.105,0.29,77.682,4,https://i.scdn.co/image/ab67616d0000b273b30f45fdd2e5c352d8d138db,https://open.spotify.com/track/1Ae5AcTlKsTEpksomr4oDK,1341
146592,1SvTdeFgodldTfGy3t7VvJ,宝物,43,326693,0,['wacci'],2017-08-16,0.5,0.649,2,-4.567,1,0.0247,0.00625,0.0,0.24,0.464,83.986,4,https://i.scdn.co/image/ab67616d0000b2734ff627732681947432262e15,https://open.spotify.com/track/1SvTdeFgodldTfGy3t7VvJ,1341
147937,3m6cIXQg5q4k9jAnuK7tXf,"Głowa, Ramiona, Kolana, Pięty",41,54624,0,['Piosenki dla dzieci'],2015-01-18,0.589,0.248,7,-10.815,1,0.0909,0.605,0.0,0.108,0.845,67.872,4,https://i.scdn.co/image/ab67616d0000b273e9ffe91ef6c4e28dc921394a,https://open.spotify.com/track/3m6cIXQg5q4k9jAnuK7tXf,1341
151901,0NWoEAHR0J0NmyB9Vn5Twz,If This Bed Could Talk,45,250827,0,['Benjamin Ingrosso'],2018-09-28,0.217,0.305,2,-10.284,1,0.0351,0.807,3.31e-05,0.353,0.337,74.866,3,https://i.scdn.co/image/ab67616d0000b273c72d09b12f622a1e64b9e920,https://open.spotify.com/track/0NWoEAHR0J0NmyB9Vn5Twz,1341
