,id,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls,idx
3350,7Bn5A1f0JiT92Fs2IhaMRL,Chove-Chuva,39,153013,0,['Miriam Makeba'],1965,0.518,0.371,9,-10.73,0,0.042,0.755,0.0,0.196,0.772,135.206,4,https://i.scdn.co/image/ab67616d0000b2731c26adbeaca973b2f28874e5,https://open.spotify.com/track/7Bn5A1f0JiT92Fs2IhaMRL,1661
10079,232PvbhR2fauAAzUfS1PXa,De Wilde Boerndochtere,35,256027,0,['Ivan Heylen'],1974-02-27,0.859,0.416,7,-12.612,1,0.374,0.674,1.49e-05,0.0643,0.798,127.304,4,https://i.scdn.co/image/ab67616d0000b27303d139369525e95f13011896,https://open.spotify.com/track/232PvbhR2fauAAzUfS1PXa,1661
21184,0ukrbMIdueAqU6EKttnzwS,Bad Town - 2007 Remaster,43,155440,0,['Operation Ivy'],1989,0.534,0.713,5,-5.572,1,0.0548,0.331,0.0277,0.161,0.879,132.528,4,https://i.scdn.co/image/ab67616d0000b27336d7e05158cd52a1437dc4a1,https://open.spotify.com/track/0ukrbMIdueAqU6EKttnzwS,1661
23058,78ePMYOtObETLaxVEVizXl,Twilight Zone,54,246675,0,['2 Unlimited'],1992-02-24,0.709,0.907,6,-12.405,1,0.0452,0.0631,0.00186,0.138,0.746,127.9,4,https://i.scdn.co/image/ab67616d0000b273aa1cd2b4814f0235a14da4a7,https://open.spotify.com/track/78ePMYOtObETLaxVEVizXl,1661
23991,6hDxjFzTU4uIHYU2pZC73K,Tribal Dance,51,219025,0,['2 Unlimited'],1993-05-10,0.665,0.922,5,-14.044,0,0.0404,0.0334,0.0197,0.102,0.744,130.096,4,https://i.scdn.co/image/ab67616d0000b2739c4e4d6cc6065d732aaa7ba1,https://open.spotify.com/track/6hDxjFzTU4uIHYU2pZC73K,1661
40421,329ss78X6RxaEa6iN1SsH8,The Click Song,33,153373,0,['Miriam Makeba'],1989,0.5,0.207,9,-19.228,1,0.108,0.937,0.002,0.15,0.678,134.432,4,https://i.scdn.co/image/ab67616d0000b2732fb4d5946ea2118b443f67ce,https://open.spotify.com/track/329ss78X6RxaEa6iN1SsH8,1661
42834,6tR8N0wgzIoKaI7fmh0J0O,Pata Pata,45,203867,0,['Miriam Makeba'],2003-11-28,0.735,0.418,8,-12.248,1,0.0361,0.273,8.72e-05,0.173,0.787,125.051,4,https://i.scdn.co/image/ab67616d0000b273f0d50eee796b3ac5b43589eb,https://open.spotify.com/track/6tR8N0wgzIoKaI7fmh0J0O,1661
44907,4aVowfVhlyNUgHYqXbK8Ev,Disco Nights (Rock Freak),39,354907,0,['G.Q.'],1979-01-01,0.798,0.528,5,-12.228,0,0.0531,0.0116,0.00379,0.0446,0.898,122.61,4,https://i.scdn.co/image/ab67616d0000b27315f7ca68ad7c3b1dfb867b1e,https://open.spotify.com/track/4aVowfVhlyNUgHYqXbK8Ev,1661
46288,0QsY5Bk7VMOkWQwxGWPfWT,Disco Nights (Rock Freak) - Single Remix,36,236120,0,['G.Q.'],1979-01-01,0.78,0.675,5,-9.129,0,0.0415,0.0257,0.00851,0.0323,0.962,122.994,4,https://i.scdn.co/image/ab67616d0000b27322573f00235cee4b6d811d16,https://open.spotify.com/track/0QsY5Bk7VMOkWQwxGWPfWT,1661
46631,2cQgtv1ClQd4EMkLh8XCwh,The Real Thing,46,218645,0,['2 Unlimited'],1994-06-06,0.594,0.969,2,-9.392,1,0.0832,0.00837,0.00529,0.212,0.46,143.935,4,https://i.scdn.co/image/ab67616d0000b27344348a048bc40517ea547e0c,https://open.spotify.com/track/2cQgtv1ClQd4EMkLh8XCwh,1661
59548,00309sp8DDeN07RtAyBKIX,Workaholic,34,251646,1,['2 Unlimited'],1992-02-24,0.57,0.881,7,-12.808,1,0.0483,0.000704,0.19,0.334,0.623,128.91,4,https://i.scdn.co/image/ab67616d0000b273aa1cd2b4814f0235a14da4a7,https://open.spotify.com/track/00309sp8DDeN07RtAyBKIX,1661
59603,4Lt2joCvb5Y1hI3ze2Gz0d,Get Ready - Orchestral Mix,41,326558,0,['2 Unlimited'],1992-02-24,0.829,0.89,9,-8.221,1,0.0523,0.000714,0.0236,0.076,0.719,124.886,4,https://i.scdn.co/image/ab67616d0000b273aa1cd2b4814f0235a14da4a7,https://open.spotify.com/track/4Lt2joCvb5Y1hI3ze2Gz0d,1661
62010,7jHBX3jbdPo0K5AviIn1fc,"Neuroottinen, dramaattinen, charmikas",38,222571,0,['Keko Salata'],2017-04-19,0.75,0.724,11,-5.657,0,0.14,0.319,2.36e-06,0.382,0.673,124.918,4,https://i.scdn.co/image/ab67616d0000b2734268fe4508cd787b10a7116a,https://open.spotify.com/track/7jHBX3jbdPo0K5AviIn1fc,1661
62543,5hvCBCSDWD0eWnBMOLJA4S,Kaipaan sua (feat. Boyat & Samuli Heimo),61,205289,0,"['Keko Salata', 'Boyat', 'Samuli Heimo']",2021-03-19,0.801,0.782,1,-6.414,1,0.0802,0.309,3.25e-06,0.372,0.619,125.978,4,https://i.scdn.co/image/ab67616d0000b27332b16d0eae5108d96252338a,https://open.spotify.com/track/5hvCBCSDWD0eWnBMOLJA4S,1661
69996,0Z3Q7X6aOQKgF8JHC3hTHk,這些日子以來,32,233000,0,['張清芳 & 范怡文'],1985,0.518,0.417,6,-7.087,1,0.0279,0.299,0.0,0.0868,0.322,117.136,3,https://i.scdn.co/image/ab67616d0000b273cab353e8ddd1fb53a875d305,https://open.spotify.com/track/0Z3Q7X6aOQKgF8JHC3hTHk,1661
70344,1KkMDJ0t4x1spuNNtSVUxd,The Magic Friend,32,270199,0,['2 Unlimited'],1992-02-24,0.621,0.884,8,-14.017,1,0.0372,0.00391,0.0859,0.39,0.899,127.86,4,https://i.scdn.co/image/ab67616d0000b273aa1cd2b4814f0235a14da4a7,https://open.spotify.com/track/1KkMDJ0t4x1spuNNtSVUxd,1661
76226,5Y5wiwFCKvdwQIZIqupcP1,גם וגם,32,177679,0,"['MaZeZe', 'Eden Hason']",2018-11-22,0.719,0.707,6,-5.226,0,0.0528,0.0712,0.0,0.234,0.712,132.019,4,https://i.scdn.co/image/ab67616d0000b2735a289159b5c62ad9998fe974,https://open.spotify.com/track/5Y5wiwFCKvdwQIZIqupcP1,1661
76775,25HXUkt3cXzuD6NGwWi1LZ,Miłość jak wino,34,189827,0,['Eleni'],1987-08-02,0.651,0.576,0,-9.337,1,0.0275,0.277,1.65e-05,0.24,0.86,112.438,4,https://i.scdn.co/image/ab67616d0000b2739dfd5d5fbe359df8b0043721,https://open.spotify.com/track/25HXUkt3cXzuD6NGwWi1LZ,1661
104442,3puYuuZ7lmlTjIgXBOT01k,Pilihanku,56,206307,0,"[""MALIQ & D'Essentials""]",2007-02-27,0.669,0.711,1,-5.576,0,0.0373,0.715,0.0,0.109,0.849,117.911,4,https://i.scdn.co/image/ab67616d0000b2734b274090757829034de581df,https://open.spotify.com/track/3puYuuZ7lmlTjIgXBOT01k,1661
