,name,popularity,artists,release_date,images,urls
1361,Valkoinen käärme,43,['Sairas T'],2016-03-18,https://i.scdn.co/image/ab67616d0000b27322c08f1aacb8a296e24cc713,https://open.spotify.com/track/0xwlA7kyyxb76bbiPllg4I
1361,Foreign Affair,49,['Mike Oldfield'],2009-01-01,https://i.scdn.co/image/ab67616d0000b27396a1909790d3b6a986e2b971,https://open.spotify.com/track/1qzi6YBAFmD0KZPMvVqhBB
1361,Quiero Que Escuches,42,['El Arrebato'],2015-04-17,https://i.scdn.co/image/ab67616d0000b27349ed2e44edfe3fadf3280200,https://open.spotify.com/track/0mOelAOFxEBTkzBzHlXxIA
1361,Portas do Sol,53,['Nena'],2020-09-25,https://i.scdn.co/image/ab67616d0000b27315be08c3ff74f89d7f2b177e,https://open.spotify.com/track/1iL2qN1fpyE9MxUhUUu0O4
1361,The Mighty Quinn,48,['Manfred Mann'],1994-01-01,https://i.scdn.co/image/ab67616d0000b2735c1f5a7c0e234aa3d96122da,https://open.spotify.com/track/0cWPr2PvYTQERq88b4jGXw
1361,The Inner Child,34,['Mike Oldfield'],1998-08-31,https://i.scdn.co/image/ab67616d0000b27335d9766e9bb9bdcf0c2ce58d,https://open.spotify.com/track/6KWshmIBkQAycYzitZDyWW
1361,To France - Remastered 2015,57,['Mike Oldfield'],2016-01-29,https://i.scdn.co/image/ab67616d0000b273aa2a57bad78add9ab770ace9,https://open.spotify.com/track/2qIWvQsisYABbppFUkBsdj
1361,Lousy In Little League,41,['Brian Regan'],1997-10-28,https://i.scdn.co/image/ab67616d0000b273c2bf6ba9a4281189ec7c924d,https://open.spotify.com/track/36AIZsFt5pveSliHiqXkG6
1361,Evel Knievel,40,['Brian Regan'],1997-10-28,https://i.scdn.co/image/ab67616d0000b273c2bf6ba9a4281189ec7c924d,https://open.spotify.com/track/2j5Zkzy7uR8AlCJyJvT1B4
1361,Нитью,34,['Mariya Chaykovskaya'],2015-09-30,https://i.scdn.co/image/ab67616d0000b2736ca4d6602aed0478052c8a99,https://open.spotify.com/track/6t3Jesr0lG7Tr32SpLwzB7
1361,June Rain,34,['Hu Ge'],2005-01-21,https://i.scdn.co/image/ab67616d0000b27347a0c526a3fcafec5601b1c0,https://open.spotify.com/track/7a5L9r8Ur8XZGZ98EXVwWs
1361,Disco Weirdo,49,['Hedviga Kapakova'],2020-10-12,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
1361,Crazy Orchestra,49,['Hedviga Kapakova'],2020-10-12,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
1361,The Mighty Quinn - Mono Version,50,['Manfred Mann'],1997-01-01,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
1361,Desde que te vi,51,['Natalino'],2007-10-17,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
1361,В комнате цветных пелерин,46,['Mariya Chaykovskaya'],2015-09-30,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
1361,Butterfly,53,['Kaela Kimura'],2009-06-24,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
