,id,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls,idx
95,3At6Er6Lapy9lSavoDVBux,Il cielo in una stanza,42,174916,0,['Mina'],1942-11-13,0.245,0.297,3,-14.806,1,0.03,0.899,1.02e-06,0.114,0.464,91.895,4,https://i.scdn.co/image/ab67616d0000b273a18ef08ecf6541b6079fe5a9,https://open.spotify.com/track/3At6Er6Lapy9lSavoDVBux,1181
729,2w3DhdtQDnAzeNNH39kfpJ,Red Pepper Blues,36,220520,0,['Art Pepper'],1957,0.683,0.419,1,-11.7,1,0.0456,0.25,0.000127,0.322,0.544,82.228,4,https://i.scdn.co/image/ab67616d0000b273ce3b0a3986498eb2e5d05b67,https://open.spotify.com/track/2w3DhdtQDnAzeNNH39kfpJ,1181
812,1l3LlJBzlX88dud57rG4Bp,Falsa Baiana - Voice,31,191067,0,"['Geraldo Pereira', 'Paulinho Moska']",1957,0.587,0.424,2,-12.105,1,0.0968,0.713,9.03e-06,0.152,0.587,84.591,4,https://i.scdn.co/image/ab67616d0000b2738901e3eb64e87c2936889ff6,https://open.spotify.com/track/1l3LlJBzlX88dud57rG4Bp,1181
1352,6Z1wTOOEaeFamNRNeK52IV,Everything Happpens To Me,31,186600,0,"['Art Pepper', 'Sonny Redd']",1959-01-01,0.617,0.238,5,-8.659,0,0.0436,0.992,0.743,0.119,0.401,71.533,4,https://i.scdn.co/image/ab67616d0000b273a839655508f7d1e5683f552f,https://open.spotify.com/track/6Z1wTOOEaeFamNRNeK52IV,1181
3214,08uHhxF3b1tUi9mmUhKHZj,Maria,49,199333,0,"['Evadne Baker', 'Annalee', 'Portia Nelson', 'Marni Nixon']",1965-01-01,0.472,0.226,9,-13.593,1,0.204,0.888,0.0,0.196,0.618,67.056,4,https://i.scdn.co/image/ab67616d0000b273e60e9562d3562c6d6a88a994,https://open.spotify.com/track/08uHhxF3b1tUi9mmUhKHZj,1181
5205,759hoPkwz8I4JGrrUXHV4G,La voce del silenzio - 2001 Remastered Version,39,226373,0,['Mina'],1968-12,0.331,0.58,10,-8.757,1,0.0661,0.451,0.0,0.979,0.445,80.135,4,https://i.scdn.co/image/ab67616d0000b27321f4324f913a8b041292c34e,https://open.spotify.com/track/759hoPkwz8I4JGrrUXHV4G,1181
7317,7djxemkRcsWAqrWTye4Vxt,"Grande, grande, grande - 2001 Remastered Version",47,240933,0,['Mina'],1971-11,0.436,0.323,7,-13.326,1,0.0409,0.702,0.00279,0.0988,0.521,95.613,4,https://i.scdn.co/image/ab67616d0000b273ad8db03a560adcabb51316da,https://open.spotify.com/track/7djxemkRcsWAqrWTye4Vxt,1181
15774,7gD6o7he5P7douS6l88q5I,Senza Fiato - 2001 Remaster,42,246400,0,['Mina'],1982-11,0.757,0.603,4,-10.83,0,0.0369,0.0519,0.0,0.0885,0.734,100.212,4,https://i.scdn.co/image/ab67616d0000b2732edbc1a0219db80d8fe82c98,https://open.spotify.com/track/7gD6o7he5P7douS6l88q5I,1181
16825,3AFQooVg2yuNNIlzohjj2Y,"Ancora, Ancora, Ancora - 2001 Remaster",38,258933,0,['Mina'],1983,0.553,0.402,6,-12.07,0,0.0263,0.0674,0.000791,0.321,0.448,100.397,4,https://i.scdn.co/image/ab67616d0000b273d7328498bd1e6ac9cd958fcb,https://open.spotify.com/track/3AFQooVg2yuNNIlzohjj2Y,1181
23029,6nxHMqTNKWlQnx5AFxz1iX,Green Machine,55,217907,0,['Kyuss'],1992-01-01,0.497,0.947,0,-8.802,1,0.0391,8.21e-05,0.000693,0.118,0.588,90.371,4,https://i.scdn.co/image/ab67616d0000b2738f7519cd69450a1f8b6a4fa3,https://open.spotify.com/track/6nxHMqTNKWlQnx5AFxz1iX,1181
37783,2cOSF20k8VkEoXllO0PsbG,Four Brothers,51,178533,0,['Art Pepper'],1959-01-01,0.492,0.583,8,-9.927,1,0.19,0.673,2.38e-06,0.201,0.798,73.64,4,https://i.scdn.co/image/ab67616d0000b273a812e213c3540b806ac42cc3,https://open.spotify.com/track/2cOSF20k8VkEoXllO0PsbG,1181
38486,62JMqoB8NQxFxLj0h0cNh2,Always There,35,294667,0,['Ronnie Laws & Pressure'],1975,0.606,0.907,1,-12.467,1,0.0408,0.23,0.845,0.108,0.71,103.696,4,https://i.scdn.co/image/ab67616d0000b2735b849fd7187b1f2b198c3f63,https://open.spotify.com/track/62JMqoB8NQxFxLj0h0cNh2,1181
41368,491T7mr4TMQoGNDgceIIAo,Kalena Kai,46,262253,0,['Keola Beamer'],1994-07-19,0.455,0.204,1,-17.364,1,0.0324,0.845,0.894,0.111,0.0842,96.937,4,https://i.scdn.co/image/ab67616d0000b2734e21e779a38841fbeb9b05ab,https://open.spotify.com/track/491T7mr4TMQoGNDgceIIAo,1181
46087,1RRtwzGtcOhI8seqh8fV2u,Insieme - 2001 Remastered Version,33,249933,0,['Mina'],1970-11,0.266,0.477,2,-7.949,1,0.0293,0.693,5.99e-05,0.348,0.276,79.346,4,https://i.scdn.co/image/ab67616d0000b2733534f65c089761c29af90077,https://open.spotify.com/track/1RRtwzGtcOhI8seqh8fV2u,1181
46403,5ncLNCx0nnz763Aug1q4ay,No Way Out,39,262573,0,['Jefferson Starship'],1984-05-30,0.587,0.791,5,-5.139,0,0.0301,0.0222,0.000115,0.0376,0.349,105.591,4,https://i.scdn.co/image/ab67616d0000b27320295a3d969c763d656d8ff0,https://open.spotify.com/track/5ncLNCx0nnz763Aug1q4ay,1181
48844,1aqGEA5h6OyeTOjamOqQdB,The Day We Find Love,47,292427,0,['911'],1997-01-01,0.587,0.574,11,-8.505,0,0.0232,0.041,0.0,0.145,0.521,83.989,4,https://i.scdn.co/image/ab67616d0000b273cf66c19bc787edf459b5ec32,https://open.spotify.com/track/1aqGEA5h6OyeTOjamOqQdB,1181
59561,1rcdPPsFokyqj8KF51xCHV,50 Million Year Trip (Downside Up),40,349133,0,['Kyuss'],1992-01-01,0.201,0.837,5,-10.53,0,0.039,0.000173,0.897,0.187,0.502,82.065,4,https://i.scdn.co/image/ab67616d0000b2738f7519cd69450a1f8b6a4fa3,https://open.spotify.com/track/1rcdPPsFokyqj8KF51xCHV,1181
64050,1WPAQR4AGJq9LmZOI6KEax,One Inch Man,41,210733,1,['Kyuss'],1995-05-30,0.559,0.786,7,-9.437,1,0.0492,0.155,0.874,0.123,0.319,97.951,4,https://i.scdn.co/image/ab67616d0000b2732514cc5440791ec9f69a7b1a,https://open.spotify.com/track/1WPAQR4AGJq9LmZOI6KEax,1181
64084,7vGiMj5OHWXDaeKxFfmAvQ,Catamaran,42,179827,0,['Kyuss'],1995-05-30,0.472,0.72,1,-9.966,1,0.036,0.0365,0.786,0.105,0.384,92.669,4,https://i.scdn.co/image/ab67616d0000b2732514cc5440791ec9f69a7b1a,https://open.spotify.com/track/7vGiMj5OHWXDaeKxFfmAvQ,1181
92061,6msuChES3Kftjw2HegdQ65,Il Cigno Dell'Amore - 2001 Remaster,34,264293,0,['Mina'],1982-11,0.707,0.566,7,-8.275,0,0.0322,0.143,5.18e-05,0.0549,0.557,90.152,4,https://i.scdn.co/image/ab67616d0000b273164ae2435686f9998a9cfb20,https://open.spotify.com/track/6msuChES3Kftjw2HegdQ65,1181
92145,6Al4oITGudbYvcBzO65ah6,Son of a Bitch,34,363307,1,['Kyuss'],1991,0.456,0.7,5,-13.014,1,0.0464,0.0353,0.0469,0.182,0.471,101.023,4,https://i.scdn.co/image/ab67616d0000b273e820f51ba77390711ef7ea65,https://open.spotify.com/track/6Al4oITGudbYvcBzO65ah6,1181
92173,0ZDXI91Cf66bJRs3oG12xt,Writhe,35,222293,0,['Kyuss'],1992-01-01,0.41,0.662,2,-15.201,0,0.0308,0.0164,0.627,0.436,0.602,86.25,4,https://i.scdn.co/image/ab67616d0000b2738f7519cd69450a1f8b6a4fa3,https://open.spotify.com/track/0ZDXI91Cf66bJRs3oG12xt,1181
92175,4K9umAd9TkXbPld2Bx4v8c,Thong Song,36,227133,0,['Kyuss'],1992-01-01,0.365,0.465,0,-14.888,1,0.0434,0.00278,0.0219,0.222,0.453,93.688,4,https://i.scdn.co/image/ab67616d0000b2738f7519cd69450a1f8b6a4fa3,https://open.spotify.com/track/4K9umAd9TkXbPld2Bx4v8c,1181
99615,1wS8U8fR1jlx9h7CAUAPY9,'Imi Au Iā ʻOe,43,190333,0,['Keola Beamer'],1997-04-15,0.542,0.0645,0,-18.841,1,0.0386,0.977,0.87,0.109,0.155,76.832,3,https://i.scdn.co/image/ab67616d0000b2730fe2d97e7c5463b36129e02a,https://open.spotify.com/track/1wS8U8fR1jlx9h7CAUAPY9,1181
104773,2ENzbkJJShkj1d9mPKofQ9,Nu kan du få mig så lätt,48,268333,0,['Håkan Hellström'],2000-09-25,0.282,0.587,8,-5.662,1,0.0306,0.281,2.82e-06,0.277,0.168,78.552,4,https://i.scdn.co/image/ab67616d0000b2739cf9c73c1277ff94d4608a32,https://open.spotify.com/track/2ENzbkJJShkj1d9mPKofQ9,1181
104834,4HMfyF1N7spvVdWuAzyk3C,Trubbel,38,237747,0,['Håkan Hellström'],2002,0.29,0.571,6,-8.553,0,0.0403,0.362,0.0,0.281,0.518,98.42,4,https://i.scdn.co/image/ab67616d0000b273d30b1b866c0169bc4b4dee56,https://open.spotify.com/track/4HMfyF1N7spvVdWuAzyk3C,1181
108889,4rrLIX4yCHpVglgnzxWibv,Love Too Good,33,364893,0,['Jefferson Starship'],1978-02-06,0.552,0.507,2,-14.198,0,0.025,0.241,0.148,0.12,0.692,91.875,4,https://i.scdn.co/image/ab67616d0000b2735a4a9669ca9edc91b2537501,https://open.spotify.com/track/4rrLIX4yCHpVglgnzxWibv,1181
134082,2WKldSa835nWGsXe0QMAKd,Noochbrand,34,249760,0,['Brandhärd'],2003-09-20,0.642,0.863,6,-5.897,1,0.179,0.319,0.0,0.199,0.677,97.209,4,https://i.scdn.co/image/ab67616d0000b27365972aa70b09fa546d894726,https://open.spotify.com/track/2WKldSa835nWGsXe0QMAKd,1181
