,name,popularity,artists,release_date,images,urls
1891,I Guess I'll Hang My Tears Out To Dry - Rudy Van Gelder Edition/Remastered 1999,53,['Dexter Gordon'],1962,https://i.scdn.co/image/ab67616d0000b273bb3ca42fa0a3f2f39143c9ab,https://open.spotify.com/track/58ylMBq2yqYdHyevarkNWa
1891,Three O'Clock In The Morning - Rudy Van Gelder Edition,40,['Dexter Gordon'],1962,https://i.scdn.co/image/ab67616d0000b273bb3ca42fa0a3f2f39143c9ab,https://open.spotify.com/track/1kZ5KjLRzgcbx8v5zP6Iyt
1891,Cheese Cake - Remastered 1999/Rudy Van Gelder Edition,38,['Dexter Gordon'],1962,https://i.scdn.co/image/ab67616d0000b273bb3ca42fa0a3f2f39143c9ab,https://open.spotify.com/track/367kqaJ8aCvK2wUCEE7oGb
1891,Where Are You? - Rudy Van Gelder Edition,35,['Dexter Gordon'],1962,https://i.scdn.co/image/ab67616d0000b273bb3ca42fa0a3f2f39143c9ab,https://open.spotify.com/track/5OiS6Qse8ZY9jJ5CTwO9Yx
1891,Scrapple From The Apple,37,['Dexter Gordon'],1963,https://i.scdn.co/image/ab67616d0000b2737bbd4c4827f1e56bcf7613ab,https://open.spotify.com/track/5f4V1rtxYYbGnTbITkkIV7
1891,Darn That Dream - Remastered 2015,43,['Dexter Gordon'],1965-09-01,https://i.scdn.co/image/ab67616d0000b27389350d0ebbaa48a1157c446d,https://open.spotify.com/track/1Owq03yMItfgZMpt9CSe80
1891,Le Coiffeur,43,['Dexter Gordon'],1966-08-01,https://i.scdn.co/image/ab67616d0000b2739eb1b8ed1b9b7e3ddcb9317b,https://open.spotify.com/track/2dk9zmPIOjVXhUgeLgfKNU
1891,The Shadow of Your Smile,55,"['Dexter Gordon', 'Slide Hampton']",1969-04-21,https://i.scdn.co/image/ab67616d0000b273fdf64871ca25b95a4043749a,https://open.spotify.com/track/0sRAziWSeUedBSKjapsy9F
1891,Burning Bridges,37,['Mike Curb Congregation'],1970-08-05,https://i.scdn.co/image/ab67616d0000b273e052c962a9a7d35b6d3e570e,https://open.spotify.com/track/62IpHlc3GPeKYFsEEZJokU
1891,"Burning Bridges - From ""Kelly's Heroes""",38,['Mike Curb Congregation'],1971-11-04,https://i.scdn.co/image/ab67616d0000b27396333d81559b01cc2127b073,https://open.spotify.com/track/3vebNfy1J5fqvz05hKt2Xl
1891,Blue bossa,40,['Dexter Gordon'],1976-11-09,https://i.scdn.co/image/ab67616d0000b27329bdc7acb7c3a052612a98b9,https://open.spotify.com/track/4LbJFM4QRgvKoYU7nzj3Dx
1891,Cuando Tu Naciste,45,['Óscar Medina'],1993-05-01,https://i.scdn.co/image/ab67616d0000b273bbb0796ad38b243d8735706f,https://open.spotify.com/track/3czpwuWnvX5TRW75ffwtlG
1891,3AM,71,['Matchbox Twenty'],1996-10-01,https://i.scdn.co/image/ab67616d0000b27323dbfb8b3b1be429587f5380,https://open.spotify.com/track/5vYA1mW9g2Coh1HUFUSmlb
1891,Long Day,55,['Matchbox Twenty'],1996-10-01,https://i.scdn.co/image/ab67616d0000b27323dbfb8b3b1be429587f5380,https://open.spotify.com/track/4r7im8h2DTRPvl25YfNyIT
1891,If You're Gone,67,['Matchbox Twenty'],2000-05-23,https://i.scdn.co/image/ab67616d0000b2733813e6d5d97334659fb1daed,https://open.spotify.com/track/2f5N826udWfjT9iomeaBJt
1891,En la Casa de Mi Padre,38,['Óscar Medina'],1985-09-01,https://i.scdn.co/image/ab67616d0000b27339c0382875a2c5610405b181,https://open.spotify.com/track/6YmlYwj8sZsdsUPtWBwqkE
1891,Escondida Esta Mi Vida,37,['Óscar Medina'],1985-09-01,https://i.scdn.co/image/ab67616d0000b27339c0382875a2c5610405b181,https://open.spotify.com/track/4UBpP9QVv9NDHasijN1dAk
1891,La Meta Final,36,['Óscar Medina'],1985-09-01,https://i.scdn.co/image/ab67616d0000b27339c0382875a2c5610405b181,https://open.spotify.com/track/3YVqByMKT1kErB7Pj4Mz8V
1891,Há Poder no Sangue de Jesus,31,['Jair e Hosana'],1979-04-10,https://i.scdn.co/image/ab67616d0000b273f57311fedd92c380516c9bcf,https://open.spotify.com/track/46ep3gZw1R3OKmmzJ7cCMH
1891,Encontre una Paz,36,['Óscar Medina'],1985-09-01,https://i.scdn.co/image/ab67616d0000b27339c0382875a2c5610405b181,https://open.spotify.com/track/6VZNBtvzEhqhCCMb2ZPrRd
1891,Corazones de Piedra,32,['Óscar Medina'],1985-09-01,https://i.scdn.co/image/ab67616d0000b27339c0382875a2c5610405b181,https://open.spotify.com/track/6CqAAMcDg1WLO781yCh7t4
1891,Mi Corazon Lloro,36,['Óscar Medina'],1990-08-01,https://i.scdn.co/image/ab67616d0000b2737254236b5a2d287328802a7b,https://open.spotify.com/track/3jxcnYFpDuq6VsyxcfFncx
1891,Nueva Primavera,33,['Óscar Medina'],1990-08-01,https://i.scdn.co/image/ab67616d0000b2737254236b5a2d287328802a7b,https://open.spotify.com/track/5b45VcxdYVSZhz9BJZZfJl
1891,El Amor Llego,42,['Óscar Medina'],1992-12-01,https://i.scdn.co/image/ab67616d0000b2730096a18bc9d4cc02e65621da,https://open.spotify.com/track/6GJQ3H51TT4wuJDJfOgx7r
1891,Buenos Dias Mundo,33,['Óscar Medina'],1992-12-01,https://i.scdn.co/image/ab67616d0000b2730096a18bc9d4cc02e65621da,https://open.spotify.com/track/1HI4mW36puRMllaV4JqOjy
1891,El Dia Que Vine a El,33,['Óscar Medina'],1992-12-01,https://i.scdn.co/image/ab67616d0000b2730096a18bc9d4cc02e65621da,https://open.spotify.com/track/396ZFTkz4J2zUZOOF3jjAJ
1891,Buscale,44,['Óscar Medina'],1993-05-01,https://i.scdn.co/image/ab67616d0000b273bbb0796ad38b243d8735706f,https://open.spotify.com/track/17tx3xI3GndsLi8oQJ36RK
1891,A Esos Niños de la Calle,35,['Óscar Medina'],1993-05-01,https://i.scdn.co/image/ab67616d0000b273bbb0796ad38b243d8735706f,https://open.spotify.com/track/22W2iBQa99tcvcgWb6hJjz
1891,Argue,42,['Matchbox Twenty'],1996-10-01,https://i.scdn.co/image/ab67616d0000b27323dbfb8b3b1be429587f5380,https://open.spotify.com/track/3DrzeqjTR3O9zCBdeSRoYu
1891,Voy a Olvidarte,32,['Grupo Alegría'],1986-06-01,https://i.scdn.co/image/ab67616d0000b273ba509d5cd8971173bc7148c9,https://open.spotify.com/track/1Mp48hN4lIGaUtK9sNTZII
1891,No Dejes de Luchar,32,['Óscar Medina'],1993-05-01,https://i.scdn.co/image/ab67616d0000b273bbb0796ad38b243d8735706f,https://open.spotify.com/track/6CgcUlBenvFUa3Hl4MnsmU
1891,Tenor madness,33,['Dexter Gordon'],1987,https://i.scdn.co/image/ab67616d0000b273f088583bd624c85e980c6287,https://open.spotify.com/track/3FbVaUe0hFeLKun8dHAOls
1891,Darn That Dream,33,['Dexter Gordon'],1991-01-01,https://i.scdn.co/image/ab67616d0000b273f3a82e88e6b97e92fff7cab5,https://open.spotify.com/track/1r1JtYz4XhvIIU1bIMQ0cn
1891,Friends of P.,42,['The Rentals'],1995-10-20,https://i.scdn.co/image/ab67616d0000b2736ea752cbdc0b66727d1a5e8a,https://open.spotify.com/track/5NjIog0vXS0VBWa5a94vzJ
1891,I'm A Fool To Want You,49,['Dexter Gordon'],1991-01-01,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
1891,I'm A Fool To Want You,35,['Dexter Gordon'],1979-01-01,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
1891,"Te Amo, Te Amo",33,['Óscar Medina'],1995-06-01,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
