,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls
1651,I Want a Hippopotamus for Christmas (Hippo the Hero),44,155467,0,['Gayla Peevey'],1953-11-11,0.853,0.338,7,-9.124,1,0.0491,0.832,0.00602,0.135,0.927,113.881,4,https://i.scdn.co/image/ab67616d0000b27315757bbb97b673b118e23871,https://open.spotify.com/track/5P8Xvy5tzhmfyfA6GplQ8h
1651,Cantares,56,196827,0,['Joan Manuel Serrat'],1969,0.494,0.432,7,-6.488,1,0.0388,0.893,0.0,0.104,0.398,127.122,4,https://i.scdn.co/image/ab67616d0000b27341500ef6271359321090acfd,https://open.spotify.com/track/3sjv1TBUwUjXeyUrsH3DwJ
1651,Mediterraneo,49,205227,0,['Joan Manuel Serrat'],1969,0.545,0.59,9,-7.257,0,0.0813,0.599,0.0,0.0916,0.583,100.835,3,https://i.scdn.co/image/ab67616d0000b273498632d4baf651c3451006b2,https://open.spotify.com/track/3hx9T4CWGDvMbINMBfyrnW
1651,Penelope,48,241893,0,['Joan Manuel Serrat'],1969,0.282,0.584,9,-5.008,1,0.0325,0.756,0.0,0.202,0.42,135.87,4,https://i.scdn.co/image/ab67616d0000b273498632d4baf651c3451006b2,https://open.spotify.com/track/099StFOYvyeMEYQU6jxuyr
1651,La Saeta,45,139467,0,['Joan Manuel Serrat'],1969,0.345,0.476,2,-6.077,0,0.0375,0.761,0.0,0.101,0.587,105.971,3,https://i.scdn.co/image/ab67616d0000b27341500ef6271359321090acfd,https://open.spotify.com/track/5d6NoRmMBfFoNRjrWKIPBf
1651,Hoy Puede Ser un Gran Día,42,130667,0,['Joan Manuel Serrat'],1969,0.634,0.79,7,-3.832,1,0.202,0.461,0.0,0.328,0.924,97.23,4,https://i.scdn.co/image/ab67616d0000b273498632d4baf651c3451006b2,https://open.spotify.com/track/3vM9EObWgd6nBzsEVBGIs2
1651,La Mujer Que Yo Quiero,41,229040,0,['Joan Manuel Serrat'],1969,0.551,0.492,1,-7.188,0,0.0288,0.613,0.0,0.103,0.733,116.49,4,https://i.scdn.co/image/ab67616d0000b273498632d4baf651c3451006b2,https://open.spotify.com/track/3GuUtxubpUewt8tckD79Bl
1651,Cantares - En Directo,38,196200,0,['Joan Manuel Serrat'],1969,0.545,0.681,7,-5.754,1,0.152,0.699,0.0,0.985,0.502,121.855,1,https://i.scdn.co/image/ab67616d0000b273498632d4baf651c3451006b2,https://open.spotify.com/track/2KwfO7Kz3JZ99h8JGyZsbC
1651,He Andado Muchos Caminos,37,151960,0,['Joan Manuel Serrat'],1969,0.627,0.483,0,-5.31,1,0.0473,0.775,0.0,0.203,0.621,133.804,4,https://i.scdn.co/image/ab67616d0000b27341500ef6271359321090acfd,https://open.spotify.com/track/4GHlOu6XgP4mNZJjCsDwZv
1651,Guitarra del Meson,34,118067,0,['Joan Manuel Serrat'],1969,0.514,0.221,0,-9.793,0,0.0335,0.915,3.3e-06,0.183,0.569,109.133,4,https://i.scdn.co/image/ab67616d0000b27341500ef6271359321090acfd,https://open.spotify.com/track/7EDvwgzOYTQMlNpqACBe4O
1651,Mediterraneo,61,205227,0,['Joan Manuel Serrat'],1971,0.545,0.59,9,-7.257,0,0.0813,0.599,0.0,0.0916,0.583,100.835,3,https://i.scdn.co/image/ab67616d0000b27318c680615698813af5f21fb7,https://open.spotify.com/track/7Bewui7KtaMzROeteRitRz
1651,La Mujer Que Yo Quiero,49,229040,0,['Joan Manuel Serrat'],1971,0.551,0.492,1,-7.188,0,0.0288,0.613,0.0,0.103,0.733,116.49,4,https://i.scdn.co/image/ab67616d0000b27318c680615698813af5f21fb7,https://open.spotify.com/track/7woFqgcnG5w6xBGHC2wlXY
1651,Lucia,43,183867,0,['Joan Manuel Serrat'],1971,0.324,0.395,0,-8.169,0,0.0345,0.871,0.0,0.134,0.277,151.826,4,https://i.scdn.co/image/ab67616d0000b27318c680615698813af5f21fb7,https://open.spotify.com/track/12WvazyWWnlgEkZggu2KsW
1651,Tio Alberto,43,200667,0,['Joan Manuel Serrat'],1971,0.442,0.37,1,-7.983,0,0.032,0.524,0.0,0.0999,0.645,94.092,4,https://i.scdn.co/image/ab67616d0000b27318c680615698813af5f21fb7,https://open.spotify.com/track/7gTFFOFM1VF5e9uy98suHw
1651,Barquito de Papel,41,177933,0,['Joan Manuel Serrat'],1971,0.468,0.313,9,-9.252,1,0.0297,0.762,0.0,0.263,0.37,112.599,4,https://i.scdn.co/image/ab67616d0000b27318c680615698813af5f21fb7,https://open.spotify.com/track/2HEPFHV2TuDkukfvIhtL4v
1651,Vagabundear,40,158227,0,['Joan Manuel Serrat'],1971,0.568,0.733,10,-6.133,1,0.0367,0.441,0.0,0.218,0.907,133.828,3,https://i.scdn.co/image/ab67616d0000b27318c680615698813af5f21fb7,https://open.spotify.com/track/42bexrdVXl5MvjzBam0hhn
1651,Vencidos,35,200307,0,['Joan Manuel Serrat'],1971,0.365,0.552,9,-6.083,1,0.0351,0.414,0.0,0.0608,0.596,144.319,4,https://i.scdn.co/image/ab67616d0000b27318c680615698813af5f21fb7,https://open.spotify.com/track/2zhHihhcyU0RFiOC0cjZbu
1651,Na boca do sol,48,179973,0,['Arthur Verocai'],1972,0.442,0.486,11,-13.41,0,0.0446,0.864,0.482,0.358,0.369,141.024,4,https://i.scdn.co/image/ab67616d0000b273816dff6b953279497b0e7732,https://open.spotify.com/track/5oiueCPkJCU9wCmQO5HDTj
1651,Para la Libertad,43,170907,0,['Joan Manuel Serrat'],1972,0.469,0.651,2,-5.37,1,0.0408,0.229,0.0,0.0994,0.844,126.071,4,https://i.scdn.co/image/ab67616d0000b2735ffb69bebfd87d499de7e127,https://open.spotify.com/track/2MbBeecWBAEHAYEC37Gk6s
1651,Pelas sombras,41,136773,0,['Arthur Verocai'],1972,0.357,0.482,7,-13.527,1,0.0323,0.818,0.000103,0.794,0.573,103.754,4,https://i.scdn.co/image/ab67616d0000b273816dff6b953279497b0e7732,https://open.spotify.com/track/5FAacBChaLWMAXNRmM0yrY
1651,Que mapa?,38,162720,0,['Arthur Verocai'],1972,0.578,0.301,11,-15.523,0,0.0329,0.86,0.23,0.386,0.686,119.545,4,https://i.scdn.co/image/ab67616d0000b273816dff6b953279497b0e7732,https://open.spotify.com/track/3BaJ1Z5Tn1JEFzN58qz7ll
