,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls
1211,You're So Last Summer - Remastered,59,181337,0,['Taking Back Sunday'],2002-03-26,0.363,0.756,11,-4.687,0,0.0494,0.00775,0.0,0.0794,0.68,155.644,4,https://i.scdn.co/image/ab67616d0000b2731fc8bc00af1c877377d1dcf8,https://open.spotify.com/track/0cY6CAgB5wShSOTT3lQl2t
1211,A Decade Under The Influence,59,247760,0,['Taking Back Sunday'],2004-07-27,0.491,0.904,9,-4.729,1,0.0765,0.00929,0.0,0.106,0.607,156.031,4,https://i.scdn.co/image/ab67616d0000b273b285685a56c953c1a37bf639,https://open.spotify.com/track/6um5ccNzX7k3SRsVnLupvI
1211,5-12 (Remix),40,280869,1,"['El Zeta', 'Akim', 'Anyuri', 'Chamaco', 'wvltz']",2020-01-27,0.59,0.705,6,-4.691,1,0.167,0.104,0.0,0.111,0.694,126.69,5,https://i.scdn.co/image/ab67616d0000b273a7a6007e638eefe231f23d5b,https://open.spotify.com/track/0EiSamHFdgsajFuKjFmXWV
1211,The Riddle Anthem - Rework,56,173333,0,"['Mike Candys', 'Jack Holiday']",2018-09-28,0.796,0.926,6,-4.925,0,0.0401,0.0027,0.0,0.0599,0.458,126.03,4,https://i.scdn.co/image/ab67616d0000b273a98bb62a31e5ace13dd85dca,https://open.spotify.com/track/4E18v8nVzQCeZBAGMZOtCI
1211,Holde Rundt Deg,48,209360,0,"['Hver gang vi møtes', 'Sol Heilo']",2019-02-02,0.588,0.452,2,-7.774,1,0.0406,0.338,0.0,0.0593,0.502,143.772,4,https://i.scdn.co/image/ab67616d0000b2735ca11f308e1d89960d94beb0,https://open.spotify.com/track/3noJnTp8dsnnRi6WNh5fhs
1211,Hva kjærlighet er,44,254480,0,['No. 4'],2019-09-20,0.647,0.317,1,-10.784,1,0.0389,0.59,0.000136,0.117,0.442,119.929,4,https://i.scdn.co/image/ab67616d0000b2736c99ee1d780587dfe64616e1,https://open.spotify.com/track/5V6QuMxE9efXTyUQYZWy38
1211,Yalnız Kurt,43,335893,0,['Ahmet Şafak'],2008-10-31,0.279,0.822,0,-4.405,0,0.0722,0.774,0.000543,0.249,0.477,166.448,4,https://i.scdn.co/image/ab67616d0000b273e20d0e8694d7dfb2ef0d3eda,https://open.spotify.com/track/1LOmyeDhBuc9qEChGAgQwU
1211,Koptum Bu Gece,44,213000,0,['Uygar Doğanay'],2015,0.587,0.877,7,-5.001,1,0.15,0.131,0.0,0.077,0.71,128.041,4,https://i.scdn.co/image/ab67616d0000b2730f374814fc80c5362c103e4b,https://open.spotify.com/track/5TxJrWNllYXSIqtB0yBn5J
1211,This Photograph Is Proof (I Know You Know),51,251373,0,['Taking Back Sunday'],2004-07-27,0.536,0.855,7,-5.269,1,0.144,0.00139,0.0,0.0815,0.522,157.942,3,https://i.scdn.co/image/ab67616d0000b273b285685a56c953c1a37bf639,https://open.spotify.com/track/3m1OyPw3fzMPAwDMcYcM6Z
1211,Amarte A La Antigua,52,218627,0,['Pedro Fernández'],2009-01-01,0.458,0.398,9,-7.843,1,0.0289,0.737,0.0,0.149,0.387,143.912,4,https://i.scdn.co/image/ab67616d0000b2738cde530b4e7d18b80593561b,https://open.spotify.com/track/7HveFMabDEzhn8ceKY5L6f
1211,El Ganador (The Winner Takes It All),42,288040,0,['Pedro Fernández'],2007-03-21,0.634,0.37,10,-13.537,1,0.0321,0.741,2.48e-05,0.0823,0.171,126.954,4,https://i.scdn.co/image/ab67616d0000b273648367a8508aca3e64136e33,https://open.spotify.com/track/1ke3oF30JbXZbxnsXPkbKl
1211,Die Krankenschwester - Party Remix 2002,38,195947,0,['Klaus & Klaus'],2002,0.674,0.995,6,-5.573,1,0.0419,0.0568,0.0,0.329,0.85,142.026,4,https://i.scdn.co/image/ab67616d0000b273260563f8ae83b64923aa3d9e,https://open.spotify.com/track/4aBDm7gBtuPJ9uwi5jPZtL
1211,Hallo Helmut (Andere Farbe),54,185625,0,['Honk!'],2017-04-21,0.66,0.812,9,-3.298,0,0.112,0.191,0.0,0.292,0.532,127.911,4,https://i.scdn.co/image/ab67616d0000b273f8a98e474a69325729eb01f9,https://open.spotify.com/track/718GnYamruAF37EAMaa600
1211,Anna-Lena,55,180742,0,"['Honk!', 'Deejay Matze']",2019-05-10,0.632,0.923,9,-2.612,1,0.0526,0.00441,0.0,0.306,0.598,137.967,4,https://i.scdn.co/image/ab67616d0000b273cbb245b98407684fe0d0bcc5,https://open.spotify.com/track/5NTiHVwhx2FpUsuSbgkDGE
