,id,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls,idx
3456,555nuYZPtb7Gvs05LoqSL1,Outra Vez,35,199040,0,['João Donato E Seu Trio'],1965-01-01,0.543,0.572,4,-14.919,0,0.0366,0.793,0.789,0.106,0.854,84.073,4,https://i.scdn.co/image/ab67616d0000b27354308b03f1222869117825bd,https://open.spotify.com/track/555nuYZPtb7Gvs05LoqSL1,1971
12231,70yHwEYbVCFofCelzPSnjv,It Feels so Good to Be Loved so Bad,41,278947,0,['The Manhattans'],1977,0.537,0.59,0,-8.613,0,0.0382,0.392,0.0,0.101,0.43,77.954,4,https://i.scdn.co/image/ab67616d0000b273878da5f018f85e7fb90fcc23,https://open.spotify.com/track/70yHwEYbVCFofCelzPSnjv,1971
13995,0np4arBSp4ZBOfXGZhXQ4I,Shining Star,54,281853,0,['The Manhattans'],1980,0.612,0.329,4,-13.038,1,0.0365,0.0633,0.0,0.0658,0.572,74.046,4,https://i.scdn.co/image/ab67616d0000b2731e4d02e636d7356f65533fb2,https://open.spotify.com/track/0np4arBSp4ZBOfXGZhXQ4I,1971
20274,3A5l6QS6oJEWrL9sSN3l2c,The Big Blue - Overture,45,288293,0,['Éric Serra'],1988-04-01,0.409,0.411,6,-10.342,1,0.0351,0.0332,0.195,0.0792,0.0368,73.004,4,https://i.scdn.co/image/ab67616d0000b273486e9140c6b1e5c4e34a5d3e,https://open.spotify.com/track/3A5l6QS6oJEWrL9sSN3l2c,1971
30914,3jagGO7eHHuaD53ibehkux,Blood and Thunder,62,228587,0,['Mastodon'],2004-08-31,0.364,0.935,2,-6.548,1,0.0724,8.58e-06,0.729,0.0317,0.478,92.717,4,https://i.scdn.co/image/ab67616d0000b27300388d66c87c2c0033849bfd,https://open.spotify.com/track/3jagGO7eHHuaD53ibehkux,1971
41453,34OmYnEYTThEOjnHCvUxkO,Am I Losing You,35,225200,0,['The Manhattans'],1995-10-30,0.544,0.433,2,-10.467,0,0.0298,0.637,0.0,0.133,0.495,81.034,4,https://i.scdn.co/image/ab67616d0000b2730454e8dda607461e79c2307e,https://open.spotify.com/track/34OmYnEYTThEOjnHCvUxkO,1971
41457,3nggb77gJfNTB0NKJEHLnZ,Just The Lonely Talking Again,32,292267,0,['The Manhattans'],1995-10-30,0.555,0.352,1,-14.474,1,0.07,0.337,9.64e-06,0.283,0.495,62.841,4,https://i.scdn.co/image/ab67616d0000b2730454e8dda607461e79c2307e,https://open.spotify.com/track/3nggb77gJfNTB0NKJEHLnZ,1971
41465,4VO88hvgij1NzgmGpV1MPV,Shining Star,46,279400,0,['The Manhattans'],1995-10-30,0.551,0.432,9,-11.717,1,0.0379,0.0291,0.0,0.0563,0.617,74.513,4,https://i.scdn.co/image/ab67616d0000b2730454e8dda607461e79c2307e,https://open.spotify.com/track/4VO88hvgij1NzgmGpV1MPV,1971
46940,19xsNoT77WlLftzAOVl2Q9,Chin Chon Chow,35,173400,0,['Louie Ramirez And His Conjunto Chango'],1966-01-01,0.74,0.628,0,-9.555,0,0.0922,0.782,0.0039,0.0767,0.796,78.577,4,https://i.scdn.co/image/ab67616d0000b273dfc3578a34ecddaed6d4b09d,https://open.spotify.com/track/19xsNoT77WlLftzAOVl2Q9,1971
72551,1jtkP2Vj67mcBTXJgIOZsW,Confiesalo,75,197112,0,"['Maria Becerra', 'Rusherking']",2020-11-12,0.935,0.44,0,-7.27,0,0.0713,0.39,0.000395,0.0823,0.657,100.023,4,https://i.scdn.co/image/ab67616d0000b273040fb542476499d8dfcbb1d7,https://open.spotify.com/track/1jtkP2Vj67mcBTXJgIOZsW,1971
75620,0I4WTJZwtAmSI5mPDQZCz8,"К единственному, нежному",42,261735,0,['Lyubov Uspenskaya'],2007-06-19,0.68,0.497,11,-7.015,0,0.0245,0.503,0.0,0.0663,0.314,107.884,4,https://i.scdn.co/image/ab67616d0000b273edf4315df43ea3e79fcaf213,https://open.spotify.com/track/0I4WTJZwtAmSI5mPDQZCz8,1971
79845,1lwVavcQFA2LvUMFqpxa3f,Cadillac In the Swamp,35,365293,0,['Smokehouse'],1995-09-25,0.595,0.523,11,-9.792,0,0.0759,0.317,0.0284,0.292,0.487,98.425,3,https://i.scdn.co/image/ab67616d0000b2738fbd9b991750b91dcd74df63,https://open.spotify.com/track/1lwVavcQFA2LvUMFqpxa3f,1971
84112,4uHDcZYy7kQxNY0IzxDy7w,Tú Me Lo Haces Fácil,62,164667,0,['Maria Becerra'],2020-07-02,0.893,0.341,2,-7.169,0,0.0487,0.324,0.0,0.152,0.768,90.013,4,https://i.scdn.co/image/ab67616d0000b273570e1ae07e075235513f0c94,https://open.spotify.com/track/4uHDcZYy7kQxNY0IzxDy7w,1971
85276,4pDXiSOhsjHQCEE73vfxpW,Boomerang (feat. Martin Svátek),38,253610,1,"['Paulie Garand', 'Kenny Rough', 'Martin Svatek']",2015-11-30,0.63,0.814,5,-3.934,0,0.217,0.32,0.0,0.0538,0.499,80.356,4,https://i.scdn.co/image/ab67616d0000b27308406582b9a1620073cbbf53,https://open.spotify.com/track/4pDXiSOhsjHQCEE73vfxpW,1971
88961,5gFYlFpGVG6QO4Fq4O8ZX4,Touch love,48,244167,0,['Yoon Mirae'],2013-08-28,0.699,0.533,5,-4.228,1,0.0275,0.612,0.0,0.209,0.347,82.017,4,https://i.scdn.co/image/ab67616d0000b2737266264a5e2d5766a6e88bd6,https://open.spotify.com/track/5gFYlFpGVG6QO4Fq4O8ZX4,1971
91555,61stlbtpmtLrwYPlJiRBlc,Tu És um Erro,35,252466,0,['Yasmine'],2016-07-11,0.734,0.645,11,-6.073,0,0.0616,0.485,1.18e-05,0.101,0.471,93.017,4,https://i.scdn.co/image/ab67616d0000b273159136d98a2fcdbe924686e0,https://open.spotify.com/track/61stlbtpmtLrwYPlJiRBlc,1971
91595,32QMS3ZbvlDhC9pFRMEytM,Esquece o Mundo,43,246180,0,['Yasmine'],2017-02-06,0.775,0.66,9,-3.866,1,0.038,0.124,0.000745,0.185,0.473,92.975,4,https://i.scdn.co/image/ab67616d0000b273274269c4a55a798b0d6611dc,https://open.spotify.com/track/32QMS3ZbvlDhC9pFRMEytM,1971
92020,0SY4UXTIPkVlyGWFJhKMcY,Quem É ?,44,199220,0,['Yasmine'],2020-03-31,0.756,0.555,0,-6.59,0,0.0592,0.564,7.83e-06,0.105,0.622,98.039,4,https://i.scdn.co/image/ab67616d0000b273c9a2ddce8b1042a8ed5acd09,https://open.spotify.com/track/0SY4UXTIPkVlyGWFJhKMcY,1971
95872,0FDepNOJC0coTH6YjGvx6F,Koolen,35,55027,0,['Éric Serra'],1997-05-07,0.166,0.0153,11,-30.359,0,0.0355,0.969,0.97,0.11,0.0505,69.461,4,https://i.scdn.co/image/ab67616d0000b273b2cf19034c2a6f7582cae8b8,https://open.spotify.com/track/0FDepNOJC0coTH6YjGvx6F,1971
96527,6QuCKdMsTW8ppnUiFmxJLF,"Liz On Top Of The World - From ""Pride & Prejudice"" Soundtrack",57,82773,0,['Jean-Yves Thibaudet'],2005-01-01,0.217,0.117,3,-21.398,1,0.0374,0.975,0.911,0.0573,0.0388,46.755,3,https://i.scdn.co/image/ab67616d0000b273e362b8b63c780aad6fe2809f,https://open.spotify.com/track/6QuCKdMsTW8ppnUiFmxJLF,1971
96540,5YArnxq4lg8JYw7baZQnuE,"The Secret Life Of Daydreams - From ""Pride & Prejudice"" Soundtrack",54,115160,0,['Jean-Yves Thibaudet'],2005-01-01,0.296,0.0213,10,-30.051,1,0.0348,0.969,0.747,0.087,0.174,70.532,4,https://i.scdn.co/image/ab67616d0000b273e362b8b63c780aad6fe2809f,https://open.spotify.com/track/5YArnxq4lg8JYw7baZQnuE,1971
103600,6DlY5COcWh2iWKQ7sdEEqy,ห้องกระจก,37,304112,0,['Safeplanet'],2016-09-28,0.57,0.833,8,-4.68,0,0.0276,0.1,0.00736,0.12,0.509,101.02,4,https://i.scdn.co/image/ab67616d0000b273fd3d96be255ce46a5fa27d6a,https://open.spotify.com/track/6DlY5COcWh2iWKQ7sdEEqy,1971
103656,7pgqteQT7WVxDvykE56l0w,ระบาย,32,309187,0,['Safeplanet'],2016-02-15,0.589,0.797,9,-6.951,1,0.0332,0.499,0.532,0.238,0.31,112.052,4,https://i.scdn.co/image/ab67616d0000b27360e687eb0036936d7053dbce,https://open.spotify.com/track/7pgqteQT7WVxDvykE56l0w,1971
104069,66t4DQjeDsDUmA1WxKgnLU,พริบตา,49,245625,0,['Safeplanet'],2019-09-21,0.44,0.74,1,-5.375,1,0.0278,0.061,6.43e-06,0.273,0.293,100.076,4,https://i.scdn.co/image/ab67616d0000b2733aef0f7a2f3e2a203bd25d93,https://open.spotify.com/track/66t4DQjeDsDUmA1WxKgnLU,1971
104097,2RJ7Q3gHb6cOeNBioSARni,ข้างกาย,46,256875,0,['Safeplanet'],2019-09-10,0.573,0.874,11,-4.859,1,0.0271,0.101,0.0,0.0798,0.571,101.977,4,https://i.scdn.co/image/ab67616d0000b2732e143e19a7142f938ea90f95,https://open.spotify.com/track/2RJ7Q3gHb6cOeNBioSARni,1971
104106,1UE3B69id4Qv0sKT01DIcj,ห้องกระจก,45,304112,0,['Safeplanet'],2019-09-10,0.294,0.832,8,-4.684,0,0.037,0.101,0.0072,0.12,0.516,94.226,4,https://i.scdn.co/image/ab67616d0000b2732e143e19a7142f938ea90f95,https://open.spotify.com/track/1UE3B69id4Qv0sKT01DIcj,1971
104349,7LDJDMOH0Sv6gsXyFt0oUu,ไม่เคยเปลี่ยน - The Mountain,43,230250,0,['Safeplanet'],2020-08-20,0.508,0.858,10,-5.876,1,0.0428,0.0447,7.02e-06,0.11,0.511,107.075,4,https://i.scdn.co/image/ab67616d0000b273f460234f67c5338e869239fb,https://open.spotify.com/track/7LDJDMOH0Sv6gsXyFt0oUu,1971
104366,25R2FXWlat7osqS5RwDN4u,สิ่งที่เธอฝากไว้,42,309750,0,['Safeplanet'],2020-03-06,0.531,0.837,1,-5.706,1,0.0389,0.158,0.00138,0.064,0.505,104.955,4,https://i.scdn.co/image/ab67616d0000b27375a5cde4fa385191bafeda95,https://open.spotify.com/track/25R2FXWlat7osqS5RwDN4u,1971
113863,2AkrVmRet6UOW80uQKtLRK,Deep Blue Dream,32,93880,0,['Éric Serra'],1988-04-01,0.169,0.518,4,-6.354,1,0.0352,0.00145,0.0128,0.126,0.112,81.089,4,https://i.scdn.co/image/ab67616d0000b273486e9140c6b1e5c4e34a5d3e,https://open.spotify.com/track/2AkrVmRet6UOW80uQKtLRK,1971
