,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls
1571,Sex & Candy,69,173493,0,['Marcy Playground'],1997-01-01,0.67,0.558,2,-9.159,1,0.0251,0.238,0.0,0.106,0.63,80.511,4,https://i.scdn.co/image/ab67616d0000b27337d1e5c1ca98ce1ecd754d04,https://open.spotify.com/track/5mkGfmJGFZpwK9nA5amOhv
1571,Saint Joe On The School Bus,50,200156,0,['Marcy Playground'],1997-01-01,0.716,0.686,4,-7.127,1,0.0329,0.00333,0.00368,0.126,0.854,103.931,4,https://i.scdn.co/image/ab67616d0000b27337d1e5c1ca98ce1ecd754d04,https://open.spotify.com/track/1LC2Hcgf2RgEbxPHNTnzaC
1571,Retina Floja,53,151406,0,"['Bubaseta', 'Movimiento Original']",2009-08-20,0.729,0.865,1,-1.046,1,0.368,0.333,0.0,0.0673,0.873,82.584,4,https://i.scdn.co/image/ab67616d0000b27328b7d4bf1785e4d7f73cc522,https://open.spotify.com/track/4Ljqupk1tkA7PNxdmi3qws
1571,Unicamente,41,281519,0,['Deborah Blando'],1994-03-21,0.672,0.835,0,-8.815,1,0.044,0.304,0.00016,0.0964,0.821,93.934,4,https://i.scdn.co/image/ab67616d0000b2739601c09d493fdfabda763333,https://open.spotify.com/track/6pb31FEAdXc3uSG4TUIa5U
1571,Próprias Mentiras,37,289321,0,['Deborah Blando'],1994-03-21,0.544,0.836,2,-8.646,1,0.0518,0.0263,4.99e-05,0.126,0.612,92.94,4,https://i.scdn.co/image/ab67616d0000b2739601c09d493fdfabda763333,https://open.spotify.com/track/774rNIUDaC8CY98ADOj3GT
1571,To Koritsi Tou Mpampa,33,192522,1,['TOQUEL'],2015-07-22,0.712,0.504,0,-11.092,1,0.263,0.208,0.0,0.176,0.343,95.868,4,https://i.scdn.co/image/ab67616d0000b27359db8db104be1b50b7feda4e,https://open.spotify.com/track/5rqKaRtQgNnCgMkzCFOMzv
1571,G19,37,176727,1,['TOQUEL'],2018-07-31,0.748,0.586,1,-10.217,0,0.0611,0.259,0.0,0.254,0.303,110.046,4,https://i.scdn.co/image/ab67616d0000b273d6c5dd1724b4f064a9aaf0c3,https://open.spotify.com/track/46Cp76G3BOOfRUkZIImPLe
1571,Sandra,51,178089,1,['TOQUEL'],2019-05-27,0.78,0.759,4,-6.818,0,0.0604,0.229,3.9e-06,0.319,0.395,93.009,4,https://i.scdn.co/image/ab67616d0000b2739bccd70229afbb83b20e253f,https://open.spotify.com/track/73KYTCSbVlj5E02qWj8DPF
1571,Turu turai,38,269867,0,['Remedios Amaya'],1998,0.748,0.625,8,-14.448,1,0.156,0.478,0.000611,0.0932,0.802,91.741,4,https://i.scdn.co/image/ab67616d0000b273dc9c15485270474cb7f8a0f8,https://open.spotify.com/track/1PNMacIIq3qVDo9kRDU6wC
1571,El zarandeo,33,224947,0,"['Remedios Amaya', 'Caracter flamenco']",2000,0.69,0.69,7,-6.026,0,0.165,0.585,0.0,0.0671,0.71,88.256,4,https://i.scdn.co/image/ab67616d0000b2735a71e5c0d152bfc8baf60c63,https://open.spotify.com/track/7AlYBA5M9FVXDqN31cbExE
