,name,popularity,artists,release_date,images,urls
1911,A Hundred Pounds Of Clay,36,['Gene McDaniels'],1961-08-21,https://i.scdn.co/image/ab67616d0000b273a60f46fb87370066ac8fdd45,https://open.spotify.com/track/4s9qKAu0wMyIWVUB7Cuv3j
1911,Celebrate Youth,39,['Rick Springfield'],1985-07-01,https://i.scdn.co/image/ab67616d0000b273de8d34fa0f13af4ffd12827f,https://open.spotify.com/track/2r3KsOSz0BvLkzsGUy5YdV
1911,Si La Quieres,46,['Selena'],1992,https://i.scdn.co/image/ab67616d0000b273cdab46ca81738042ea122ec8,https://open.spotify.com/track/2cKCwfztCCpCILaWIBUS6I
1911,El Chico Del Apartamento 512,70,['Selena'],1994,https://i.scdn.co/image/ab67616d0000b273c26a4f2195b3ecf63d2a30ae,https://open.spotify.com/track/1lh3TnDpfNBNfLfOWghNnp
1911,Cobarde,52,['Selena'],1994,https://i.scdn.co/image/ab67616d0000b273c26a4f2195b3ecf63d2a30ae,https://open.spotify.com/track/4L4WW9hLWc9ZD7JYHXYOM8
1911,"Azok A Boldog, Szép Napok",40,['Beatrice'],1988-10-01,https://i.scdn.co/image/ab67616d0000b273488fc60040466eb8e8730d9c,https://open.spotify.com/track/5OSXrs34wUvEAl8yvf5pgo
1911,Americanos,45,['Holly Johnson'],1989,https://i.scdn.co/image/ab67616d0000b2735f94ac79aeb03fa08122e4d4,https://open.spotify.com/track/0WFyFJBpLuarpIQTMQ5Lr3
1911,Love Train,37,['Holly Johnson'],1989,https://i.scdn.co/image/ab67616d0000b2735f94ac79aeb03fa08122e4d4,https://open.spotify.com/track/1NUDglpwwjYElxi6siVRka
1911,Buenos Amigos,44,"['Selena', 'Alvaro Torres']",1992,https://i.scdn.co/image/ab67616d0000b273cdab46ca81738042ea122ec8,https://open.spotify.com/track/1qd1ipkgtdhbiJ2UiAH1HM
1911,Where Did The Feeling Go?,36,['Selena'],1992,https://i.scdn.co/image/ab67616d0000b273cdab46ca81738042ea122ec8,https://open.spotify.com/track/6E7Lm2PoUP4lAPN4UzOCoR
1911,Enamorada De Ti,36,['Selena'],1990,https://i.scdn.co/image/ab67616d0000b273429b5991c5d29dcd3fc0fe37,https://open.spotify.com/track/3eHbKczzbh0zH5olpTgfW8
1911,Yo Te Amo,32,['Selena'],1990,https://i.scdn.co/image/ab67616d0000b273429b5991c5d29dcd3fc0fe37,https://open.spotify.com/track/32ze3uxp07OPbNNzT15ZQ0
1911,Yo Me Voy,32,['Selena'],1990,https://i.scdn.co/image/ab67616d0000b273429b5991c5d29dcd3fc0fe37,https://open.spotify.com/track/7FG0sxuZd6palqjVdgfMBg
1911,Yo Te Sigo Queriendo,40,['Selena'],1992,https://i.scdn.co/image/ab67616d0000b273cdab46ca81738042ea122ec8,https://open.spotify.com/track/3TpXM6ms8GE04qe8mRaMou
1911,Siempre Estoy Pensando En Ti,35,['Selena'],1992,https://i.scdn.co/image/ab67616d0000b273cdab46ca81738042ea122ec8,https://open.spotify.com/track/5KtjbM5il3p0mnwmLg8SRw
1911,Disco Medley - Live From Astrodome,48,['Selena'],2001-09-24,https://i.scdn.co/image/ab67616d0000b273aa9cea5840203fd350b279f9,https://open.spotify.com/track/1WQul0oQcE4hUTW40G1gWu
1911,La Bamba,33,['Selena'],1989,https://i.scdn.co/image/ab67616d0000b273027318752d60bee85fdcf7f5,https://open.spotify.com/track/4xUQFUSPSJjSbLfmVRsZml
1911,God's Child (Baila Conmigo),36,['Selena'],1995,https://i.scdn.co/image/ab67616d0000b273332344b575d4acea537704f5,https://open.spotify.com/track/6y75sFXhHlZJ2N5UVaUBN9
1911,A Boy Like That,42,['Selena'],1997-01-01,https://i.scdn.co/image/ab67616d0000b27381a84a04afcc147d12f9c96a,https://open.spotify.com/track/3EGCTtecmx5tCgxynydIDV
1911,Si La Quieres,53,['Selena'],2010-01-01,https://i.scdn.co/image/ab67616d0000b273673648f5fb3d29a82733479b,https://open.spotify.com/track/35rQ37DZKFJ38whEQkygV9
1911,State of the Heart,33,['Rick Springfield'],1985-07-01,https://i.scdn.co/image/ab67616d0000b273de8d34fa0f13af4ffd12827f,https://open.spotify.com/track/5EnQ2C6iR3qRVsdbFKAoGE
1911,Nyolc óra munka,35,['Beatrice'],1996-10-01,https://i.scdn.co/image/ab67616d0000b273a5b9294d3d38801209becc47,https://open.spotify.com/track/0jfaG8TZLmrcI7HIGK7a8o
1911,She Got Me (When She Got Her Dress On),38,['Masters Of Reality'],1992-01-01,https://i.scdn.co/image/ab67616d0000b27320e34381a0845d8e70b6c52f,https://open.spotify.com/track/3TkxGrRI4nwggeuEU5pFmp
1911,Ya No,39,['Selena'],1994,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
1911,My Black Ass,36,['Shellac'],1994-10-24,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
1911,I'm Getting Used To You,40,['Selena'],1995,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
1911,Don't Talk to Strangers,54,['Rick Springfield'],1982-03-23,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
1911,Ámame,34,['Selena'],1992,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
1912,"The Swan of Tuonela, Op. 22, No. 3",31,"['Jean Sibelius', 'Leonard Bernstein', 'New York Philharmonic']",1962,https://i.scdn.co/image/ab67616d0000b27310b6e0a2879394b375de449c,https://open.spotify.com/track/24U9bIMUoUW3b9rdhFceLM
1912,Happy Days Are Here Again,44,['Barbra Streisand'],1963-02-25,https://i.scdn.co/image/ab67616d0000b273873a1085cbd1bc21c2238739,https://open.spotify.com/track/5kb8hqeLEXspWJZ0LrJPqE
1912,People,35,['Barbra Streisand'],1964-09,https://i.scdn.co/image/ab67616d0000b2734aad8bea668978aa079cc5c4,https://open.spotify.com/track/5utYYyUPnf3ayrh9JeM7Y2
1912,Sing/Happy Days Are Here Again,36,['Barbra Streisand'],1972-10-01,https://i.scdn.co/image/ab67616d0000b2732f30a5577b43a49524f6ff09,https://open.spotify.com/track/6vUeA5rvXfRESHRpLzK0ku
1912,The Way We Were - Soundtrack Version,49,['Barbra Streisand'],1974-01-01,https://i.scdn.co/image/ab67616d0000b2735008c487b5da7a04c4cdf52c,https://open.spotify.com/track/5Bq7fGTTrjWACyQSn6zpRx
1912,Big Wheels,42,['Electric Light Orchestra'],1977,https://i.scdn.co/image/ab67616d0000b2738c4e95986c803791125e8991,https://open.spotify.com/track/3T9Yut47mtH2r00TVyT0bi
1912,What Kind of Fool (feat. Barry Gibb),57,"['Barbra Streisand', 'Barry Gibb']",1980-09-23,https://i.scdn.co/image/ab67616d0000b273788aec6603253d0d95169042,https://open.spotify.com/track/6qLfdfOdfrpD1B0V67eJpy
1912,Promises,45,['Barbra Streisand'],1980-09-23,https://i.scdn.co/image/ab67616d0000b273788aec6603253d0d95169042,https://open.spotify.com/track/2zj2oanLv5B1RwlqIQYrOD
1912,Run Wild,40,['Barbra Streisand'],1980-09-23,https://i.scdn.co/image/ab67616d0000b273788aec6603253d0d95169042,https://open.spotify.com/track/6RzHyUtRNARYyn2AIuoLnY
1912,Another Heart Breaks,39,['Electric Light Orchestra'],1981-08-01,https://i.scdn.co/image/ab67616d0000b2735a2bad3ba10ed2a9c5322418,https://open.spotify.com/track/3ouTyJE4xpvB9pyZaFtu5K
1912,Papa Can You Hear Me?,46,['Barbra Streisand'],1983-11-08,https://i.scdn.co/image/ab67616d0000b27395f6a356f690da3f98f2ba23,https://open.spotify.com/track/4FkBydqPtECsV1O5z2VIpZ
