,name,popularity,artists,release_date,images,urls
1081,Blessings,66,"['Big Sean', 'Drake']",2015-02-24,https://i.scdn.co/image/ab67616d0000b27350192d5f728fea13fb3af203,https://open.spotify.com/track/1bzM1cd6oqFozdr4wK6HdR
1081,One Man Can Change The World,60,"['Big Sean', 'Kanye West', 'John Legend']",2015-02-24,https://i.scdn.co/image/ab67616d0000b27350192d5f728fea13fb3af203,https://open.spotify.com/track/731Pa6Gt7GAdADATMSEL0N
1081,Jag orkar inte mer,47,['Markoolio'],2001-11-19,https://i.scdn.co/image/ab67616d0000b2730c8f747055ec33b3c486c49b,https://open.spotify.com/track/0T51GzrPjiYd9rCJHomzJe
1081,Oh! Ellin,44,['Gob'],2002,https://i.scdn.co/image/ab67616d0000b27331b06aa4b73e06ef24aaa0b3,https://open.spotify.com/track/2kVQbBvdlzdjAHDltrxn3v
1081,I Hear You Calling,48,['Gob'],2001-01-23,https://i.scdn.co/image/ab67616d0000b2739e39f1767384e46040f29580,https://open.spotify.com/track/1MQEUAGuWlnZGrpXmCqJDU
1081,Manunggu Janji,44,"['Andra Respati', 'Ovhi Firsty']",2017-06-24,https://i.scdn.co/image/ab67616d0000b2738ea85bc2b8779c4f6becef08,https://open.spotify.com/track/0ImCDfcu5YL4Fx1Mg80Ah4
1081,Marvin & Chardonnay,55,"['Big Sean', 'Kanye West', 'Roscoe Dash']",2011-01-01,https://i.scdn.co/image/ab67616d0000b273b1c48e4e64087ef3805dd407,https://open.spotify.com/track/5xpmdbQcfIOsE1hACcC3UK
1081,Jump Out The Window,66,['Big Sean'],2017-02-03,https://i.scdn.co/image/ab67616d0000b273e572359074e5da958a922987,https://open.spotify.com/track/1jQsKN68yE94tMYml0wHMd
1081,Ze Mną Bądź,32,['Toledo'],1998-08-30,https://i.scdn.co/image/ab67616d0000b27374cd48d9ed10725abc5a5ea4,https://open.spotify.com/track/00wJpDUdKoWQ2ibqTpJh1Y
1081,War of Hearts and Minds,33,['Bamboo'],2004,https://i.scdn.co/image/ab67616d0000b2735a628d56c433d5989c271bd1,https://open.spotify.com/track/21sqzC2xaSVT3GFBG3ODip
1081,Vem vill inte bli millionär?,33,['Markoolio'],2001-11-19,https://i.scdn.co/image/ab67616d0000b2730c8f747055ec33b3c486c49b,https://open.spotify.com/track/48MvnehuQhVo1hsxJ7fKtM
1081,Vilse i Skogen,39,['Markoolio'],2003-11-19,https://i.scdn.co/image/ab67616d0000b273f4dce3ec253572fa63dd64d9,https://open.spotify.com/track/4cLolZKStMBvTnSJnmTv4w
1081,Replay Megamix,34,['Markoolio'],2004-01-01,https://i.scdn.co/image/ab67616d0000b27388f146cdce6ef1d6381bdffe,https://open.spotify.com/track/1VQJrsIINuqUdRIheUM4oz
1081,Värsta schlagern - Radio Version,48,"['Markoolio', 'Linda Bengtzing']",2007-10-01,https://i.scdn.co/image/ab67616d0000b2736f9ab0702ad78fe519874e2c,https://open.spotify.com/track/05B2RicVswcCU2To7wPVtw
1081,Kailan,35,['Bamboo'],2008,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
1081,Er gaat een trein naar niemandsland,34,['Rob Zorn'],2009-10-14,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
1081,Jasmine,34,['Daniel Levi'],2021-02-12,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
1081,Sigo Esperando,42,"['Fabian Corrales', 'Chemita Ramos Jr.']",2015-06-23,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
1081,Oh! Ellin,35,['Gob'],2003-04-01,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
1081,Abilli,37,"['PRNY', 'Amuly', 'Abi']",2018-11-06,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
1081,Broke No More,38,"['PRNY', 'Nane', 'Amuly', 'El Nino']",2020-11-23,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
1081,Rocco,44,"['PRNY', 'Ian', 'Amuly']",2020-11-23,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
1081,Non Succederà Più - Remastered,55,"['Claudia Mori', 'Adriano Celentano']",2009-01-01,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
1081,Cumpleaños Feliz,50,['Parchis'],2005-11-21,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
1081,Tu Norte Soy Yo,36,['Fabian Corrales'],2014-03-31,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
1081,I Know,68,"['Big Sean', 'Jhené Aiko']",2015-02-24,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
1081,No Eres Tu Ahora Soy Yo,58,['Tito Torbellino'],2014-04-01,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
1082,Дурак и молния,62,['Korol i Shut'],1996-09-02,https://i.scdn.co/image/ab67616d0000b2730c3b892ae60740e164855765,https://open.spotify.com/track/1aAcW69jxv3pp3I84oZGqP
