,id,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls,idx
35370,23WI5V2eD4EyGKxSl7Pyeq,Andas En Mi Cabeza,74,247493,0,"['Chino & Nacho', 'Daddy Yankee']",2016-02-19,0.671,0.954,9,-1.87,1,0.13,0.0244,0.0,0.111,0.556,104.114,4,https://i.scdn.co/image/ab67616d0000b2736df5cc472d61a635abab06cf,https://open.spotify.com/track/23WI5V2eD4EyGKxSl7Pyeq,1811
42214,0VnaFfaJKoivoa8DzJE6Cs,La pastourelle (valse),41,126573,0,['Yvette Horner'],1998,0.826,0.838,7,-6.439,1,0.0446,0.393,0.609,0.0351,0.966,99.44,3,https://i.scdn.co/image/ab67616d0000b273d5296045930bda5f6b54c8b6,https://open.spotify.com/track/0VnaFfaJKoivoa8DzJE6Cs,1811
55440,7F4ARzsFzDxx4BbDjVZGQx,Por Ese Hombre - Tropical Version,42,299227,0,['Brenda K. Starr'],2002-03-26,0.688,0.869,11,-3.165,0,0.0358,0.405,0.0,0.155,0.54,100.046,4,https://i.scdn.co/image/ab67616d0000b2730bca7ad52e5c4564675868e0,https://open.spotify.com/track/7F4ARzsFzDxx4BbDjVZGQx,1811
62117,77kC7i3rcYpSfQg96TXe0W,Pakita,40,177786,0,"['MEGA-Ertsi', 'Adi L Hasla']",2018-06-29,0.875,0.738,11,-5.05,0,0.182,0.344,1.79e-06,0.16,0.957,90.03,4,https://i.scdn.co/image/ab67616d0000b2732d912ff2e8339bcdb0d05d52,https://open.spotify.com/track/77kC7i3rcYpSfQg96TXe0W,1811
72023,3bAVmndB2ERidBlbL4uQIN,Tartamudo,46,223853,0,"['Chino & Nacho', 'Silvestre Dangond']",2015-05-05,0.795,0.938,7,-1.176,1,0.0511,0.183,0.0,0.203,0.778,110.021,4,https://i.scdn.co/image/ab67616d0000b273f8c4cabe5ab9abbc0b9047f9,https://open.spotify.com/track/3bAVmndB2ERidBlbL4uQIN,1811
74928,51kDnf9dngc5G01ncfKc9K,"My Heart, My Life",40,331293,0,"['Michael Brook', 'Nusrat Fateh Ali Khan']",1995,0.712,0.574,4,-15.14,0,0.0677,0.687,0.846,0.0737,0.195,105.825,4,https://i.scdn.co/image/ab67616d0000b2734a17131d65a4615cf31f8f62,https://open.spotify.com/track/51kDnf9dngc5G01ncfKc9K,1811
77647,6tenx0NooPOv1FXSYRxAVC,Agradecimiento,37,283533,0,['Dueto Moreno'],2001-02-02,0.523,0.39,4,-9.29,1,0.0286,0.821,1.25e-05,0.324,0.716,111.616,4,https://i.scdn.co/image/ab67616d0000b2731a52d0d1fc1e580d3ff0c6a8,https://open.spotify.com/track/6tenx0NooPOv1FXSYRxAVC,1811
103280,2DUx3XDBqeXZEVXx0iGhyk,ไม่บอกเธอ,51,314358,0,['Bedroom Audio'],2014,0.68,0.691,4,-6.037,1,0.0305,0.275,2.66e-05,0.149,0.412,110.039,4,https://i.scdn.co/image/ab67616d0000b273b021018bc51b61b91700c6dc,https://open.spotify.com/track/2DUx3XDBqeXZEVXx0iGhyk,1811
103301,2aMUSDCgdloXwB6yG3AMiU,ใครคนนั้น,41,236588,0,['Bedroom Audio'],2014,0.713,0.437,1,-9.071,0,0.0264,0.0691,0.00214,0.258,0.353,98.009,4,https://i.scdn.co/image/ab67616d0000b273b021018bc51b61b91700c6dc,https://open.spotify.com/track/2aMUSDCgdloXwB6yG3AMiU,1811
103355,3lovJvP5lF6cUku8XH0oJO,บอกรัก,32,284003,0,['Bedroom Audio'],2014,0.675,0.781,2,-5.315,1,0.029,0.033,0.0135,0.135,0.382,113.992,4,https://i.scdn.co/image/ab67616d0000b273b021018bc51b61b91700c6dc,https://open.spotify.com/track/3lovJvP5lF6cUku8XH0oJO,1811
103897,6SrJGBmuQGR8SKpPqHfXz4,รักมือสอง,45,200171,0,['Bedroom Audio'],2018-10-19,0.683,0.41,6,-9.448,0,0.0261,0.338,7.7e-06,0.111,0.0772,100.025,4,https://i.scdn.co/image/ab67616d0000b27339305d46a0716439ae5a8bfe,https://open.spotify.com/track/6SrJGBmuQGR8SKpPqHfXz4,1811
138349,3057MEb3fzALtIJ9aBiBqp,Mi Vagyunk A Grund! - Fogadalmi Dal,41,223979,0,['Vígszínház Original Cast'],2016-11-04,0.807,0.47,0,-7.779,1,0.0467,0.69,0.0,0.0652,0.713,99.987,4,https://i.scdn.co/image/ab67616d0000b27328059e28d9337b3cd6d8de9c,https://open.spotify.com/track/3057MEb3fzALtIJ9aBiBqp,1811
152478,00NFql5Qxs0cAMsBCVqHzs,Na morza dnie - From Mała Syrenka,35,192867,0,['Emilian Kaminski'],2011-01-01,0.573,0.887,10,-6.288,1,0.122,0.621,3.49e-06,0.0723,0.917,100.105,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,1811
159924,0YxpPjEEM45jbKBh3igWUJ,Kapitel 23: Mulan,35,91027,0,['Disney - Mulan'],1998,0.533,0.894,1,-9.053,1,0.423,0.726,0.0,0.586,0.383,109.641,3,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,1811
173264,1Y1mZWh75YeCRwWT6lKgTD,Jarabe,48,217731,0,"['Fran C', 'Kevin Martes 13', 'Jonakapazio']",2017-12-22,0.507,0.73,10,-7.622,0,0.191,0.0786,0.0,0.326,0.712,98.027,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,1811
183226,2IVTadJg1X3ZjlHI5dLh9r,Longing,32,335600,0,"['Michael Brook', 'Nusrat Fateh Ali Khan']",1995,0.482,0.552,2,-11.779,1,0.0424,0.418,0.617,0.0728,0.0948,92.095,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,1811
186244,2WObDBPZ4UZ8yBBf1R41QL,Blackest Eyes,54,263547,0,['Porcupine Tree'],2002-09-24,0.498,0.845,2,-5.123,1,0.0373,0.00138,0.00255,0.09,0.137,95.175,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,1811
194580,39Gb80bu5xF0rQtAxTxUS1,Me Voy Enamorando,54,235720,0,['Chino & Nacho'],2015-05-05,0.685,0.912,10,-3.411,1,0.0687,0.0538,0.0,0.392,0.511,99.957,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,1811
197850,3OMCZSG5TbqJBKKRmtJciA,The Sound Of Muzak,50,301600,0,['Porcupine Tree'],2002-09-24,0.244,0.934,2,-4.439,0,0.059,0.0499,0.0189,0.167,0.473,88.238,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,1811
204891,3vexVAz08GezDK7qUsfawu,E moj cale,36,210227,0,['Sejo Kalac'],2004,0.72,0.712,8,-5.613,0,0.0515,0.0595,0.0,0.0921,0.805,111.984,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,1811
211076,4OIVugIwnbzExFj7Z8DYUe,Kapitel 08: Mulan,36,69920,0,['Disney - Mulan'],1998,0.588,0.635,1,-10.587,1,0.594,0.789,0.0,0.416,0.633,102.033,5,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,1811
211963,4SMVSPC7kkMEg6QjXU5HHg,Kapitel 15: Mulan,36,185813,0,['Disney - Mulan'],1998,0.62,0.494,7,-10.993,1,0.0342,0.161,1.66e-06,0.38,0.491,113.889,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,1811
212187,4TO4Q6tvZZvw7t2tFrDShe,Kapitel 32: Mulan,34,91480,0,['Disney - Mulan'],1998,0.585,0.716,5,-9.833,1,0.741,0.762,0.0,0.304,0.478,109.263,3,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,1811
219694,51LCZHRevAJUx5jDf7xyNM,Kapitel 33: Mulan,34,87267,0,['Disney - Mulan'],1998,0.584,0.496,10,-13.465,0,0.861,0.863,0.0,0.569,0.681,110.599,3,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,1811
222960,5Gm6XogGSxSpiAMWr9YJI7,Na morza dnie,34,194133,0,['Emilian Kaminski'],2009-01-01,0.575,0.835,10,-8.126,1,0.112,0.6,8.52e-06,0.0676,0.921,100.139,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,1811
239497,6VhyidaMUiUb3q9tZkS4H4,Марихуана,42,164826,1,['kizaru'],2016-10-12,0.454,0.684,8,-5.488,1,0.0342,0.0237,0.86,0.194,0.0632,107.269,3,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/,1811
