,id,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls,idx
6286,2U3J6weDBx3HdjQo7BbI47,Born to Be Wild,33,166867,0,['Wilson Pickett'],1969,0.398,0.709,3,-13.047,1,0.034,0.193,2.69e-06,0.146,0.919,156.868,4,https://i.scdn.co/image/ab67616d0000b273ca0ade06cdd329b4b9af7cca,https://open.spotify.com/track/2U3J6weDBx3HdjQo7BbI47,211
6759,0Q0E6Xe8OvefYLYfVPfRhs,Engine Number 9 - Single Version,39,171600,0,['Wilson Pickett'],1970,0.577,0.853,10,-8.097,0,0.112,0.00585,0.00699,0.0612,0.882,191.255,4,https://i.scdn.co/image/ab67616d0000b273369abd4e740707a20132405e,https://open.spotify.com/track/0Q0E6Xe8OvefYLYfVPfRhs,211
7483,0B6BeEUd6UwFlbsHMQKjob,Back in the Goodle Days,41,219827,0,['John Hartford'],1971,0.499,0.19,7,-16.435,1,0.0454,0.654,0.00409,0.0898,0.43,149.46,4,https://i.scdn.co/image/ab67616d0000b273e426c42e6b8405f59073e78e,https://open.spotify.com/track/0B6BeEUd6UwFlbsHMQKjob,211
7638,0zNeXQaeo0SqLWOVn9YBx0,First Girl I Loved,37,275200,0,['John Hartford'],1971,0.603,0.224,10,-13.169,1,0.0407,0.718,0.000101,0.0921,0.406,140.08,4,https://i.scdn.co/image/ab67616d0000b273e426c42e6b8405f59073e78e,https://open.spotify.com/track/0zNeXQaeo0SqLWOVn9YBx0,211
7707,6uIN2uMmxo9Ycq9EhTjsLw,Steam Powered Aereo Plane,36,223280,0,['John Hartford'],1971,0.426,0.564,2,-13.828,1,0.0318,0.325,0.0116,0.293,0.737,121.318,4,https://i.scdn.co/image/ab67616d0000b273e426c42e6b8405f59073e78e,https://open.spotify.com/track/6uIN2uMmxo9Ycq9EhTjsLw,211
27132,3H097K41pskob32JipdXzK,What Do You Want From Me?,54,248360,0,['Monaco'],1997-06-09,0.478,0.972,9,-5.372,0,0.0397,0.000587,0.00378,0.317,0.682,149.543,4,https://i.scdn.co/image/ab67616d0000b27322f8a3344beb9daaea6635ec,https://open.spotify.com/track/3H097K41pskob32JipdXzK,211
28595,5Ru9OjtEw5htfnVKpYsIcv,UMI Says,59,305280,1,['Mos Def'],1999-10-12,0.72,0.67,2,-10.224,1,0.132,0.305,0.0,0.0928,0.566,121.342,4,https://i.scdn.co/image/ab67616d0000b27389b56f56323925d57b38944d,https://open.spotify.com/track/5Ru9OjtEw5htfnVKpYsIcv,211
31673,5aEqcblO0Z6JloFJXtxyhe,Everytime We Touch,64,197124,0,['Cascada'],2006,0.633,0.976,8,-5.362,1,0.0519,0.00281,1.29e-05,0.382,0.493,142.027,4,https://i.scdn.co/image/ab67616d0000b27378c11c1af300d7dc95191066,https://open.spotify.com/track/5aEqcblO0Z6JloFJXtxyhe,211
32842,360ZhWvMnyXKYFG9Mqsm89,Evacuate The Dancefloor - Radio Edit,61,205884,0,['Cascada'],2009,0.76,0.696,0,-5.811,1,0.0491,0.0195,0.0,0.278,0.903,127.029,4,https://i.scdn.co/image/ab67616d0000b2736b24e0b3b6dc9e1fea9fe3d9,https://open.spotify.com/track/360ZhWvMnyXKYFG9Mqsm89,211
33031,5YJtMNWKe55yr49cyJgxva,Everytime We Touch,73,197124,0,['Cascada'],2010-02-12,0.633,0.976,8,-5.362,1,0.0519,0.00281,1.29e-05,0.382,0.493,142.027,4,https://i.scdn.co/image/ab67616d0000b273e0c8b75abb6704283aa645aa,https://open.spotify.com/track/5YJtMNWKe55yr49cyJgxva,211
