,id,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls,idx
75647,5gJu90j88jM9QhY10el7Bm,Как на войне,49,245053,0,['Agatha Christie'],2008-01-01,0.614,0.689,7,-6.046,1,0.0445,0.146,4.01e-05,0.169,0.443,137.245,4,https://i.scdn.co/image/ab67616d0000b2731fbe735a7efb4c488de8c45d,https://open.spotify.com/track/5gJu90j88jM9QhY10el7Bm,581
88679,7gVQBipywPoDvJAhXKiEVu,到此為止 - Dear Jane version,39,256154,0,['Dear Jane'],2012-09-25,0.477,0.803,2,-4.144,1,0.0342,0.0275,0.0,0.217,0.244,130.187,4,https://i.scdn.co/image/ab67616d0000b273d550c5aacef3011035c7bac4,https://open.spotify.com/track/7gVQBipywPoDvJAhXKiEVu,581
88808,0B2fMb8KALZeoFbRv7m3iE,不許你注定一人,47,303947,0,['Dear Jane'],2013-10-17,0.455,0.81,8,-4.996,1,0.0394,0.0432,0.0,0.329,0.482,152.039,4,https://i.scdn.co/image/ab67616d0000b273019dec17514e722fe9c0fab4,https://open.spotify.com/track/0B2fMb8KALZeoFbRv7m3iE,581
88825,0OY3anAsi7yBJQqmeOPNsg,無可避免,39,244105,0,['Dear Jane'],2013-05-21,0.322,0.626,5,-3.349,1,0.0338,0.0536,0.0,0.104,0.353,124.895,4,https://i.scdn.co/image/ab67616d0000b273f07682e7594f2471531d9670,https://open.spotify.com/track/0OY3anAsi7yBJQqmeOPNsg,581
89056,362dLfQkC7gTa6tvyoJT4u,一去不返,34,287035,0,['Dear Jane'],2014-06-10,0.285,0.836,11,-4.16,1,0.0536,0.0214,0.0,0.116,0.336,127.613,4,https://i.scdn.co/image/ab67616d0000b273db2b04f51ccd134d09bc3651,https://open.spotify.com/track/362dLfQkC7gTa6tvyoJT4u,581
89362,4pw59ml6lY3WnP90tfyDGP,經過一些秋與冬,43,243594,0,['Dear Jane'],2016-12-12,0.458,0.755,2,-5.335,0,0.0344,0.00404,0.0,0.326,0.352,143.909,4,https://i.scdn.co/image/ab67616d0000b27385117511593b0515fde82b93,https://open.spotify.com/track/4pw59ml6lY3WnP90tfyDGP,581
89375,5V7K0PneTnNe6GRwE7EFN8,只知感覺失了蹤,39,267050,0,['Dear Jane'],2016-12-12,0.545,0.8,6,-4.154,1,0.0295,0.0247,0.0,0.0794,0.457,135.012,4,https://i.scdn.co/image/ab67616d0000b27385117511593b0515fde82b93,https://open.spotify.com/track/5V7K0PneTnNe6GRwE7EFN8,581
89443,36wCLNl1ZP8srQH77sHzQQ,愛後餘生 - Dear Jane Studio Live,33,200100,0,['Dear Jane'],2016-12-12,0.378,0.787,1,-6.012,0,0.041,0.00171,0.0,0.127,0.36,150.104,4,https://i.scdn.co/image/ab67616d0000b27385117511593b0515fde82b93,https://open.spotify.com/track/36wCLNl1ZP8srQH77sHzQQ,581
89465,4xinoQiY15WB7qZUbiZxeY,最後一次,31,219760,0,['Dear Jane'],2016-12-12,0.532,0.826,2,-4.546,1,0.0332,0.0279,0.0,0.0696,0.531,129.939,4,https://i.scdn.co/image/ab67616d0000b27385117511593b0515fde82b93,https://open.spotify.com/track/4xinoQiY15WB7qZUbiZxeY,581
89711,5EIzOqZAhzahqfECAm68sY,永遠飛行模式,43,240000,0,['Dear Jane'],2018-11-21,0.492,0.733,0,-5.118,1,0.034,0.0965,0.0,0.113,0.342,143.961,4,https://i.scdn.co/image/ab67616d0000b2730dfc8f48ea3926d7e284af1f,https://open.spotify.com/track/5EIzOqZAhzahqfECAm68sY,581
89875,0zaJVOyKHcBVtf0itXajME,不許你注定一人,44,303947,0,['Dear Jane'],2019-03-21,0.456,0.801,8,-4.988,1,0.037,0.0535,0.0,0.35,0.475,152.085,4,https://i.scdn.co/image/ab67616d0000b273b5e5951ca31286fae7d51aac,https://open.spotify.com/track/0zaJVOyKHcBVtf0itXajME,581
89880,5k6GO6sQFmBPz0huGhsv82,到此為止,43,256154,0,['Dear Jane'],2019-03-21,0.408,0.827,2,-3.356,1,0.0363,0.00736,0.0,0.226,0.295,130.256,4,https://i.scdn.co/image/ab67616d0000b273b5e5951ca31286fae7d51aac,https://open.spotify.com/track/5k6GO6sQFmBPz0huGhsv82,581
89884,62Fq89muy8ASOH0IQJvb3T,永遠飛行模式,42,240000,0,['Dear Jane'],2019-03-21,0.492,0.733,0,-5.118,1,0.034,0.0965,0.0,0.113,0.342,143.961,4,https://i.scdn.co/image/ab67616d0000b273b5e5951ca31286fae7d51aac,https://open.spotify.com/track/62Fq89muy8ASOH0IQJvb3T,581
89928,7AdkF5mFKPmXMPV9wgZbuP,無可避免,38,244105,0,['Dear Jane'],2019-03-21,0.508,0.607,5,-4.178,1,0.0293,0.048,0.0,0.102,0.4,124.984,4,https://i.scdn.co/image/ab67616d0000b273b5e5951ca31286fae7d51aac,https://open.spotify.com/track/7AdkF5mFKPmXMPV9wgZbuP,581
89956,1FIUpFcQ0Px2pMBk5VD35J,一去不返,36,287035,0,['Dear Jane'],2019-03-21,0.284,0.837,11,-4.171,1,0.0547,0.0233,0.0,0.114,0.307,127.68,4,https://i.scdn.co/image/ab67616d0000b273b5e5951ca31286fae7d51aac,https://open.spotify.com/track/1FIUpFcQ0Px2pMBk5VD35J,581
90025,26STlJSIzhLBYODqlzU3hw,經過一些秋與冬,33,243594,0,['Dear Jane'],2019-03-21,0.45,0.762,2,-5.352,0,0.0353,0.00448,0.0,0.29,0.356,144.052,4,https://i.scdn.co/image/ab67616d0000b273b5e5951ca31286fae7d51aac,https://open.spotify.com/track/26STlJSIzhLBYODqlzU3hw,581
90030,7qVEGs6tTTbhR4mMxNji85,只知感覺失了蹤,33,267050,0,['Dear Jane'],2019-03-21,0.546,0.802,6,-4.16,1,0.0298,0.0253,0.0,0.0784,0.429,135.018,4,https://i.scdn.co/image/ab67616d0000b273b5e5951ca31286fae7d51aac,https://open.spotify.com/track/7qVEGs6tTTbhR4mMxNji85,581
