,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls
751,Waitin' In School - Remastered,43,122760,0,['Ricky Nelson'],1958-07-01,0.421,0.64,9,-9.974,1,0.117,0.0487,0.0,0.0482,0.854,202.243,4,https://i.scdn.co/image/ab67616d0000b273ddea09d25600995a84a26e78,https://open.spotify.com/track/5zYvVUfInIEx5xGR2qe3Ls
751,Stood Up - Remastered,36,112733,0,['Ricky Nelson'],1958-07-01,0.532,0.567,4,-10.402,1,0.0404,0.109,5.35e-06,0.24,0.951,182.997,4,https://i.scdn.co/image/ab67616d0000b273ddea09d25600995a84a26e78,https://open.spotify.com/track/6hBij1Xr1s4zH9FbTKWK2w
751,Quisiera Detener el Tiempo,46,219267,0,['Marisela'],1989,0.523,0.332,3,-15.059,1,0.0432,0.756,2.4e-06,0.0861,0.539,201.666,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
751,עונות,42,235000,0,['Aviv Geffen'],1996-01-05,0.318,0.848,10,-8.355,1,0.0325,0.00162,1.39e-06,0.124,0.888,193.39,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
751,Liselim,44,262547,0,['Cengiz Kurtoğlu'],2002-09-20,0.438,0.536,5,-11.085,0,0.0522,0.428,0.0,0.133,0.522,202.213,4,http://orig12.deviantart.net/846f/f/2015/245/9/b/new_spotify_icon_by_mattroxzworld-d98301o.png,https://open.spotify.com/
752,Stop,46,258800,0,"['Mike Bloomfield', 'Al Kooper']",1968,0.477,0.607,9,-8.33,1,0.0471,0.256,0.146,0.107,0.64,87.301,4,https://i.scdn.co/image/ab67616d0000b273457c10ba077a65bb5fff437e,https://open.spotify.com/track/4aWZIBCBMQEgMna9JpgW90
752,Midnight Rider,51,267363,0,['Gregg Allman'],1973-10-01,0.567,0.439,0,-11.516,1,0.0232,0.491,0.203,0.123,0.403,86.812,4,https://i.scdn.co/image/ab67616d0000b273ae6249faef417e7345b84e77,https://open.spotify.com/track/23ZOiEUix1FsthnLfpWXqj
752,Fotografia,53,169350,0,"['Elis Regina', 'Antônio Carlos Jobim']",1974-06-17,0.509,0.478,0,-14.575,1,0.0895,0.867,0.0291,0.109,0.302,96.66,4,https://i.scdn.co/image/ab67616d0000b2731b3ef7785a0a4e5b08b5418e,https://open.spotify.com/track/4O2tMlIxlgRwmNQDElwIq4
752,Chovendo Na Roseira,47,194110,0,"['Elis Regina', 'Antônio Carlos Jobim']",1974-06-17,0.363,0.457,9,-12.724,0,0.0778,0.733,0.00884,0.158,0.147,49.947,4,https://i.scdn.co/image/ab67616d0000b2731b3ef7785a0a4e5b08b5418e,https://open.spotify.com/track/4FwoSbAlyYBm2hsmAb6S7Q
752,Corcovado,43,237212,0,"['Elis Regina', 'Antônio Carlos Jobim']",1974-06-17,0.169,0.134,2,-16.454,0,0.0369,0.945,0.0185,0.0944,0.114,49.408,4,https://i.scdn.co/image/ab67616d0000b2731b3ef7785a0a4e5b08b5418e,https://open.spotify.com/track/29OG9zJjZgQvFMfGVB09Lt
752,Pois É,40,104746,0,"['Elis Regina', 'Antônio Carlos Jobim']",1974-06-17,0.57,0.101,10,-17.795,0,0.0421,0.932,0.000561,0.106,0.184,81.303,4,https://i.scdn.co/image/ab67616d0000b2731b3ef7785a0a4e5b08b5418e,https://open.spotify.com/track/7Frd1uhTyz0d6yIWy45GA5
752,"Dois Pra Lá, Dois Pra Cá",38,266733,0,['Elis Regina'],1974-03-04,0.652,0.363,9,-8.62,0,0.0433,0.586,0.000219,0.0661,0.478,96.644,4,https://i.scdn.co/image/ab67616d0000b2739482fab4e1d4d1da687501c3,https://open.spotify.com/track/6zSGfGit15V0xewQwb7BUo
752,Por Toda A Minha Vida,37,125789,0,"['Elis Regina', 'Antônio Carlos Jobim']",1974-06-17,0.159,0.153,9,-13.703,1,0.0364,0.97,0.00862,0.119,0.0595,95.327,4,https://i.scdn.co/image/ab67616d0000b2731b3ef7785a0a4e5b08b5418e,https://open.spotify.com/track/2yA4Kc2BRxy53ySLFbeTrV
752,Inútil Paisagem,37,186060,0,"['Elis Regina', 'Antônio Carlos Jobim']",1974-06-17,0.443,0.0662,8,-16.902,1,0.0355,0.987,0.0383,0.115,0.105,70.85,4,https://i.scdn.co/image/ab67616d0000b2731b3ef7785a0a4e5b08b5418e,https://open.spotify.com/track/24oyt2VtQXsUo52ZbcfAtB
752,Fascinaçao,39,181827,0,['Elis Regina'],1976-01-05,0.368,0.236,7,-11.838,1,0.0311,0.966,0.0126,0.18,0.204,62.807,4,https://i.scdn.co/image/ab67616d0000b27355d847d37a888e06ebaa039b,https://open.spotify.com/track/1fJ863UqhSwWpqrkwkcATG
752,O bêbado e a equilibrista,53,229733,0,['Elis Regina'],1979-05-17,0.442,0.417,4,-12.992,1,0.047,0.773,3.54e-06,0.229,0.276,94.233,4,https://i.scdn.co/image/ab67616d0000b273544730415c9d4bdb11f09fd2,https://open.spotify.com/track/3eVyDZXJPJzUKkyWP6eLyc
