,id,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls,idx
380,06B7xlY2JUoGhPu8WtFQni,East Of The Sun (And West Of The Moon),35,381467,0,['Stan Getz'],1955-01-01,0.615,0.136,4,-17.272,0,0.0522,0.982,0.799,0.107,0.448,145.884,4,https://i.scdn.co/image/ab67616d0000b273f2800af5f365c2552e91529e,https://open.spotify.com/track/06B7xlY2JUoGhPu8WtFQni,711
644,669fZh7MR6mreYTIV3n8ff,Let's Fall In Love,45,389640,0,"['Stan Getz', 'Gerry Mulligan']",1957-11-01,0.432,0.215,5,-14.227,1,0.0354,0.831,0.00388,0.104,0.506,146.847,4,https://i.scdn.co/image/ab67616d0000b27380ddfd0b2e14c3b64ef6486c,https://open.spotify.com/track/669fZh7MR6mreYTIV3n8ff,711
699,2pday5uCrVYBdUgvldUJWm,I Was Doing All Right,39,246507,0,"['Stan Getz', 'Oscar Peterson Trio']",1957-01-01,0.589,0.0483,8,-21.117,1,0.0434,0.994,0.92,0.114,0.397,117.693,4,https://i.scdn.co/image/ab67616d0000b273e8bdec8f743b1961cd459b33,https://open.spotify.com/track/2pday5uCrVYBdUgvldUJWm,711
810,4sA7F6wOKndI7PQUzLR7FL,I Want To Be Happy,31,454573,0,"['Stan Getz', 'Oscar Peterson Trio']",1957-01-01,0.54,0.278,5,-14.428,1,0.0364,0.978,0.785,0.129,0.853,134.267,4,https://i.scdn.co/image/ab67616d0000b273e8bdec8f743b1961cd459b33,https://open.spotify.com/track/4sA7F6wOKndI7PQUzLR7FL,711
1911,6y2YxIUeM9uMgAINRnb11K,Samba Triste,48,283627,0,"['Stan Getz', 'Charlie Byrd']",1962-01-01,0.637,0.19,9,-22.466,0,0.0676,0.841,0.263,0.12,0.687,143.111,4,https://i.scdn.co/image/ab67616d0000b273e259545b94392d48378ecb3c,https://open.spotify.com/track/6y2YxIUeM9uMgAINRnb11K,711
1963,68ELKUCl9CkRx3gXpMfjzL,Samba Dees Days,42,212320,0,"['Stan Getz', 'Charlie Byrd']",1962-01-01,0.616,0.417,7,-16.528,1,0.0394,0.827,0.913,0.159,0.747,120.961,4,https://i.scdn.co/image/ab67616d0000b273e259545b94392d48378ecb3c,https://open.spotify.com/track/68ELKUCl9CkRx3gXpMfjzL,711
1978,0J27dNCeCg9yEG9qJpEMFq,E Luxo So,42,220493,0,"['Stan Getz', 'Charlie Byrd']",1962-01-01,0.644,0.424,4,-18.297,0,0.0662,0.864,0.502,0.352,0.649,119.569,4,https://i.scdn.co/image/ab67616d0000b273e259545b94392d48378ecb3c,https://open.spotify.com/track/0J27dNCeCg9yEG9qJpEMFq,711
2317,2js8wl7HG1i8jZNAyqFu8g,Insensatez,45,201093,0,"['Stan Getz', 'Luiz Bonfá']",1963,0.673,0.162,5,-17.238,1,0.0392,0.928,0.255,0.0938,0.31,127.591,4,https://i.scdn.co/image/ab67616d0000b273efece5a77521bdc11757a423,https://open.spotify.com/track/2js8wl7HG1i8jZNAyqFu8g,711
2358,4ENo69KpwpYb1C8UyhruQo,Sambalero,42,128160,0,"['Stan Getz', 'Luiz Bonfá', 'Maria Toledo']",1963,0.52,0.259,8,-16.949,1,0.0367,0.837,0.502,0.108,0.567,139.309,4,https://i.scdn.co/image/ab67616d0000b273efece5a77521bdc11757a423,https://open.spotify.com/track/4ENo69KpwpYb1C8UyhruQo,711
2418,29v0gMFSZ7VmKXWOdywJck,Um Abraco No Getz,39,263267,0,"['Stan Getz', 'Luiz Bonfá']",1963,0.458,0.524,1,-12.686,1,0.0353,0.489,0.224,0.357,0.858,132.995,4,https://i.scdn.co/image/ab67616d0000b273efece5a77521bdc11757a423,https://open.spotify.com/track/29v0gMFSZ7VmKXWOdywJck,711
2524,5qjfihNevCNRMIPhhmkWqz,Ebony Samba - Alternate Take,34,273960,0,"['Stan Getz', 'Luiz Bonfá']",1963,0.522,0.272,9,-16.633,0,0.0347,0.825,0.0225,0.183,0.581,153.058,4,https://i.scdn.co/image/ab67616d0000b273efece5a77521bdc11757a423,https://open.spotify.com/track/5qjfihNevCNRMIPhhmkWqz,711
2836,4xroH3U7ukASe2U5xiJPvI,Aguas de Marco,41,282067,0,['Stan Getz'],1964,0.454,0.275,4,-14.319,0,0.0459,0.892,0.00117,0.0968,0.414,149.583,4,https://i.scdn.co/image/ab67616d0000b27381971e933b4f0ff599fc5aa7,https://open.spotify.com/track/4xroH3U7ukASe2U5xiJPvI,711
2845,7liJC6YxpvOly4zq6X5JJg,Um Abraco No Bonfa - Live At Carnegie Hall/1964,40,171253,0,"['Stan Getz', 'João Gilberto']",1964-01-01,0.483,0.194,5,-25.823,1,0.0719,0.827,0.879,0.703,0.74,171.015,4,https://i.scdn.co/image/ab67616d0000b27305cf24e5d51dcbd0e4123903,https://open.spotify.com/track/7liJC6YxpvOly4zq6X5JJg,711
2851,1RqcrCMymaGn2J3r2WULaj,Meditacao - Live At Carnegie Hall/1964,40,240827,0,"['Stan Getz', 'João Gilberto']",1964-01-01,0.531,0.0981,4,-28.376,0,0.0825,0.892,0.62,0.694,0.47,142.365,4,https://i.scdn.co/image/ab67616d0000b27305cf24e5d51dcbd0e4123903,https://open.spotify.com/track/1RqcrCMymaGn2J3r2WULaj,711
2923,39aRqwJyNkXrTRGIPbCwKL,Tonight I Shall Sleep With A Smile On My Face - Live At Carnegie Hall/1964,36,169200,0,"['Stan Getz', 'João Gilberto']",1964-01-01,0.233,0.0358,11,-28.743,1,0.0541,0.968,0.86,0.629,0.0692,176.675,3,https://i.scdn.co/image/ab67616d0000b27305cf24e5d51dcbd0e4123903,https://open.spotify.com/track/39aRqwJyNkXrTRGIPbCwKL,711
4309,70XKlUf9V0L60Flm5yjiOu,Con Alma,43,485680,0,"['Stan Getz', 'Chick Corea', 'Bill Evans']",1967-07-01,0.443,0.317,6,-17.361,1,0.0508,0.876,0.633,0.0934,0.468,141.23,4,https://i.scdn.co/image/ab67616d0000b273d222219af8dfe89746ddb972,https://open.spotify.com/track/70XKlUf9V0L60Flm5yjiOu,711
8796,3sXEl50soxZQDJD4LCX6Xq,Melinda,51,304427,0,"['Stan Getz', 'Bill Evans']",1973-03-01,0.465,0.0599,0,-23.469,1,0.0369,0.961,0.345,0.117,0.183,119.492,4,https://i.scdn.co/image/ab67616d0000b273382362ef6644636e06f712f7,https://open.spotify.com/track/3sXEl50soxZQDJD4LCX6Xq,711
9396,265nuzhZ75CqbXvuQcDEvv,Funkallero,36,400560,0,"['Stan Getz', 'Bill Evans']",1973-03-01,0.509,0.555,8,-11.878,1,0.0432,0.33,1.56e-06,0.126,0.636,128.378,4,https://i.scdn.co/image/ab67616d0000b273382362ef6644636e06f712f7,https://open.spotify.com/track/265nuzhZ75CqbXvuQcDEvv,711
20574,3898C4AbdbptwYet6547e5,The Girl From Ipanema,70,321827,0,"['Stan Getz', 'João Gilberto', 'Astrud Gilberto']",1989-01-01,0.664,0.194,5,-15.487,0,0.0357,0.909,3.85e-05,0.0829,0.443,129.863,4,https://i.scdn.co/image/ab67616d0000b273c21e95926400939bba3c8730,https://open.spotify.com/track/3898C4AbdbptwYet6547e5,711
20598,4SrJyRdyHYxxkcVMQ3QkGE,Corcovado (Quiet Nights Of Quiet Stars),65,254667,0,"['Stan Getz', 'João Gilberto', 'Astrud Gilberto', 'Antônio Carlos Jobim']",1989-01-01,0.572,0.152,9,-15.658,0,0.0408,0.961,0.000432,0.136,0.339,127.497,4,https://i.scdn.co/image/ab67616d0000b273c21e95926400939bba3c8730,https://open.spotify.com/track/4SrJyRdyHYxxkcVMQ3QkGE,711
20634,5jBv1j7ISp1ja8e1N2oSmt,Para Machuchar Meu Coracao,60,304827,0,"['Stan Getz', 'João Gilberto', 'Antônio Carlos Jobim']",1989-01-01,0.612,0.156,3,-15.823,1,0.0396,0.962,0.0026,0.102,0.415,131.09,4,https://i.scdn.co/image/ab67616d0000b273c21e95926400939bba3c8730,https://open.spotify.com/track/5jBv1j7ISp1ja8e1N2oSmt,711
20825,1Zfs685ci0kxKAym9WMuxi,Vivo Sonhando,50,173507,0,"['Stan Getz', 'João Gilberto', 'Antônio Carlos Jobim']",1989-01-01,0.464,0.272,7,-12.569,1,0.0338,0.901,1.35e-05,0.153,0.385,140.946,3,https://i.scdn.co/image/ab67616d0000b273c21e95926400939bba3c8730,https://open.spotify.com/track/1Zfs685ci0kxKAym9WMuxi,711
20924,58U9a5Z3XHzYJXPoCGcP3D,O Grande Amor,48,326320,0,"['Stan Getz', 'João Gilberto Quintet', 'Antônio Carlos Jobim']",1989-01-01,0.537,0.146,2,-15.706,0,0.039,0.975,0.39,0.152,0.266,129.709,4,https://i.scdn.co/image/ab67616d0000b273c21e95926400939bba3c8730,https://open.spotify.com/track/58U9a5Z3XHzYJXPoCGcP3D,711
25164,2QDrvpbDt5WnHIwqGZZSX0,Nobody Else But Me,47,251347,0,['Stan Getz'],1994-09-27,0.451,0.156,0,-15.422,0,0.0415,0.964,0.0478,0.0993,0.379,137.405,4,https://i.scdn.co/image/ab67616d0000b273e2ce9e525ff0c00852c8bf24,https://open.spotify.com/track/2QDrvpbDt5WnHIwqGZZSX0,711
38625,6jUj5sqC0BH7xwbezIgvLS,Ligia (feat. João Gilberto),36,320200,0,"['Stan Getz', 'João Gilberto']",1976,0.398,0.13,6,-19.584,0,0.0438,0.959,0.105,0.115,0.247,150.174,4,https://i.scdn.co/image/ab67616d0000b273b2316610ef660e8cbad7b798,https://open.spotify.com/track/6jUj5sqC0BH7xwbezIgvLS,711
