,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls
991,Give Me Back My Wig,49,215800,0,['Hound Dog Taylor'],1971-08-01,0.642,0.708,9,-13.402,1,0.0543,0.0346,0.0103,0.0844,0.775,108.143,4,https://i.scdn.co/image/ab67616d0000b2731683b2f76cf9342ed8ef2d79,https://open.spotify.com/track/65dalI2zUxJy2ITurZAaUb
991,Let's Get Funky,40,305667,0,['Hound Dog Taylor'],1976,0.715,0.73,2,-11.034,0,0.145,0.909,0.112,0.379,0.492,106.036,4,https://i.scdn.co/image/ab67616d0000b2738811f99447ca6fd549513068,https://open.spotify.com/track/6H75engedCYYqid0zpk8aR
991,Killer,55,250760,0,"['Adamski', 'Seal']",1990-01-01,0.785,0.546,10,-13.945,0,0.0587,0.0241,0.0681,0.0547,0.766,119.983,4,https://i.scdn.co/image/ab67616d0000b273e5079f5671163a6a4bd8491b,https://open.spotify.com/track/5jhDeobWatA1XAHWKOWPh2
991,Magasin,58,248840,0,['Eraserheads'],1994-11-01,0.415,0.718,11,-11.57,1,0.109,0.132,3.07e-06,0.263,0.555,110.346,4,https://i.scdn.co/image/ab67616d0000b2734ee9d148667165d546f88e84,https://open.spotify.com/track/1lan3CApvveTezmBBGzsGu
991,Ang Huling El Bimbo,61,447333,0,['Eraserheads'],1995-12-21,0.524,0.503,6,-11.79,1,0.0245,0.184,0.0,0.264,0.436,89.497,4,https://i.scdn.co/image/ab67616d0000b2739bacd20b2fad742126a482e1,https://open.spotify.com/track/135ggzbjOogZ75IQ0LQi8r
991,Huwag Mo Nang Itanong,53,249333,0,['Eraserheads'],1995-12-21,0.662,0.405,10,-17.227,1,0.0267,0.633,0.0,0.0938,0.919,90.585,4,https://i.scdn.co/image/ab67616d0000b2739bacd20b2fad742126a482e1,https://open.spotify.com/track/2A3CzmtFj1sK6W1qQtBz86
991,Ang Huling El Bimbo,58,450333,0,['Eraserheads'],2004-01-23,0.521,0.626,6,-8.152,1,0.0243,0.194,0.0,0.227,0.479,90.337,4,https://i.scdn.co/image/ab67616d0000b27383a474e86be1eebb17df6726,https://open.spotify.com/track/21LMl54FIe7J5oOoZzgeiQ
991,Like You (feat. Ciara),67,205840,0,"['Bow Wow', 'Ciara']",2005,0.714,0.6,6,-8.365,1,0.0876,0.0465,0.0,0.0646,0.504,82.017,4,https://i.scdn.co/image/ab67616d0000b273c0e4b61ae442a24e020c67ed,https://open.spotify.com/track/3jEqrIfwKO0M8ALu3TGilF
991,Outta My System (feat. T-Pain & Johntá Austin),58,238267,0,"['Bow Wow', 'T-Pain', 'Johnta Austin']",2006-12-18,0.772,0.59,6,-6.957,1,0.183,0.0917,0.0,0.101,0.743,83.998,4,https://i.scdn.co/image/ab67616d0000b2731a16a162f671e39c206dd3ef,https://open.spotify.com/track/3LGeYNY9aWQuBJovOOowqm
991,My Baby (feat. Jagged Edge) - With Intro,46,303107,0,"['Bow Wow', 'Jagged Edge']",2003-08-19,0.623,0.58,5,-9.464,0,0.439,0.172,0.0,0.563,0.51,85.9,4,https://i.scdn.co/image/ab67616d0000b273ce94ee5cdcf1f3522b365069,https://open.spotify.com/track/4S6iSQ7Wr8Ugj4PK1iexkt
991,Lean On,74,176561,0,"['Major Lazer', 'MØ', 'DJ Snake']",2015-11-27,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,4,https://i.scdn.co/image/ab67616d0000b273548910835dbfaf3f79a1dc46,https://open.spotify.com/track/1Lim1Py7xBgbAkAys3AGAG
991,Light It Up - Remix,68,166138,0,"['Major Lazer', 'Nyla', 'Fuse ODG']",2015-11-27,0.747,0.877,9,-3.782,0,0.0664,0.0375,0.000833,0.233,0.752,107.991,4,https://i.scdn.co/image/ab67616d0000b273548910835dbfaf3f79a1dc46,https://open.spotify.com/track/500mvzh7TRZ0YdnVeHhj8b
991,Watch Out For This (Bumaye),61,269147,0,"['Major Lazer', 'Busy Signal', 'The Flexican', 'FS Green']",2013-04-16,0.819,0.759,10,-4.115,0,0.147,0.0196,6.53e-06,0.0613,0.88,108.026,4,https://i.scdn.co/image/ab67616d0000b2736072cf92e874da9507de3e74,https://open.spotify.com/track/3j9o0zUoyGNXkijNSyRyBI
991,Get Free,57,289973,0,"['Major Lazer', 'Amber Coffman']",2013-04-16,0.612,0.657,11,-6.971,0,0.0454,0.103,0.124,0.131,0.767,87.94,4,https://i.scdn.co/image/ab67616d0000b2736072cf92e874da9507de3e74,https://open.spotify.com/track/0yhGTljYYHyP7phuxoKWiJ
991,"Basketball (feat. Jermaine Dupri, Fabolous & Fundisha)",52,198373,0,"['Bow Wow', 'Jermaine Dupri', 'Fabolous', 'Fundisha']",2002-06-04,0.881,0.779,7,-5.242,0,0.139,0.055,0.0,0.281,0.736,107.726,4,https://i.scdn.co/image/ab67616d0000b27306eab980fe7795f4e781cd72,https://open.spotify.com/track/2SrXt0JJEX9PfVSZuJ6dqg
991,You Can Get It All (feat. Johntá Austin) - Album Crossfade Version,45,216840,0,"['Bow Wow', 'Johnta Austin']",2009-03-30,0.783,0.765,9,-5.227,1,0.145,0.31,0.0,0.0777,0.692,89.006,4,https://i.scdn.co/image/ab67616d0000b273a809c76cb49f9a4435ac5565,https://open.spotify.com/track/2zcjGIvtu2EKBNquStm1pp
991,All Good,50,185287,1,['Illa J'],2008-11-11,0.794,0.502,8,-5.69,1,0.107,0.235,0.0639,0.108,0.212,84.415,4,https://i.scdn.co/image/ab67616d0000b2731b4e6756179e060d0b15264c,https://open.spotify.com/track/6EaNEcInL9XVCBNSdrlmDI
991,Powerful,63,206327,0,"['Major Lazer', 'Ellie Goulding', 'Tarrus Riley']",2015-11-27,0.598,0.792,11,-4.043,0,0.0478,0.121,0.0,0.158,0.732,97.479,3,https://i.scdn.co/image/ab67616d0000b273548910835dbfaf3f79a1dc46,https://open.spotify.com/track/3eUhfanL9kEmpIPeGBl1yW
