,id,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls,idx
4265,4WBoZc0DzRmmkuvNomDHv1,Amore che nasce,46,176040,0,['Piero Piccioni'],1967,0.0832,0.174,6,-21.967,0,0.0399,0.989,0.954,0.168,0.0704,83.491,4,https://i.scdn.co/image/ab67616d0000b273c622d406c684d377d3f5e296,https://open.spotify.com/track/4WBoZc0DzRmmkuvNomDHv1,391
5631,29KwH2LEjfWEtiC2jCrLVw,Amore mio aiutami - Main Theme,57,234027,0,['Piero Piccioni'],1969,0.109,0.242,10,-15.267,1,0.0333,0.963,0.799,0.121,0.0592,88.989,4,https://i.scdn.co/image/ab67616d0000b27317c654a194f193221964ec1a,https://open.spotify.com/track/29KwH2LEjfWEtiC2jCrLVw,391
5863,77TMuFit7SUhof0gl8LSpE,Violino,42,171187,0,['Piero Piccioni'],1969,0.192,0.244,10,-16.796,1,0.0384,0.957,0.875,0.135,0.0741,95.516,1,https://i.scdn.co/image/ab67616d0000b27317c654a194f193221964ec1a,https://open.spotify.com/track/77TMuFit7SUhof0gl8LSpE,391
5991,1LlQI0PyVcf9iiDPbSLxFp,"Luna, amore e no",39,122067,0,['Piero Piccioni'],1969,0.17,0.265,3,-13.989,1,0.0343,0.968,0.927,0.294,0.19,86.968,4,https://i.scdn.co/image/ab67616d0000b27317c654a194f193221964ec1a,https://open.spotify.com/track/1LlQI0PyVcf9iiDPbSLxFp,391
10765,6IHtqRiQTqi2vwhgym00F4,Just Shopping (Not Buying Anything),38,303747,0,['The Dramatics'],1975-01-01,0.351,0.48,5,-12.436,1,0.0582,0.664,0.0672,0.108,0.348,90.344,4,https://i.scdn.co/image/ab67616d0000b2735237b411d32dfd69446e8d91,https://open.spotify.com/track/6IHtqRiQTqi2vwhgym00F4,391
11409,34nT7RkrF1bimYlQUFEpkq,Be My Girl,42,271467,0,['The Dramatics'],1976,0.57,0.31,0,-14.151,1,0.0291,0.556,6.08e-05,0.122,0.462,74.989,4,https://i.scdn.co/image/ab67616d0000b273f8825a224be1433195bb78a4,https://open.spotify.com/track/34nT7RkrF1bimYlQUFEpkq,391
23520,1quput6F30wXk7Ym6XMPvS,Mexican Dream,46,121200,0,['Piero Piccioni'],1992,0.336,0.493,5,-14.472,1,0.0351,0.955,0.935,0.0948,0.666,81.653,4,https://i.scdn.co/image/ab67616d0000b273bc30c2dda7452c9d623d442f,https://open.spotify.com/track/1quput6F30wXk7Ym6XMPvS,391
24598,0hKr166QnNZ0a37G4UO0VY,Nappy Heads - Remix,59,322067,0,"['Fugees', 'Salaam Remi']",1994-02-01,0.77,0.455,1,-16.027,1,0.328,0.137,6.92e-05,0.109,0.643,97.099,4,https://i.scdn.co/image/ab67616d0000b273157b3fe32437a57ca97dd31a,https://open.spotify.com/track/0hKr166QnNZ0a37G4UO0VY,391
26008,0Q0IVlqMV64kNLlwjPj0Hl,Killing Me Softly With His Song,78,298773,0,"['Fugees', 'Ms. Lauryn Hill']",1996-02-13,0.765,0.29,4,-17.117,0,0.139,0.0279,0.0,0.571,0.506,92.409,4,https://i.scdn.co/image/ab67616d0000b2735b7865be7f7fcc05faec6137,https://open.spotify.com/track/0Q0IVlqMV64kNLlwjPj0Hl,391
26041,1rJM37Dd4OcSJvzI84yCcP,Fu-Gee-La,68,260067,1,"['Fugees', 'Ms. Lauryn Hill', 'Wyclef Jean', 'Pras']",1996-02-13,0.681,0.505,1,-11.709,1,0.138,0.137,0.0,0.234,0.399,89.953,4,https://i.scdn.co/image/ab67616d0000b2735b7865be7f7fcc05faec6137,https://open.spotify.com/track/1rJM37Dd4OcSJvzI84yCcP,391
