,name,popularity,artists,release_date,images,urls
571,Nos Siguen Pegando Abajo - Remastered,34,['Miguel Ríos'],1984-01-01,https://i.scdn.co/image/ab67616d0000b273997a43044302a65be7dd5291,https://open.spotify.com/track/2bh2FGOAvE9GXHCUKHcSnM
571,Todo A Pulmón - Remastered,35,['Miguel Ríos'],1984-01-01,https://i.scdn.co/image/ab67616d0000b273997a43044302a65be7dd5291,https://open.spotify.com/track/7lQuRMikRTnOoYpqFyq6iw
571,Keep Yourself Alive,52,['Queen'],1973-02-05,https://i.scdn.co/image/ab67616d0000b273896c90d8c98e995cfc038d97,https://open.spotify.com/track/6WKoOXecrcYW8RmerNCxFB
571,Liar - Remastered 2011,44,['Queen'],1973-07-13,https://i.scdn.co/image/ab67616d0000b273f4568fbb7b98d431ceea80be,https://open.spotify.com/track/5o6VEJfhYj9Ubp73tmwl6t
571,Keep Yourself Alive - 2011 Mix,42,['Queen'],1973-07-13,https://i.scdn.co/image/ab67616d0000b273f4568fbb7b98d431ceea80be,https://open.spotify.com/track/1m7WXN6V99NabqaKvPzSXV
571,Now I'm Here - Remastered 2011,48,['Queen'],1974-11-08,https://i.scdn.co/image/ab67616d0000b27359998815d706661e2c404d9f,https://open.spotify.com/track/0P7YJ9fxIOM0Rq4pZ2qU42
571,Brighton Rock - Remastered 2011,47,['Queen'],1974-11-08,https://i.scdn.co/image/ab67616d0000b27359998815d706661e2c404d9f,https://open.spotify.com/track/4ObxJP7kYUkBqpiklCzrBo
571,Flick Of The Wrist - Remastered 2011,32,['Queen'],1974-11-08,https://i.scdn.co/image/ab67616d0000b27359998815d706661e2c404d9f,https://open.spotify.com/track/5EZIOAOPBbmNZYcOe8JVjd
571,Bohemian Rhapsody - Remastered 2011,76,['Queen'],1975-11-21,https://i.scdn.co/image/ab67616d0000b273ce4f1737bc8a646c8c4bd25a,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
571,Lazing On A Sunday Afternoon - Remastered 2011,47,['Queen'],1975-11-21,https://i.scdn.co/image/ab67616d0000b273ce4f1737bc8a646c8c4bd25a,https://open.spotify.com/track/12TZzfqJyY3UvtZ3lq1WmY
571,The Prophet's Song - Remastered 2011,38,['Queen'],1975-11-21,https://i.scdn.co/image/ab67616d0000b273ce4f1737bc8a646c8c4bd25a,https://open.spotify.com/track/1Ji1gZtpgMBepbNpyiLfgv
571,Keep Yourself Alive - Long Lost Retake / June 1975 / Remastered 2011,37,['Queen'],1975-11-21,https://i.scdn.co/image/ab67616d0000b273ce4f1737bc8a646c8c4bd25a,https://open.spotify.com/track/0hpe7o5pdxzlTXvdd0s5CR
571,Tie Your Mother Down - Remastered 2011,50,['Queen'],1976-12-10,https://i.scdn.co/image/ab67616d0000b27395313a5eee00d9bdf37883e2,https://open.spotify.com/track/6K8gEgGkOyD1wFY3kAcyOy
571,You And I - Remastered 2011,33,['Queen'],1976-12-10,https://i.scdn.co/image/ab67616d0000b27395313a5eee00d9bdf37883e2,https://open.spotify.com/track/6pnhzWVuH12mZKQ5IQ2laD
571,Teo Torriatte (Let Us Cling Together) - Remastered 2011,31,['Queen'],1976-12-10,https://i.scdn.co/image/ab67616d0000b27395313a5eee00d9bdf37883e2,https://open.spotify.com/track/33sQQjtuxeH7q3ia53jJ5E
571,Drowse - Remastered 2011,31,['Queen'],1976-12-10,https://i.scdn.co/image/ab67616d0000b27395313a5eee00d9bdf37883e2,https://open.spotify.com/track/6xplo5kXVO461QbdIt80HN
571,"Get Down, Make Love - Remastered 2011",42,['Queen'],1977-10-28,https://i.scdn.co/image/ab67616d0000b27393c65b02f4a72cd6eccf446d,https://open.spotify.com/track/1DdC1R2eDWg3Xq9RPSX4h2
571,Sleeping On The Sidewalk - Remastered 2011,41,['Queen'],1977-10-28,https://i.scdn.co/image/ab67616d0000b27393c65b02f4a72cd6eccf446d,https://open.spotify.com/track/6T4mvqvMIwa0S6EH84QAAJ
571,If You Can't Beat Them - Remastered 2011,31,['Queen'],1978-11-10,https://i.scdn.co/image/ab67616d0000b273008b06ec71019afd70153889,https://open.spotify.com/track/5YACf4E2knTAgow6d9yUXd
571,Need Your Loving Tonight - Remastered 2011,34,['Queen'],1980-06-27,https://i.scdn.co/image/ab67616d0000b27307744e2ed983efa3e6620a47,https://open.spotify.com/track/4PzUPLnioZI9MSM37vUwnW
571,Who Wants To Live Forever - Remastered 2011,43,['Queen'],1986-06-02,https://i.scdn.co/image/ab67616d0000b273b2f32a40b64bc00dffa59281,https://open.spotify.com/track/6UnGBNWVuwYfdDo9NfKkpP
