,id,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls,idx
16812,4fRarWB7IsbuCREMAZlqlz,Pass the Kouchie,38,210240,0,['Mighty Diamonds'],1983,0.686,0.436,8,-10.598,1,0.184,0.0231,5.24e-05,0.0515,0.666,150.796,4,https://i.scdn.co/image/ab67616d0000b27389492666066e4cf68c1c98ba,https://open.spotify.com/track/4fRarWB7IsbuCREMAZlqlz,91
17077,3axPhcbhVDOA9MnhkUrFcE,Boogie Woogie Bugle Boy,51,161933,0,['The Andrews Sisters'],1984-01-01,0.64,0.479,7,-11.55,1,0.467,0.881,0.000171,0.0973,0.79,166.868,4,https://i.scdn.co/image/ab67616d0000b27355e73f203a199dcad9c42d69,https://open.spotify.com/track/3axPhcbhVDOA9MnhkUrFcE,91
27683,7x6hO9VMAee9x1iWaeNkL6,To Zion (feat. Carlos Santana),62,369293,0,"['Ms. Lauryn Hill', 'Carlos Santana']",1998-08-25,0.41,0.601,7,-10.714,1,0.504,0.127,0.0,0.112,0.516,173.273,4,https://i.scdn.co/image/ab67616d0000b273e08b1250db5f75643f1508c9,https://open.spotify.com/track/7x6hO9VMAee9x1iWaeNkL6,91
27936,3CNSWn2mISh7Ll3yJQbVEw,When It Hurts so Bad,54,342200,0,['Ms. Lauryn Hill'],1998-08-25,0.669,0.519,11,-9.932,0,0.278,0.0714,2.05e-05,0.108,0.825,159.877,4,https://i.scdn.co/image/ab67616d0000b273e08b1250db5f75643f1508c9,https://open.spotify.com/track/3CNSWn2mISh7Ll3yJQbVEw,91
29895,43DJZnMU894sjYBDx6HHO8,Conmigo Te Gustó,58,97467,0,['Leo Mattioli'],2001-08-03,0.317,0.904,6,-5.686,0,0.164,0.506,5.29e-05,0.551,0.648,173.041,4,https://i.scdn.co/image/ab67616d0000b273dc7b1ac2a494390984300520,https://open.spotify.com/track/43DJZnMU894sjYBDx6HHO8,91
30475,6mjHiGwrRGE8LVCXVc5QDU,Out Of Control,63,162107,0,['Hoobastank'],2003-12-09,0.443,0.973,4,-4.386,0,0.133,0.00161,0.0,0.353,0.458,157.872,4,https://i.scdn.co/image/ab67616d0000b27376cc6eedca8eb381afcd1e46,https://open.spotify.com/track/6mjHiGwrRGE8LVCXVc5QDU,91
30662,4QVD4vVkYveZuO0xkyi6AX,Same Direction,58,195293,0,['Hoobastank'],2003-12-09,0.401,0.988,2,-3.308,1,0.0916,0.00492,0.0,0.4,0.514,169.024,4,https://i.scdn.co/image/ab67616d0000b27376cc6eedca8eb381afcd1e46,https://open.spotify.com/track/4QVD4vVkYveZuO0xkyi6AX,91
40883,54EEuKcvf9lvytQ7r8n8hG,Bei Mir Bist Du Schon (Means That You're Grand),41,184040,0,['The Andrews Sisters'],1991-08-26,0.67,0.318,3,-12.134,0,0.155,0.381,0.0,0.101,0.846,167.583,4,https://i.scdn.co/image/ab67616d0000b273249b5560c875413bfefe1075,https://open.spotify.com/track/54EEuKcvf9lvytQ7r8n8hG,91
42737,6ocxCGYgcmZhCeTT1yuNkt,I Gotta Find Peace of Mind - Live,51,558973,0,['Ms. Lauryn Hill'],2002-05-07,0.495,0.505,7,-10.034,1,0.409,0.813,2.01e-06,0.117,0.657,173.612,4,https://i.scdn.co/image/ab67616d0000b273eaa1ace5a36e15f160c6258b,https://open.spotify.com/track/6ocxCGYgcmZhCeTT1yuNkt,91
44526,4sZgCbDhoHocPQhfmLPq0v,Empini - Edit,46,258054,0,['Kelly Khumalo'],2020-06-19,0.581,0.781,9,-7.097,1,0.0542,0.801,0.00172,0.108,0.621,185.959,4,https://i.scdn.co/image/ab67616d0000b273885c99c6b5870f0b95f1a8cb,https://open.spotify.com/track/4sZgCbDhoHocPQhfmLPq0v,91
